Gemnr,Gemeente,Bev_2020,van_datum,tot_datum,Totaal_Absoluut,Totaal_inc100000,Zkh_Absoluut,Zkh_inc100000,Overleden_Absoluut,Overleden_inc100000
518,'s-Gravenhage (gemeente),545838,17-6-2020,30-6-2020,86,15.8,2,0.4,5,0.9
796,'s-Hertogenbosch,155111,17-6-2020,30-6-2020,10,6.4,0,0.0,0,0.0
1680,Aa en Hunze,25445,17-6-2020,30-6-2020,0,0.0,0,0.0,0,0.0
358,Aalsmeer,31859,17-6-2020,30-6-2020,2,6.3,0,0.0,0,0.0
197,Aalten,27121,17-6-2020,30-6-2020,0,0.0,0,0.0,0,0.0
59,Achtkarspelen,27843,17-6-2020,30-6-2020,1,3.6,0,0.0,0,0.0
482,Alblasserdam,20165,17-6-2020,30-6-2020,0,0.0,0,0.0,0,0.0
613,Albrandswaard,25590,17-6-2020,30-6-2020,0,0.0,0,0.0,0,0.0
361,Alkmaar,109436,17-6-2020,30-6-2020,1,0.9,0,0.0,0,0.0
141,Almelo,73107,17-6-2020,30-6-2020,1,1.4,0,0.0,0,0.0
34,Almere,211893,17-6-2020,30-6-2020,9,4.2,0,0.0,0,0.0
484,Alphen aan den Rijn,111897,17-6-2020,30-6-2020,5,4.5,1,0.9,0,0.0
1723,Alphen-Chaam,10203,17-6-2020,30-6-2020,0,0.0,0,0.0,0,0.0
1959,Altena,55967,17-6-2020,30-6-2020,0,0.0,0,0.0,0,0.0
60,Ameland,3716,17-6-2020,30-6-2020,0,0.0,0,0.0,0,0.0
307,Amersfoort,157276,17-6-2020,30-6-2020,6,3.8,0,0.0,0,0.0
362,Amstelveen,91675,17-6-2020,30-6-2020,6,6.5,0,0.0,0,0.0
363,Amsterdam,872757,17-6-2020,30-6-2020,99,11.3,1,0.1,1,0.1
200,Apeldoorn,163818,17-6-2020,30-6-2020,12,7.3,0,0.0,0,0.0
3,Appingedam,11642,17-6-2020,30-6-2020,0,0.0,0,0.0,0,0.0
202,Arnhem,161348,17-6-2020,30-6-2020,11,6.8,0,0.0,0,0.0
106,Assen,68599,17-6-2020,30-6-2020,0,0.0,0,0.0,0,0.0
743,Asten,16721,17-6-2020,30-6-2020,0,0.0,0,0.0,0,0.0
744,Baarle-Nassau,6859,17-6-2020,30-6-2020,0,0.0,0,0.0,0,0.0
308,Baarn,24868,17-6-2020,30-6-2020,1,4.0,0,0.0,0,0.0
489,Barendrecht,48714,17-6-2020,30-6-2020,4,8.2,0,0.0,0,0.0
203,Barneveld,59082,17-6-2020,30-6-2020,6,10.2,0,0.0,0,0.0
888,Beek (L.),15865,17-6-2020,30-6-2020,0,0.0,0,0.0,0,0.0
1954,Beekdaelen,35938,17-6-2020,30-6-2020,0,0.0,0,0.0,0,0.0
370,Beemster,10022,17-6-2020,30-6-2020,0,0.0,0,0.0,0,0.0
889,Beesel,13482,17-6-2020,30-6-2020,0,0.0,0,0.0,0,0.0
1945,Berg en Dal,34992,17-6-2020,30-6-2020,1,2.9,0,0.0,0,0.0
1724,Bergeijk,18635,17-6-2020,30-6-2020,0,0.0,0,0.0,0,0.0
893,Bergen (L.),13085,17-6-2020,30-6-2020,0,0.0,0,0.0,0,0.0
373,Bergen (NH.),29839,17-6-2020,30-6-2020,0,0.0,0,0.0,0,0.0
748,Bergen op Zoom,67496,17-6-2020,30-6-2020,1,1.5,0,0.0,1,1.5
1859,Berkelland,43747,17-6-2020,30-6-2020,0,0.0,0,0.0,0,0.0
1721,Bernheze,31240,17-6-2020,30-6-2020,5,16.0,0,0.0,0,0.0
753,Best,29988,17-6-2020,30-6-2020,0,0.0,0,0.0,0,0.0
209,Beuningen,25890,17-6-2020,30-6-2020,0,0.0,0,0.0,0,0.0
375,Beverwijk,41626,17-6-2020,30-6-2020,1,2.4,0,0.0,0,0.0
1728,Bladel,20390,17-6-2020,30-6-2020,5,24.5,0,0.0,0,0.0
376,Blaricum,11540,17-6-2020,30-6-2020,2,17.3,0,0.0,0,0.0
377,Bloemendaal,23571,17-6-2020,30-6-2020,0,0.0,0,0.0,0,0.0
1901,Bodegraven-Reeuwijk,34872,17-6-2020,30-6-2020,5,14.3,0,0.0,0,0.0
755,Boekel,10785,17-6-2020,30-6-2020,1,9.3,0,0.0,0,0.0
1681,Borger-Odoorn,25559,17-6-2020,30-6-2020,0,0.0,0,0.0,0,0.0
147,Borne,23312,17-6-2020,30-6-2020,0,0.0,0,0.0,0,0.0
654,Borsele,22739,17-6-2020,30-6-2020,0,0.0,0,0.0,0,0.0
756,Boxmeer,29365,17-6-2020,30-6-2020,0,0.0,0,0.0,0,0.0
757,Boxtel,30801,17-6-2020,30-6-2020,11,35.7,0,0.0,0,0.0
758,Breda,184069,17-6-2020,30-6-2020,12,6.5,1,0.5,1,0.5
501,Brielle,17271,17-6-2020,30-6-2020,0,0.0,0,0.0,0,0.0
1876,Bronckhorst,36055,17-6-2020,30-6-2020,0,0.0,0,0.0,0,0.0
213,Brummen,20726,17-6-2020,30-6-2020,0,0.0,0,0.0,0,0.0
899,Brunssum,27821,17-6-2020,30-6-2020,3,10.8,0,0.0,1,3.6
312,Bunnik,15191,17-6-2020,30-6-2020,0,0.0,0,0.0,0,0.0
313,Bunschoten,21866,17-6-2020,30-6-2020,2,9.1,0,0.0,0,0.0
214,Buren,26749,17-6-2020,30-6-2020,1,3.7,0,0.0,0,0.0
502,Capelle aan den IJssel,67122,17-6-2020,30-6-2020,3,4.5,0,0.0,0,0.0
383,Castricum,35986,17-6-2020,30-6-2020,0,0.0,0,0.0,0,0.0
109,Coevorden,35297,17-6-2020,30-6-2020,0,0.0,0,0.0,0,0.0
1706,Cranendonck,21138,17-6-2020,30-6-2020,1,4.7,0,0.0,0,0.0
1684,Cuijk,25130,17-6-2020,30-6-2020,3,11.9,0,0.0,0,0.0
216,Culemborg,28955,17-6-2020,30-6-2020,2,6.9,0,0.0,0,0.0
148,Dalfsen,28587,17-6-2020,30-6-2020,0,0.0,0,0.0,0,0.0
1891,Dantumadiel,18922,17-6-2020,30-6-2020,0,0.0,0,0.0,0,0.0
310,De Bilt,43137,17-6-2020,30-6-2020,2,4.6,0,0.0,0,0.0
1940,De Fryske Marren,51564,17-6-2020,30-6-2020,2,3.9,0,0.0,0,0.0
736,De Ronde Venen,44456,17-6-2020,30-6-2020,2,4.5,0,0.0,0,0.0
1690,De Wolden,24330,17-6-2020,30-6-2020,0,0.0,0,0.0,0,0.0
503,Delft,103595,17-6-2020,30-6-2020,6,5.8,0,0.0,0,0.0
10,Delfzijl,24678,17-6-2020,30-6-2020,0,0.0,0,0.0,0,0.0
400,Den Helder,56296,17-6-2020,30-6-2020,0,0.0,0,0.0,0,0.0
762,Deurne,32471,17-6-2020,30-6-2020,0,0.0,0,0.0,0,0.0
150,Deventer,100719,17-6-2020,30-6-2020,28,27.8,0,0.0,0,0.0
384,Diemen,30780,17-6-2020,30-6-2020,0,0.0,0,0.0,0,0.0
1774,Dinkelland,26461,17-6-2020,30-6-2020,0,0.0,0,0.0,0,0.0
221,Doesburg,11077,17-6-2020,30-6-2020,0,0.0,0,0.0,0,0.0
222,Doetinchem,58001,17-6-2020,30-6-2020,2,3.4,0,0.0,0,0.0
766,Dongen,26222,17-6-2020,30-6-2020,1,3.8,0,0.0,0,0.0
505,Dordrecht,119284,17-6-2020,30-6-2020,8,6.7,0,0.0,1,0.8
498,Drechterland,19719,17-6-2020,30-6-2020,2,10.1,0,0.0,0,0.0
1719,Drimmelen,27272,17-6-2020,30-6-2020,0,0.0,0,0.0,0,0.0
303,Dronten,41555,17-6-2020,30-6-2020,3,7.2,0,0.0,0,0.0
225,Druten,18926,17-6-2020,30-6-2020,1,5.3,0,0.0,0,0.0
226,Duiven,25126,17-6-2020,30-6-2020,1,4.0,0,0.0,0,0.0
1711,Echt-Susteren,31610,17-6-2020,30-6-2020,0,0.0,0,0.0,0,0.0
385,Edam-Volendam,36197,17-6-2020,30-6-2020,1,2.8,0,0.0,0,0.0
228,Ede,117165,17-6-2020,30-6-2020,7,6.0,0,0.0,0,0.0
317,Eemnes,9247,17-6-2020,30-6-2020,0,0.0,0,0.0,0,0.0
770,Eersel,19313,17-6-2020,30-6-2020,1,5.2,1,5.2,0,0.0
1903,Eijsden-Margraten,25768,17-6-2020,30-6-2020,0,0.0,0,0.0,0,0.0
772,Eindhoven,234394,17-6-2020,30-6-2020,9,3.8,0,0.0,0,0.0
230,Elburg,23161,17-6-2020,30-6-2020,1,4.3,0,0.0,0,0.0
114,Emmen,107048,17-6-2020,30-6-2020,0,0.0,0,0.0,0,0.0
388,Enkhuizen,18591,17-6-2020,30-6-2020,1,5.4,0,0.0,0,0.0
153,Enschede,159640,17-6-2020,30-6-2020,6,3.8,0,0.0,0,0.0
232,Epe,33178,17-6-2020,30-6-2020,0,0.0,0,0.0,0,0.0
233,Ermelo,27008,17-6-2020,30-6-2020,4,14.8,0,0.0,0,0.0
777,Etten-Leur,43878,17-6-2020,30-6-2020,3,6.8,0,0.0,0,0.0
779,Geertruidenberg,21544,17-6-2020,30-6-2020,0,0.0,0,0.0,0,0.0
1771,Geldrop-Mierlo,39726,17-6-2020,30-6-2020,0,0.0,0,0.0,0,0.0
1652,Gemert-Bakel,30723,17-6-2020,30-6-2020,3,9.8,0,0.0,1,3.3
907,Gennep,16921,17-6-2020,30-6-2020,0,0.0,0,0.0,0,0.0
784,Gilze en Rijen,26431,17-6-2020,30-6-2020,2,7.6,0,0.0,0,0.0
1924,Goeree-Overflakkee,50049,17-6-2020,30-6-2020,2,4.0,1,2.0,0,0.0
664,Goes,38082,17-6-2020,30-6-2020,0,0.0,0,0.0,0,0.0
785,Goirle,23904,17-6-2020,30-6-2020,2,8.4,0,0.0,0,0.0
1942,Gooise Meren,58055,17-6-2020,30-6-2020,5,8.6,0,0.0,0,0.0
512,Gorinchem,37022,17-6-2020,30-6-2020,2,5.4,0,0.0,0,0.0
513,Gouda,73427,17-6-2020,30-6-2020,5,6.8,0,0.0,0,0.0
786,Grave,12436,17-6-2020,30-6-2020,0,0.0,0,0.0,0,0.0
14,Groningen (gemeente),232874,17-6-2020,30-6-2020,0,0.0,0,0.0,0,0.0
1729,Gulpen-Wittem,14171,17-6-2020,30-6-2020,0,0.0,0,0.0,0,0.0
158,Haaksbergen,24311,17-6-2020,30-6-2020,1,4.1,0,0.0,0,0.0
788,Haaren,14370,17-6-2020,30-6-2020,2,13.9,0,0.0,0,0.0
392,Haarlem,162902,17-6-2020,30-6-2020,7,4.3,0,0.0,0,0.0
394,Haarlemmermeer,156002,17-6-2020,30-6-2020,2,1.3,0,0.0,0,0.0
1655,Halderberge,30284,17-6-2020,30-6-2020,0,0.0,0,0.0,0,0.0
160,Hardenberg,60948,17-6-2020,30-6-2020,0,0.0,0,0.0,0,0.0
243,Harderwijk,48414,17-6-2020,30-6-2020,3,6.2,0,0.0,0,0.0
523,Hardinxveld-Giessendam,18295,17-6-2020,30-6-2020,0,0.0,0,0.0,0,0.0
72,Harlingen,15722,17-6-2020,30-6-2020,0,0.0,0,0.0,0,0.0
244,Hattem,12209,17-6-2020,30-6-2020,1,8.2,0,0.0,0,0.0
396,Heemskerk,39182,17-6-2020,30-6-2020,2,5.1,0,0.0,0,0.0
397,Heemstede,27234,17-6-2020,30-6-2020,2,7.3,0,0.0,0,0.0
246,Heerde,18589,17-6-2020,30-6-2020,1,5.4,0,0.0,0,0.0
74,Heerenveen,50493,17-6-2020,30-6-2020,0,0.0,0,0.0,0,0.0
398,Heerhugowaard,57587,17-6-2020,30-6-2020,0,0.0,0,0.0,0,0.0
917,Heerlen,87086,17-6-2020,30-6-2020,1,1.1,0,0.0,0,0.0
1658,Heeze-Leende,16152,17-6-2020,30-6-2020,1,6.2,0,0.0,0,0.0
399,Heiloo,23968,17-6-2020,30-6-2020,1,4.2,0,0.0,0,0.0
163,Hellendoorn,35916,17-6-2020,30-6-2020,1,2.8,0,0.0,0,0.0
530,Hellevoetsluis,40142,17-6-2020,30-6-2020,0,0.0,0,0.0,0,0.0
