Date_of_report,Municipality_code,Municipality_name,Province,Total_reported,Hospital_admission,Deceased
2020-10-29 10:00:00,GM0003,Appingedam,Groningen,52,7,0
2020-10-29 10:00:00,GM0010,Delfzijl,Groningen,134,7,0
2020-10-29 10:00:00,GM0014,Groningen,Groningen,3425,32,4
2020-10-29 10:00:00,GM0024,Loppersum,Groningen,51,0,0
2020-10-29 10:00:00,GM0034,Almere,Flevoland,3691,169,39
2020-10-29 10:00:00,GM0037,Stadskanaal,Groningen,278,8,3
2020-10-29 10:00:00,GM0047,Veendam,Groningen,182,4,1
2020-10-29 10:00:00,GM0050,Zeewolde,Flevoland,260,13,6
2020-10-29 10:00:00,GM0059,Achtkarspelen,Friesland,179,0,0
2020-10-29 10:00:00,GM0060,Ameland,Friesland,37,0,0
2020-10-29 10:00:00,GM0072,Harlingen,Friesland,94,4,1
2020-10-29 10:00:00,GM0074,Heerenveen,Friesland,382,16,22
2020-10-29 10:00:00,GM0080,Leeuwarden,Friesland,1365,45,10
2020-10-29 10:00:00,GM0085,Ooststellingwerf,Friesland,165,5,1
2020-10-29 10:00:00,GM0086,Opsterland,Friesland,178,8,0
2020-10-29 10:00:00,GM0088,Schiermonnikoog,Friesland,3,1,0
2020-10-29 10:00:00,GM0090,Smallingerland,Friesland,392,12,7
2020-10-29 10:00:00,GM0093,Terschelling,Friesland,60,1,1
2020-10-29 10:00:00,GM0096,Vlieland,Friesland,16,0,0
2020-10-29 10:00:00,GM0098,Weststellingwerf,Friesland,221,3,5
2020-10-29 10:00:00,GM0106,Assen,Drenthe,617,14,3
2020-10-29 10:00:00,GM0109,Coevorden,Drenthe,320,18,2
2020-10-29 10:00:00,GM0114,Emmen,Drenthe,1408,47,23
2020-10-29 10:00:00,GM0118,Hoogeveen,Drenthe,590,27,12
2020-10-29 10:00:00,GM0119,Meppel,Drenthe,282,11,5
2020-10-29 10:00:00,GM0141,Almelo,Overijssel,1208,32,14
2020-10-29 10:00:00,GM0147,Borne,Overijssel,365,16,6
2020-10-29 10:00:00,GM0148,Dalfsen,Overijssel,447,17,7
2020-10-29 10:00:00,GM0150,Deventer,Overijssel,1398,50,40
