Gemnr,Gemeente,Bev_2020,van_datum,tot_datum,Totaal_Absoluut,Totaal_inc100000,Zkh_Absoluut,Zkh_inc100000,Overleden_Absoluut,Overleden_inc100000
518,'s-Gravenhage (gemeente),545838,19-8-2020,1-9-2020,547,100.2,7,1.3,2,0.4
796,'s-Hertogenbosch,155111,19-8-2020,1-9-2020,75,48.4,1,0.6,0,0.0
1680,Aa en Hunze,25445,19-8-2020,1-9-2020,1,3.9,0,0.0,0,0.0
358,Aalsmeer,31859,19-8-2020,1-9-2020,7,22.0,0,0.0,0,0.0
197,Aalten,27121,19-8-2020,1-9-2020,15,55.3,0,0.0,0,0.0
59,Achtkarspelen,27843,19-8-2020,1-9-2020,0,0.0,0,0.0,0,0.0
482,Alblasserdam,20165,19-8-2020,1-9-2020,4,19.8,0,0.0,0,0.0
613,Albrandswaard,25590,19-8-2020,1-9-2020,11,43.0,0,0.0,0,0.0
361,Alkmaar,109436,19-8-2020,1-9-2020,22,20.1,0,0.0,0,0.0
141,Almelo,73107,19-8-2020,1-9-2020,12,16.4,0,0.0,0,0.0
34,Almere,211893,19-8-2020,1-9-2020,108,51.0,1,0.5,0,0.0
484,Alphen aan den Rijn,111897,19-8-2020,1-9-2020,26,23.2,0,0.0,0,0.0
1723,Alphen-Chaam,10203,19-8-2020,1-9-2020,3,29.4,0,0.0,0,0.0
1959,Altena,55967,19-8-2020,1-9-2020,14,25.0,0,0.0,0,0.0
60,Ameland,3716,19-8-2020,1-9-2020,0,0.0,0,0.0,0,0.0
307,Amersfoort,157276,19-8-2020,1-9-2020,37,23.5,0,0.0,1,0.6
362,Amstelveen,91675,19-8-2020,1-9-2020,53,57.8,1,1.1,0,0.0
363,Amsterdam,872757,19-8-2020,1-9-2020,1116,127.9,12,1.4,2,0.2
200,Apeldoorn,163818,19-8-2020,1-9-2020,11,6.7,0,0.0,0,0.0
3,Appingedam,11642,19-8-2020,1-9-2020,0,0.0,0,0.0,0,0.0
202,Arnhem,161348,19-8-2020,1-9-2020,60,37.2,0,0.0,0,0.0
106,Assen,68599,19-8-2020,1-9-2020,7,10.2,0,0.0,0,0.0
743,Asten,16721,19-8-2020,1-9-2020,2,12.0,0,0.0,0,0.0
744,Baarle-Nassau,6859,19-8-2020,1-9-2020,6,87.5,0,0.0,0,0.0
308,Baarn,24868,19-8-2020,1-9-2020,6,24.1,0,0.0,0,0.0
489,Barendrecht,48714,19-8-2020,1-9-2020,19,39.0,0,0.0,0,0.0
203,Barneveld,59082,19-8-2020,1-9-2020,13,22.0,0,0.0,0,0.0
888,Beek (L.),15865,19-8-2020,1-9-2020,4,25.2,0,0.0,0,0.0
1954,Beekdaelen,35938,19-8-2020,1-9-2020,5,13.9,0,0.0,0,0.0
