Date_of_report,Municipality_code,Municipality_name,Province,Total_reported,Hospital_admission,Deceased
2020-05-10 10:00:00,GM0003,Appingedam,Groningen,5,3,0
2020-05-10 10:00:00,GM0010,Delfzijl,Groningen,17,6,0
2020-05-10 10:00:00,GM0014,Groningen,Groningen,163,18,3
2020-05-10 10:00:00,GM0024,Loppersum,Groningen,2,0,0
2020-05-10 10:00:00,GM0034,Almere,Flevoland,385,121,17
2020-05-10 10:00:00,GM0037,Stadskanaal,Groningen,5,2,1
2020-05-10 10:00:00,GM0047,Veendam,Groningen,8,2,0
2020-05-10 10:00:00,GM0050,Zeewolde,Flevoland,41,12,4
2020-05-10 10:00:00,GM0059,Achtkarspelen,Friesland,11,0,0
2020-05-10 10:00:00,GM0060,Ameland,Friesland,0,0,0
2020-05-10 10:00:00,GM0072,Harlingen,Friesland,16,4,1
2020-05-10 10:00:00,GM0074,Heerenveen,Friesland,88,13,19
2020-05-10 10:00:00,GM0080,Leeuwarden,Friesland,56,33,6
2020-05-10 10:00:00,GM0085,Ooststellingwerf,Friesland,7,3,0
2020-05-10 10:00:00,GM0086,Opsterland,Friesland,23,7,0
2020-05-10 10:00:00,GM0088,Schiermonnikoog,Friesland,0,0,0
2020-05-10 10:00:00,GM0090,Smallingerland,Friesland,53,9,5
2020-05-10 10:00:00,GM0093,Terschelling,Friesland,2,0,0
2020-05-10 10:00:00,GM0096,Vlieland,Friesland,0,0,0
2020-05-10 10:00:00,GM0098,Weststellingwerf,Friesland,27,3,4
2020-05-10 10:00:00,GM0106,Assen,Drenthe,42,12,2
2020-05-10 10:00:00,GM0109,Coevorden,Drenthe,56,13,2
2020-05-10 10:00:00,GM0114,Emmen,Drenthe,101,20,11
2020-05-10 10:00:00,GM0118,Hoogeveen,Drenthe,88,19,7
2020-05-10 10:00:00,GM0119,Meppel,Drenthe,31,8,4
2020-05-10 10:00:00,GM0141,Almelo,Overijssel,89,22,9
2020-05-10 10:00:00,GM0147,Borne,Overijssel,49,14,6
