Date_of_report,Municipality_code,Municipality_name,Province,Total_reported,Hospital_admission,Deceased
2021-01-20 10:00:00,GM0014,Groningen,Groningen,7396,60,23
2021-01-20 10:00:00,GM0034,Almere,Flevoland,12441,235,63
2021-01-20 10:00:00,GM0037,Stadskanaal,Groningen,1441,15,9
2021-01-20 10:00:00,GM0047,Veendam,Groningen,957,5,7
2021-01-20 10:00:00,GM0050,Zeewolde,Flevoland,1021,18,12
2021-01-20 10:00:00,GM0059,Achtkarspelen,Frysl̢n,999,4,6
2021-01-20 10:00:00,GM0060,Ameland,Frysl̢n,133,0,0
2021-01-20 10:00:00,GM0072,Harlingen,Frysl̢n,278,5,2
2021-01-20 10:00:00,GM0074,Heerenveen,Frysl̢n,1262,21,25
2021-01-20 10:00:00,GM0080,Leeuwarden,Frysl̢n,3505,61,30
2021-01-20 10:00:00,GM0085,Ooststellingwerf,Frysl̢n,617,10,2
2021-01-20 10:00:00,GM0086,Opsterland,Frysl̢n,726,17,3
2021-01-20 10:00:00,GM0088,Schiermonnikoog,Frysl̢n,8,1,0
2021-01-20 10:00:00,GM0090,Smallingerland,Frysl̢n,1470,19,15
2021-01-20 10:00:00,GM0093,Terschelling,Frysl̢n,156,1,1
2021-01-20 10:00:00,GM0096,Vlieland,Frysl̢n,27,0,0
2021-01-20 10:00:00,GM0098,Weststellingwerf,Frysl̢n,700,8,12
2021-01-20 10:00:00,GM0106,Assen,Drenthe,1796,35,11
2021-01-20 10:00:00,GM0109,Coevorden,Drenthe,1484,36,18
2021-01-20 10:00:00,GM0114,Emmen,Drenthe,4404,71,47
2021-01-20 10:00:00,GM0118,Hoogeveen,Drenthe,2670,49,31
2021-01-20 10:00:00,GM0119,Meppel,Drenthe,1255,19,21
2021-01-20 10:00:00,GM0141,Almelo,Overijssel,4795,66,45
2021-01-20 10:00:00,GM0147,Borne,Overijssel,1563,25,24
2021-01-20 10:00:00,GM0148,Dalfsen,Overijssel,1337,20,17
2021-01-20 10:00:00,GM0150,Deventer,Overijssel,4928,71,74
2021-01-20 10:00:00,GM0153,Enschede,Overijssel,8774,163,133
2021-01-20 10:00:00,GM0158,Haaksbergen,Overijssel,1941,30,30
2021-01-20 10:00:00,GM0160,Hardenberg,Overijssel,3333,43,34
2021-01-20 10:00:00,GM0163,Hellendoorn,Overijssel,2492,27,36
2021-01-20 10:00:00,GM0164,Hengelo (O.),Overijssel,4870,60,54
2021-01-20 10:00:00,GM0166,Kampen,Overijssel,2062,69,41
2021-01-20 10:00:00,GM0168,Losser,Overijssel,1771,35,26
2021-01-20 10:00:00,GM0171,Noordoostpolder,Flevoland,2175,27,23
2021-01-20 10:00:00,GM0173,Oldenzaal,Overijssel,2144,40,39
2021-01-20 10:00:00,GM0175,Ommen,Overijssel,793,13,13
2021-01-20 10:00:00,GM0177,Raalte,Overijssel,2173,30,29
2021-01-20 10:00:00,GM0180,Staphorst,Overijssel,1403,14,14
2021-01-20 10:00:00,GM0183,Tubbergen,Overijssel,1870,18,15
2021-01-20 10:00:00,GM0184,Urk,Flevoland,1829,41,12
2021-01-20 10:00:00,GM0189,Wierden,Overijssel,2127,14,22
2021-01-20 10:00:00,GM0193,Zwolle,Overijssel,4311,67,79
2021-01-20 10:00:00,GM0197,Aalten,Gelderland,1246,18,18
2021-01-20 10:00:00,GM0200,Apeldoorn,Gelderland,6749,157,135
2021-01-20 10:00:00,GM0202,Arnhem,Gelderland,7842,145,103
2021-01-20 10:00:00,GM0203,Barneveld,Gelderland,5025,38,39
2021-01-20 10:00:00,GM0209,Beuningen,Gelderland,1217,28,16
2021-01-20 10:00:00,GM0213,Brummen,Gelderland,810,27,14
2021-01-20 10:00:00,GM0214,Buren,Gelderland,1366,31,15
2021-01-20 10:00:00,GM0216,Culemborg,Gelderland,1577,37,17
2021-01-20 10:00:00,GM0221,Doesburg,Gelderland,472,16,8
2021-01-20 10:00:00,GM0222,Doetinchem,Gelderland,2513,51,24
2021-01-20 10:00:00,GM0225,Druten,Gelderland,992,34,21
2021-01-20 10:00:00,GM0226,Duiven,Gelderland,1277,24,10
2021-01-20 10:00:00,GM0228,Ede,Gelderland,7540,110,64
2021-01-20 10:00:00,GM0230,Elburg,Gelderland,1167,33,12
2021-01-20 10:00:00,GM0232,Epe,Gelderland,1451,62,33
2021-01-20 10:00:00,GM0233,Ermelo,Gelderland,1614,35,29
2021-01-20 10:00:00,GM0243,Harderwijk,Gelderland,2512,64,35
2021-01-20 10:00:00,GM0244,Hattem,Gelderland,469,19,5
2021-01-20 10:00:00,GM0246,Heerde,Gelderland,702,55,29
2021-01-20 10:00:00,GM0252,Heumen,Gelderland,857,24,15
2021-01-20 10:00:00,GM0262,Lochem,Gelderland,1241,28,26
2021-01-20 10:00:00,GM0263,Maasdriel,Gelderland,1450,30,25
2021-01-20 10:00:00,GM0267,Nijkerk,Gelderland,2962,42,15
2021-01-20 10:00:00,GM0268,Nijmegen,Gelderland,8562,219,159
2021-01-20 10:00:00,GM0269,Oldebroek,Gelderland,1217,44,29
2021-01-20 10:00:00,GM0273,Putten,Gelderland,1600,16,12
2021-01-20 10:00:00,GM0274,Renkum,Gelderland,1277,27,22
2021-01-20 10:00:00,GM0275,Rheden,Gelderland,2121,51,37
2021-01-20 10:00:00,GM0277,Rozendaal,Gelderland,70,1,0
2021-01-20 10:00:00,GM0279,Scherpenzeel,Gelderland,691,5,10
2021-01-20 10:00:00,GM0281,Tiel,Gelderland,2299,72,45
2021-01-20 10:00:00,GM0285,Voorst,Gelderland,1058,25,16
2021-01-20 10:00:00,GM0289,Wageningen,Gelderland,1761,33,33
2021-01-20 10:00:00,GM0293,Westervoort,Gelderland,697,18,8
2021-01-20 10:00:00,GM0294,Winterswijk,Gelderland,1166,13,12
2021-01-20 10:00:00,GM0296,Wijchen,Gelderland,2277,68,44
2021-01-20 10:00:00,GM0297,Zaltbommel,Gelderland,2066,32,33
2021-01-20 10:00:00,GM0299,Zevenaar,Gelderland,1781,66,31
2021-01-20 10:00:00,GM0301,Zutphen,Gelderland,1686,44,22
