Date_of_report,Municipality_code,Municipality_name,Province,Total_reported,Hospital_admission,Deceased
2020-11-01 10:00:00,GM0003,Appingedam,Groningen,61,8,1
2020-11-01 10:00:00,GM0010,Delfzijl,Groningen,144,8,0
2020-11-01 10:00:00,GM0014,Groningen,Groningen,3539,32,4
2020-11-01 10:00:00,GM0024,Loppersum,Groningen,54,0,0
2020-11-01 10:00:00,GM0034,Almere,Flevoland,4059,170,40
2020-11-01 10:00:00,GM0037,Stadskanaal,Groningen,315,8,5
2020-11-01 10:00:00,GM0047,Veendam,Groningen,196,4,1
2020-11-01 10:00:00,GM0050,Zeewolde,Flevoland,282,13,6
2020-11-01 10:00:00,GM0059,Achtkarspelen,Friesland,201,0,0
2020-11-01 10:00:00,GM0060,Ameland,Friesland,45,0,0
2020-11-01 10:00:00,GM0072,Harlingen,Friesland,99,4,1
2020-11-01 10:00:00,GM0074,Heerenveen,Friesland,418,16,22
2020-11-01 10:00:00,GM0080,Leeuwarden,Friesland,1417,47,10
2020-11-01 10:00:00,GM0085,Ooststellingwerf,Friesland,177,5,1
2020-11-01 10:00:00,GM0086,Opsterland,Friesland,185,8,0
2020-11-01 10:00:00,GM0088,Schiermonnikoog,Friesland,3,1,0
2020-11-01 10:00:00,GM0090,Smallingerland,Friesland,422,12,7
2020-11-01 10:00:00,GM0093,Terschelling,Friesland,64,1,1
2020-11-01 10:00:00,GM0096,Vlieland,Friesland,16,0,0
2020-11-01 10:00:00,GM0098,Weststellingwerf,Friesland,245,3,5
2020-11-01 10:00:00,GM0106,Assen,Drenthe,697,14,3
2020-11-01 10:00:00,GM0109,Coevorden,Drenthe,348,19,3
2020-11-01 10:00:00,GM0114,Emmen,Drenthe,1516,49,23
2020-11-01 10:00:00,GM0118,Hoogeveen,Drenthe,648,29,12
2020-11-01 10:00:00,GM0119,Meppel,Drenthe,307,11,5
2020-11-01 10:00:00,GM0141,Almelo,Overijssel,1458,32,14
2020-11-01 10:00:00,GM0147,Borne,Overijssel,414,16,6
2020-11-01 10:00:00,GM0148,Dalfsen,Overijssel,483,17,7
2020-11-01 10:00:00,GM0150,Deventer,Overijssel,1520,50,42
2020-11-01 10:00:00,GM0153,Enschede,Overijssel,3100,70,42
2020-11-01 10:00:00,GM0158,Haaksbergen,Overijssel,563,18,11
2020-11-01 10:00:00,GM0160,Hardenberg,Overijssel,740,24,10
2020-11-01 10:00:00,GM0163,Hellendoorn,Overijssel,595,13,14
2020-11-01 10:00:00,GM0164,Hengelo,Overijssel,1602,39,24
2020-11-01 10:00:00,GM0166,Kampen,Overijssel,719,61,37
2020-11-01 10:00:00,GM0168,Losser,Overijssel,468,11,2
2020-11-01 10:00:00,GM0171,Noordoostpolder,Flevoland,450,20,12
2020-11-01 10:00:00,GM0173,Oldenzaal,Overijssel,723,16,17
2020-11-01 10:00:00,GM0175,Ommen,Overijssel,214,9,4
2020-11-01 10:00:00,GM0177,Raalte,Overijssel,575,25,24
2020-11-01 10:00:00,GM0180,Staphorst,Overijssel,350,8,4
2020-11-01 10:00:00,GM0183,Tubbergen,Overijssel,753,12,6
2020-11-01 10:00:00,GM0184,Urk,Flevoland,208,24,4
2020-11-01 10:00:00,GM0189,Wierden,Overijssel,577,7,6
2020-11-01 10:00:00,GM0193,Zwolle,Overijssel,1635,54,51
2020-11-01 10:00:00,GM0197,Aalten,Gelderland,396,13,8
2020-11-01 10:00:00,GM0200,Apeldoorn,Gelderland,2128,117,56
2020-11-01 10:00:00,GM0202,Arnhem,Gelderland,2596,99,38
2020-11-01 10:00:00,GM0203,Barneveld,Gelderland,976,25,11
2020-11-01 10:00:00,GM0209,Beuningen,Gelderland,430,20,6
2020-11-01 10:00:00,GM0213,Brummen,Gelderland,235,19,6
2020-11-01 10:00:00,GM0214,Buren,Gelderland,438,23,8
2020-11-01 10:00:00,GM0216,Culemborg,Gelderland,624,28,10
2020-11-01 10:00:00,GM0221,Doesburg,Gelderland,192,11,7
2020-11-01 10:00:00,GM0222,Doetinchem,Gelderland,820,34,17
2020-11-01 10:00:00,GM0225,Druten,Gelderland,334,28,10
2020-11-01 10:00:00,GM0226,Duiven,Gelderland,385,17,6
2020-11-01 10:00:00,GM0228,Ede,Gelderland,2057,75,31
2020-11-01 10:00:00,GM0230,Elburg,Gelderland,344,29,8
2020-11-01 10:00:00,GM0232,Epe,Gelderland,479,53,23
2020-11-01 10:00:00,GM0233,Ermelo,Gelderland,417,33,23
2020-11-01 10:00:00,GM0243,Harderwijk,Gelderland,743,47,22
2020-11-01 10:00:00,GM0244,Hattem,Gelderland,156,18,5
2020-11-01 10:00:00,GM0246,Heerde,Gelderland,330,55,28
2020-11-01 10:00:00,GM0252,Heumen,Gelderland,384,19,13
2020-11-01 10:00:00,GM0262,Lochem,Gelderland,448,18,15
2020-11-01 10:00:00,GM0263,Maasdriel,Gelderland,456,20,9
2020-11-01 10:00:00,GM0267,Nijkerk,Gelderland,817,27,4
2020-11-01 10:00:00,GM0268,Nijmegen,Gelderland,3914,180,84
2020-11-01 10:00:00,GM0269,Oldebroek,Gelderland,319,40,20
2020-11-01 10:00:00,GM0273,Putten,Gelderland,298,12,1
2020-11-01 10:00:00,GM0274,Renkum,Gelderland,517,17,10
2020-11-01 10:00:00,GM0275,Rheden,Gelderland,620,35,16
2020-11-01 10:00:00,GM0277,Rozendaal,Gelderland,11,1,0
2020-11-01 10:00:00,GM0279,Scherpenzeel,Gelderland,173,5,2
2020-11-01 10:00:00,GM0281,Tiel,Gelderland,949,48,22
2020-11-01 10:00:00,GM0285,Voorst,Gelderland,302,18,11
2020-11-01 10:00:00,GM0289,Wageningen,Gelderland,664,26,19
2020-11-01 10:00:00,GM0293,Westervoort,Gelderland,195,12,6
2020-11-01 10:00:00,GM0294,Winterswijk,Gelderland,341,9,4
2020-11-01 10:00:00,GM0296,Wijchen,Gelderland,735,54,17
2020-11-01 10:00:00,GM0297,Zaltbommel,Gelderland,497,23,10
2020-11-01 10:00:00,GM0299,Zevenaar,Gelderland,589,58,18
2020-11-01 10:00:00,GM0301,Zutphen,Gelderland,598,34,13
2020-11-01 10:00:00,GM0302,Nunspeet,Gelderland,463,62,22
2020-11-01 10:00:00,GM0303,Dronten,Flevoland,394,40,15
2020-11-01 10:00:00,GM0307,Amersfoort,Utrecht,3077,99,30
2020-11-01 10:00:00,GM0308,Baarn,Utrecht,457,17,9
2020-11-01 10:00:00,GM0310,De Bilt,Utrecht,982,35,24
2020-11-01 10:00:00,GM0312,Bunnik,Utrecht,289,12,3
2020-11-01 10:00:00,GM0313,Bunschoten,Utrecht,672,17,8
2020-11-01 10:00:00,GM0317,Eemnes,Utrecht,157,3,1
2020-11-01 10:00:00,GM0321,Houten,Utrecht,977,34,26
2020-11-01 10:00:00,GM0327,Leusden,Utrecht,546,11,10
2020-11-01 10:00:00,GM0331,Lopik,Utrecht,339,25,8
