Date_of_report,Municipality_code,Municipality_name,Province,Total_reported,Hospital_admission,Deceased
2020-10-17 10:00:00,GM0003,Appingedam,Groningen,38,5,0
2020-10-17 10:00:00,GM0010,Delfzijl,Groningen,91,7,0
2020-10-17 10:00:00,GM0014,Groningen,Groningen,2627,25,3
2020-10-17 10:00:00,GM0024,Loppersum,Groningen,30,0,0
2020-10-17 10:00:00,GM0034,Almere,Flevoland,2458,155,38
2020-10-17 10:00:00,GM0037,Stadskanaal,Groningen,131,2,2
2020-10-17 10:00:00,GM0047,Veendam,Groningen,114,2,1
2020-10-17 10:00:00,GM0050,Zeewolde,Flevoland,184,13,6
2020-10-17 10:00:00,GM0059,Achtkarspelen,Friesland,131,0,0
2020-10-17 10:00:00,GM0060,Ameland,Friesland,28,0,0
2020-10-17 10:00:00,GM0072,Harlingen,Friesland,62,4,1
2020-10-17 10:00:00,GM0074,Heerenveen,Friesland,297,15,22
2020-10-17 10:00:00,GM0080,Leeuwarden,Friesland,1086,43,6
2020-10-17 10:00:00,GM0085,Ooststellingwerf,Friesland,87,5,0
2020-10-17 10:00:00,GM0086,Opsterland,Friesland,116,8,0
2020-10-17 10:00:00,GM0088,Schiermonnikoog,Friesland,0,0,0
2020-10-17 10:00:00,GM0090,Smallingerland,Friesland,245,10,6
2020-10-17 10:00:00,GM0093,Terschelling,Friesland,36,1,0
2020-10-17 10:00:00,GM0096,Vlieland,Friesland,12,0,0
2020-10-17 10:00:00,GM0098,Weststellingwerf,Friesland,114,3,4
2020-10-17 10:00:00,GM0106,Assen,Drenthe,364,13,3
2020-10-17 10:00:00,GM0109,Coevorden,Drenthe,208,14,2
2020-10-17 10:00:00,GM0114,Emmen,Drenthe,975,39,19
2020-10-17 10:00:00,GM0118,Hoogeveen,Drenthe,326,26,10
2020-10-17 10:00:00,GM0119,Meppel,Drenthe,184,11,5
2020-10-17 10:00:00,GM0141,Almelo,Overijssel,613,31,12
2020-10-17 10:00:00,GM0147,Borne,Overijssel,215,15,6
2020-10-17 10:00:00,GM0148,Dalfsen,Overijssel,274,17,7
2020-10-17 10:00:00,GM0150,Deventer,Overijssel,952,50,38
2020-10-17 10:00:00,GM0153,Enschede,Overijssel,1317,64,26
2020-10-17 10:00:00,GM0158,Haaksbergen,Overijssel,347,16,9
2020-10-17 10:00:00,GM0160,Hardenberg,Overijssel,381,23,10
2020-10-17 10:00:00,GM0163,Hellendoorn,Overijssel,252,13,13
2020-10-17 10:00:00,GM0164,Hengelo,Overijssel,850,36,24
2020-10-17 10:00:00,GM0166,Kampen,Overijssel,541,60,37
2020-10-17 10:00:00,GM0168,Losser,Overijssel,207,11,2
2020-10-17 10:00:00,GM0171,Noordoostpolder,Flevoland,297,17,11
2020-10-17 10:00:00,GM0173,Oldenzaal,Overijssel,362,17,8
2020-10-17 10:00:00,GM0175,Ommen,Overijssel,135,9,4
2020-10-17 10:00:00,GM0177,Raalte,Overijssel,367,25,22
2020-10-17 10:00:00,GM0180,Staphorst,Overijssel,199,8,4
2020-10-17 10:00:00,GM0183,Tubbergen,Overijssel,370,12,6
2020-10-17 10:00:00,GM0184,Urk,Flevoland,112,23,4
2020-10-17 10:00:00,GM0189,Wierden,Overijssel,238,7,6
2020-10-17 10:00:00,GM0193,Zwolle,Overijssel,965,53,49
2020-10-17 10:00:00,GM0197,Aalten,Gelderland,250,13,7
2020-10-17 10:00:00,GM0200,Apeldoorn,Gelderland,1277,109,53
2020-10-17 10:00:00,GM0202,Arnhem,Gelderland,1549,79,34
2020-10-17 10:00:00,GM0203,Barneveld,Gelderland,495,22,10
2020-10-17 10:00:00,GM0209,Beuningen,Gelderland,275,20,5
2020-10-17 10:00:00,GM0213,Brummen,Gelderland,125,18,6
2020-10-17 10:00:00,GM0214,Buren,Gelderland,228,23,8
2020-10-17 10:00:00,GM0216,Culemborg,Gelderland,354,24,8
2020-10-17 10:00:00,GM0221,Doesburg,Gelderland,131,10,6
2020-10-17 10:00:00,GM0222,Doetinchem,Gelderland,516,29,15
2020-10-17 10:00:00,GM0225,Druten,Gelderland,206,25,9
2020-10-17 10:00:00,GM0226,Duiven,Gelderland,241,16,6
2020-10-17 10:00:00,GM0228,Ede,Gelderland,1214,67,26
2020-10-17 10:00:00,GM0230,Elburg,Gelderland,232,28,8
2020-10-17 10:00:00,GM0232,Epe,Gelderland,269,51,23
2020-10-17 10:00:00,GM0233,Ermelo,Gelderland,264,33,23
2020-10-17 10:00:00,GM0243,Harderwijk,Gelderland,530,45,20
2020-10-17 10:00:00,GM0244,Hattem,Gelderland,101,18,5
2020-10-17 10:00:00,GM0246,Heerde,Gelderland,267,55,28
2020-10-17 10:00:00,GM0252,Heumen,Gelderland,270,19,12
2020-10-17 10:00:00,GM0262,Lochem,Gelderland,302,16,15
2020-10-17 10:00:00,GM0263,Maasdriel,Gelderland,230,16,7
2020-10-17 10:00:00,GM0267,Nijkerk,Gelderland,517,25,4
2020-10-17 10:00:00,GM0268,Nijmegen,Gelderland,2704,158,75
2020-10-17 10:00:00,GM0269,Oldebroek,Gelderland,248,40,19
2020-10-17 10:00:00,GM0273,Putten,Gelderland,167,11,1
2020-10-17 10:00:00,GM0274,Renkum,Gelderland,348,14,9
2020-10-17 10:00:00,GM0275,Rheden,Gelderland,345,35,14
2020-10-17 10:00:00,GM0277,Rozendaal,Gelderland,11,1,0
2020-10-17 10:00:00,GM0279,Scherpenzeel,Gelderland,92,5,2
2020-10-17 10:00:00,GM0281,Tiel,Gelderland,479,45,22
2020-10-17 10:00:00,GM0285,Voorst,Gelderland,195,17,11
2020-10-17 10:00:00,GM0289,Wageningen,Gelderland,464,22,13
2020-10-17 10:00:00,GM0293,Westervoort,Gelderland,118,12,6
2020-10-17 10:00:00,GM0294,Winterswijk,Gelderland,150,7,3
2020-10-17 10:00:00,GM0296,Wijchen,Gelderland,463,48,13
2020-10-17 10:00:00,GM0297,Zaltbommel,Gelderland,290,22,9
2020-10-17 10:00:00,GM0299,Zevenaar,Gelderland,362,53,16
2020-10-17 10:00:00,GM0301,Zutphen,Gelderland,315,31,13
2020-10-17 10:00:00,GM0302,Nunspeet,Gelderland,352,58,21
2020-10-17 10:00:00,GM0303,Dronten,Flevoland,251,36,13
2020-10-17 10:00:00,GM0307,Amersfoort,Utrecht,1700,88,28
2020-10-17 10:00:00,GM0308,Baarn,Utrecht,255,12,9
2020-10-17 10:00:00,GM0310,De Bilt,Utrecht,620,31,24
2020-10-17 10:00:00,GM0312,Bunnik,Utrecht,164,12,1
2020-10-17 10:00:00,GM0313,Bunschoten,Utrecht,284,12,7
2020-10-17 10:00:00,GM0317,Eemnes,Utrecht,79,2,1
2020-10-17 10:00:00,GM0321,Houten,Utrecht,505,31,15
2020-10-17 10:00:00,GM0327,Leusden,Utrecht,317,9,9
2020-10-17 10:00:00,GM0331,Lopik,Utrecht,202,21,8
2020-10-17 10:00:00,GM0335,Montfoort,Utrecht,170,15,6
2020-10-17 10:00:00,GM0339,Renswoude,Utrecht,47,5,5
2020-10-17 10:00:00,GM0340,Rhenen,Utrecht,187,12,6
2020-10-17 10:00:00,GM0342,Soest,Utrecht,668,30,14
2020-10-17 10:00:00,GM0344,Utrecht,Utrecht,6882,325,122
2020-10-17 10:00:00,GM0345,Veenendaal,Utrecht,817,51,14
2020-10-17 10:00:00,GM0351,Woudenberg,Utrecht,138,9,2
2020-10-17 10:00:00,GM0352,Wijk bij Duurstede,Utrecht,195,10,2
2020-10-17 10:00:00,GM0353,IJsselstein,Utrecht,456,39,35
2020-10-17 10:00:00,GM0355,Zeist,Utrecht,870,41,27
2020-10-17 10:00:00,GM0356,Nieuwegein,Utrecht,705,49,14
2020-10-17 10:00:00,GM0358,Aalsmeer,Noord-Holland,371,10,6
2020-10-17 10:00:00,GM0361,Alkmaar,Noord-Holland,948,60,31
2020-10-17 10:00:00,GM0362,Amstelveen,Noord-Holland,1508,69,42
2020-10-17 10:00:00,GM0363,Amsterdam,Noord-Holland,21672,894,312
2020-10-17 10:00:00,GM0370,Beemster,Noord-Holland,75,4,1
2020-10-17 10:00:00,GM0373,Bergen (NH.),Noord-Holland,378,21,7
2020-10-17 10:00:00,GM0375,Beverwijk,Noord-Holland,461,19,12
2020-10-17 10:00:00,GM0376,Blaricum,Noord-Holland,127,8,2
2020-10-17 10:00:00,GM0377,Bloemendaal,Noord-Holland,268,8,5
2020-10-17 10:00:00,GM0383,Castricum,Noord-Holland,278,18,10
2020-10-17 10:00:00,GM0384,Diemen,Noord-Holland,732,21,14
2020-10-17 10:00:00,GM0385,Edam-Volendam,Noord-Holland,605,33,3
