Gemnr,Gemeente,Bev_2020,van_datum,tot_datum,Totaal_Absoluut,Totaal_inc100000,Zkh_Absoluut,Zkh_inc100000,Overleden_Absoluut,Overleden_inc100000
518,'s-Gravenhage (gemeente),545838,15-7-2020,28-7-2020,135,24.7,0,0.0,4,0.7
796,'s-Hertogenbosch,155111,15-7-2020,28-7-2020,11,7.1,1,0.6,0,0.0
1680,Aa en Hunze,25445,15-7-2020,28-7-2020,0,0.0,0,0.0,0,0.0
358,Aalsmeer,31859,15-7-2020,28-7-2020,1,3.1,0,0.0,0,0.0
197,Aalten,27121,15-7-2020,28-7-2020,0,0.0,0,0.0,0,0.0
59,Achtkarspelen,27843,15-7-2020,28-7-2020,1,3.6,0,0.0,0,0.0
482,Alblasserdam,20165,15-7-2020,28-7-2020,3,14.9,0,0.0,0,0.0
613,Albrandswaard,25590,15-7-2020,28-7-2020,10,39.1,0,0.0,0,0.0
361,Alkmaar,109436,15-7-2020,28-7-2020,5,4.6,0,0.0,0,0.0
141,Almelo,73107,15-7-2020,28-7-2020,0,0.0,0,0.0,0,0.0
34,Almere,211893,15-7-2020,28-7-2020,12,5.7,1,0.5,0,0.0
484,Alphen aan den Rijn,111897,15-7-2020,28-7-2020,14,12.5,0,0.0,0,0.0
1723,Alphen-Chaam,10203,15-7-2020,28-7-2020,7,68.6,0,0.0,0,0.0
1959,Altena,55967,15-7-2020,28-7-2020,4,7.1,0,0.0,0,0.0
60,Ameland,3716,15-7-2020,28-7-2020,0,0.0,0,0.0,0,0.0
307,Amersfoort,157276,15-7-2020,28-7-2020,22,14.0,0,0.0,0,0.0
362,Amstelveen,91675,15-7-2020,28-7-2020,6,6.5,0,0.0,0,0.0
363,Amsterdam,872757,15-7-2020,28-7-2020,306,35.1,9,1.0,0,0.0
200,Apeldoorn,163818,15-7-2020,28-7-2020,8,4.9,1,0.6,0,0.0
3,Appingedam,11642,15-7-2020,28-7-2020,0,0.0,0,0.0,0,0.0
202,Arnhem,161348,15-7-2020,28-7-2020,15,9.3,0,0.0,0,0.0
106,Assen,68599,15-7-2020,28-7-2020,3,4.4,0,0.0,0,0.0
743,Asten,16721,15-7-2020,28-7-2020,1,6.0,0,0.0,0,0.0
744,Baarle-Nassau,6859,15-7-2020,28-7-2020,0,0.0,0,0.0,0,0.0
308,Baarn,24868,15-7-2020,28-7-2020,1,4.0,0,0.0,0,0.0
489,Barendrecht,48714,15-7-2020,28-7-2020,7,14.4,0,0.0,0,0.0
203,Barneveld,59082,15-7-2020,28-7-2020,1,1.7,0,0.0,0,0.0
888,Beek (L.),15865,15-7-2020,28-7-2020,0,0.0,0,0.0,0,0.0
1954,Beekdaelen,35938,15-7-2020,28-7-2020,1,2.8,0,0.0,0,0.0
370,Beemster,10022,15-7-2020,28-7-2020,0,0.0,0,0.0,0,0.0
889,Beesel,13482,15-7-2020,28-7-2020,1,7.4,0,0.0,0,0.0
1945,Berg en Dal,34992,15-7-2020,28-7-2020,1,2.9,0,0.0,0,0.0
1724,Bergeijk,18635,15-7-2020,28-7-2020,0,0.0,0,0.0,0,0.0
893,Bergen (L.),13085,15-7-2020,28-7-2020,0,0.0,0,0.0,0,0.0
373,Bergen (NH.),29839,15-7-2020,28-7-2020,12,40.2,0,0.0,0,0.0
748,Bergen op Zoom,67496,15-7-2020,28-7-2020,11,16.3,0,0.0,0,0.0
1859,Berkelland,43747,15-7-2020,28-7-2020,0,0.0,0,0.0,0,0.0
1721,Bernheze,31240,15-7-2020,28-7-2020,0,0.0,0,0.0,0,0.0
753,Best,29988,15-7-2020,28-7-2020,0,0.0,0,0.0,0,0.0
209,Beuningen,25890,15-7-2020,28-7-2020,3,11.6,0,0.0,0,0.0
375,Beverwijk,41626,15-7-2020,28-7-2020,1,2.4,0,0.0,0,0.0
1728,Bladel,20390,15-7-2020,28-7-2020,0,0.0,0,0.0,0,0.0
376,Blaricum,11540,15-7-2020,28-7-2020,0,0.0,0,0.0,0,0.0
377,Bloemendaal,23571,15-7-2020,28-7-2020,3,12.7,0,0.0,0,0.0
1901,Bodegraven-Reeuwijk,34872,15-7-2020,28-7-2020,3,8.6,0,0.0,0,0.0
755,Boekel,10785,15-7-2020,28-7-2020,0,0.0,0,0.0,0,0.0
1681,Borger-Odoorn,25559,15-7-2020,28-7-2020,0,0.0,0,0.0,0,0.0
147,Borne,23312,15-7-2020,28-7-2020,0,0.0,0,0.0,0,0.0
654,Borsele,22739,15-7-2020,28-7-2020,1,4.4,0,0.0,0,0.0
756,Boxmeer,29365,15-7-2020,28-7-2020,0,0.0,0,0.0,0,0.0
757,Boxtel,30801,15-7-2020,28-7-2020,0,0.0,0,0.0,0,0.0
758,Breda,184069,15-7-2020,28-7-2020,79,42.9,0,0.0,1,0.5
501,Brielle,17271,15-7-2020,28-7-2020,1,5.8,0,0.0,0,0.0
1876,Bronckhorst,36055,15-7-2020,28-7-2020,2,5.5,0,0.0,0,0.0
213,Brummen,20726,15-7-2020,28-7-2020,1,4.8,0,0.0,0,0.0
899,Brunssum,27821,15-7-2020,28-7-2020,2,7.2,0,0.0,0,0.0
312,Bunnik,15191,15-7-2020,28-7-2020,1,6.6,0,0.0,0,0.0
313,Bunschoten,21866,15-7-2020,28-7-2020,2,9.1,0,0.0,0,0.0
214,Buren,26749,15-7-2020,28-7-2020,0,0.0,0,0.0,0,0.0
502,Capelle aan den IJssel,67122,15-7-2020,28-7-2020,19,28.3,0,0.0,0,0.0
383,Castricum,35986,15-7-2020,28-7-2020,4,11.1,0,0.0,0,0.0
109,Coevorden,35297,15-7-2020,28-7-2020,0,0.0,0,0.0,0,0.0
1706,Cranendonck,21138,15-7-2020,28-7-2020,0,0.0,0,0.0,0,0.0
1684,Cuijk,25130,15-7-2020,28-7-2020,0,0.0,0,0.0,0,0.0
216,Culemborg,28955,15-7-2020,28-7-2020,2,6.9,0,0.0,0,0.0
148,Dalfsen,28587,15-7-2020,28-7-2020,2,7.0,0,0.0,0,0.0
1891,Dantumadiel,18922,15-7-2020,28-7-2020,0,0.0,0,0.0,0,0.0
310,De Bilt,43137,15-7-2020,28-7-2020,5,11.6,0,0.0,0,0.0
1940,De Fryske Marren,51564,15-7-2020,28-7-2020,3,5.8,0,0.0,0,0.0
736,De Ronde Venen,44456,15-7-2020,28-7-2020,4,9.0,0,0.0,0,0.0
1690,De Wolden,24330,15-7-2020,28-7-2020,0,0.0,0,0.0,0,0.0
503,Delft,103595,15-7-2020,28-7-2020,11,10.6,0,0.0,0,0.0
10,Delfzijl,24678,15-7-2020,28-7-2020,0,0.0,0,0.0,0,0.0
400,Den Helder,56296,15-7-2020,28-7-2020,5,8.9,0,0.0,0,0.0
762,Deurne,32471,15-7-2020,28-7-2020,1,3.1,0,0.0,0,0.0
150,Deventer,100719,15-7-2020,28-7-2020,4,4.0,0,0.0,0,0.0
384,Diemen,30780,15-7-2020,28-7-2020,3,9.7,0,0.0,0,0.0
1774,Dinkelland,26461,15-7-2020,28-7-2020,2,7.6,0,0.0,0,0.0
221,Doesburg,11077,15-7-2020,28-7-2020,0,0.0,0,0.0,0,0.0
222,Doetinchem,58001,15-7-2020,28-7-2020,1,1.7,0,0.0,0,0.0
766,Dongen,26222,15-7-2020,28-7-2020,3,11.4,0,0.0,0,0.0
505,Dordrecht,119284,15-7-2020,28-7-2020,25,21.0,0,0.0,0,0.0
498,Drechterland,19719,15-7-2020,28-7-2020,0,0.0,0,0.0,0,0.0
1719,Drimmelen,27272,15-7-2020,28-7-2020,1,3.7,0,0.0,0,0.0
303,Dronten,41555,15-7-2020,28-7-2020,0,0.0,0,0.0,0,0.0
225,Druten,18926,15-7-2020,28-7-2020,0,0.0,0,0.0,0,0.0
226,Duiven,25126,15-7-2020,28-7-2020,0,0.0,0,0.0,0,0.0
1711,Echt-Susteren,31610,15-7-2020,28-7-2020,0,0.0,0,0.0,0,0.0
385,Edam-Volendam,36197,15-7-2020,28-7-2020,0,0.0,0,0.0,0,0.0
228,Ede,117165,15-7-2020,28-7-2020,8,6.8,0,0.0,0,0.0
317,Eemnes,9247,15-7-2020,28-7-2020,5,54.1,0,0.0,0,0.0
770,Eersel,19313,15-7-2020,28-7-2020,0,0.0,0,0.0,0,0.0
