Date_of_report,Municipality_code,Municipality_name,Province,Total_reported,Hospital_admission,Deceased
2021-01-05 10:00:00,GM0003,Appingedam,Groningen,321,9,2
2021-01-05 10:00:00,GM0010,Delfzijl,Groningen,775,15,6
2021-01-05 10:00:00,GM0014,Groningen,Groningen,6652,54,18
2021-01-05 10:00:00,GM0024,Loppersum,Groningen,214,2,0
2021-01-05 10:00:00,GM0034,Almere,Flevoland,11193,219,55
2021-01-05 10:00:00,GM0037,Stadskanaal,Groningen,1268,15,9
2021-01-05 10:00:00,GM0047,Veendam,Groningen,726,4,4
2021-01-05 10:00:00,GM0050,Zeewolde,Flevoland,891,18,9
2021-01-05 10:00:00,GM0059,Achtkarspelen,Friesland,677,2,2
2021-01-05 10:00:00,GM0060,Ameland,Friesland,124,0,0
2021-01-05 10:00:00,GM0072,Harlingen,Friesland,241,5,2
2021-01-05 10:00:00,GM0074,Heerenveen,Friesland,1007,19,24
2021-01-05 10:00:00,GM0080,Leeuwarden,Friesland,3103,58,23
2021-01-05 10:00:00,GM0085,Ooststellingwerf,Friesland,527,10,1
2021-01-05 10:00:00,GM0086,Opsterland,Friesland,568,15,1
2021-01-05 10:00:00,GM0088,Schiermonnikoog,Friesland,7,1,0
2021-01-05 10:00:00,GM0090,Smallingerland,Friesland,1120,16,14
2021-01-05 10:00:00,GM0093,Terschelling,Friesland,104,1,1
2021-01-05 10:00:00,GM0096,Vlieland,Friesland,26,0,0
2021-01-05 10:00:00,GM0098,Weststellingwerf,Friesland,624,6,12
2021-01-05 10:00:00,GM0106,Assen,Drenthe,1590,32,9
2021-01-05 10:00:00,GM0109,Coevorden,Drenthe,1212,30,9
2021-01-05 10:00:00,GM0114,Emmen,Drenthe,3835,68,37
2021-01-05 10:00:00,GM0118,Hoogeveen,Drenthe,2211,43,21
2021-01-05 10:00:00,GM0119,Meppel,Drenthe,1055,15,12
2021-01-05 10:00:00,GM0141,Almelo,Overijssel,4338,56,36
2021-01-05 10:00:00,GM0147,Borne,Overijssel,1349,22,16
2021-01-05 10:00:00,GM0148,Dalfsen,Overijssel,1145,19,15
2021-01-05 10:00:00,GM0150,Deventer,Overijssel,4418,69,64
2021-01-05 10:00:00,GM0153,Enschede,Overijssel,7842,144,105
2021-01-05 10:00:00,GM0158,Haaksbergen,Overijssel,1652,26,27
2021-01-05 10:00:00,GM0160,Hardenberg,Overijssel,2616,41,22
2021-01-05 10:00:00,GM0163,Hellendoorn,Overijssel,2185,19,21
2021-01-05 10:00:00,GM0164,Hengelo,Overijssel,4267,56,45
2021-01-05 10:00:00,GM0166,Kampen,Overijssel,1858,68,41
2021-01-05 10:00:00,GM0168,Losser,Overijssel,1531,27,18
2021-01-05 10:00:00,GM0171,Noordoostpolder,Flevoland,1912,27,21
