Date_of_report,Municipality_code,Municipality_name,Province,Total_reported,Hospital_admission,Deceased
2020-10-09 10:00:00,GM0003,Appingedam,Groningen,26,4,0
2020-10-09 10:00:00,GM0010,Delfzijl,Groningen,79,6,0
2020-10-09 10:00:00,GM0014,Groningen,Groningen,1896,22,3
2020-10-09 10:00:00,GM0024,Loppersum,Groningen,20,0,0
2020-10-09 10:00:00,GM0034,Almere,Flevoland,1792,141,37
2020-10-09 10:00:00,GM0037,Stadskanaal,Groningen,87,2,2
2020-10-09 10:00:00,GM0047,Veendam,Groningen,77,2,1
2020-10-09 10:00:00,GM0050,Zeewolde,Flevoland,128,12,6
2020-10-09 10:00:00,GM0059,Achtkarspelen,Friesland,70,0,0
2020-10-09 10:00:00,GM0060,Ameland,Friesland,14,0,0
2020-10-09 10:00:00,GM0072,Harlingen,Friesland,36,4,1
2020-10-09 10:00:00,GM0074,Heerenveen,Friesland,206,14,21
2020-10-09 10:00:00,GM0080,Leeuwarden,Friesland,739,42,6
2020-10-09 10:00:00,GM0085,Ooststellingwerf,Friesland,38,3,1
2020-10-09 10:00:00,GM0086,Opsterland,Friesland,75,8,0
2020-10-09 10:00:00,GM0088,Schiermonnikoog,Friesland,0,0,0
2020-10-09 10:00:00,GM0090,Smallingerland,Friesland,142,9,6
2020-10-09 10:00:00,GM0093,Terschelling,Friesland,12,0,0
2020-10-09 10:00:00,GM0096,Vlieland,Friesland,8,0,0
2020-10-09 10:00:00,GM0098,Weststellingwerf,Friesland,77,3,4
2020-10-09 10:00:00,GM0106,Assen,Drenthe,195,12,2
2020-10-09 10:00:00,GM0109,Coevorden,Drenthe,124,13,2
2020-10-09 10:00:00,GM0114,Emmen,Drenthe,581,29,17
2020-10-09 10:00:00,GM0118,Hoogeveen,Drenthe,181,21,8
2020-10-09 10:00:00,GM0119,Meppel,Drenthe,128,11,5
2020-10-09 10:00:00,GM0141,Almelo,Overijssel,394,29,10
2020-10-09 10:00:00,GM0147,Borne,Overijssel,115,14,6
2020-10-09 10:00:00,GM0148,Dalfsen,Overijssel,192,16,7
2020-10-09 10:00:00,GM0150,Deventer,Overijssel,720,49,36
2020-10-09 10:00:00,GM0153,Enschede,Overijssel,808,60,26
2020-10-09 10:00:00,GM0158,Haaksbergen,Overijssel,265,15,7
2020-10-09 10:00:00,GM0160,Hardenberg,Overijssel,257,23,10
2020-10-09 10:00:00,GM0163,Hellendoorn,Overijssel,136,8,12
2020-10-09 10:00:00,GM0164,Hengelo,Overijssel,525,31,21
2020-10-09 10:00:00,GM0166,Kampen,Overijssel,482,60,37
2020-10-09 10:00:00,GM0168,Losser,Overijssel,133,11,0
2020-10-09 10:00:00,GM0171,Noordoostpolder,Flevoland,175,17,10
2020-10-09 10:00:00,GM0173,Oldenzaal,Overijssel,202,15,7
2020-10-09 10:00:00,GM0175,Ommen,Overijssel,114,9,4
2020-10-09 10:00:00,GM0177,Raalte,Overijssel,272,24,21
2020-10-09 10:00:00,GM0180,Staphorst,Overijssel,119,8,4
2020-10-09 10:00:00,GM0183,Tubbergen,Overijssel,197,12,5
2020-10-09 10:00:00,GM0184,Urk,Flevoland,100,23,4
2020-10-09 10:00:00,GM0189,Wierden,Overijssel,139,7,6
2020-10-09 10:00:00,GM0193,Zwolle,Overijssel,744,53,49
2020-10-09 10:00:00,GM0197,Aalten,Gelderland,149,11,7
2020-10-09 10:00:00,GM0200,Apeldoorn,Gelderland,1001,105,52
2020-10-09 10:00:00,GM0202,Arnhem,Gelderland,1119,75,34
2020-10-09 10:00:00,GM0203,Barneveld,Gelderland,318,19,8
2020-10-09 10:00:00,GM0209,Beuningen,Gelderland,229,19,5
2020-10-09 10:00:00,GM0213,Brummen,Gelderland,101,18,6
2020-10-09 10:00:00,GM0214,Buren,Gelderland,139,19,8
2020-10-09 10:00:00,GM0216,Culemborg,Gelderland,255,24,8
2020-10-09 10:00:00,GM0221,Doesburg,Gelderland,85,10,6
2020-10-09 10:00:00,GM0222,Doetinchem,Gelderland,334,27,15
2020-10-09 10:00:00,GM0225,Druten,Gelderland,159,25,8
2020-10-09 10:00:00,GM0226,Duiven,Gelderland,173,15,6
2020-10-09 10:00:00,GM0228,Ede,Gelderland,854,62,24
2020-10-09 10:00:00,GM0230,Elburg,Gelderland,195,28,8
2020-10-09 10:00:00,GM0232,Epe,Gelderland,213,49,23
2020-10-09 10:00:00,GM0233,Ermelo,Gelderland,228,33,23
2020-10-09 10:00:00,GM0243,Harderwijk,Gelderland,395,44,20
2020-10-09 10:00:00,GM0244,Hattem,Gelderland,79,18,5
2020-10-09 10:00:00,GM0246,Heerde,Gelderland,252,55,28
2020-10-09 10:00:00,GM0252,Heumen,Gelderland,200,19,11
2020-10-09 10:00:00,GM0262,Lochem,Gelderland,211,16,15
2020-10-09 10:00:00,GM0263,Maasdriel,Gelderland,151,16,7
2020-10-09 10:00:00,GM0267,Nijkerk,Gelderland,348,22,3
2020-10-09 10:00:00,GM0268,Nijmegen,Gelderland,2212,152,73
2020-10-09 10:00:00,GM0269,Oldebroek,Gelderland,215,40,19
2020-10-09 10:00:00,GM0273,Putten,Gelderland,119,10,1
2020-10-09 10:00:00,GM0274,Renkum,Gelderland,254,14,9
2020-10-09 10:00:00,GM0275,Rheden,Gelderland,262,34,14
2020-10-09 10:00:00,GM0277,Rozendaal,Gelderland,8,1,0
2020-10-09 10:00:00,GM0279,Scherpenzeel,Gelderland,63,4,2
2020-10-09 10:00:00,GM0281,Tiel,Gelderland,342,44,21
2020-10-09 10:00:00,GM0285,Voorst,Gelderland,156,17,11
2020-10-09 10:00:00,GM0289,Wageningen,Gelderland,334,21,9
2020-10-09 10:00:00,GM0293,Westervoort,Gelderland,88,12,6
2020-10-09 10:00:00,GM0294,Winterswijk,Gelderland,96,7,3
2020-10-09 10:00:00,GM0296,Wijchen,Gelderland,357,46,13
2020-10-09 10:00:00,GM0297,Zaltbommel,Gelderland,200,21,9
2020-10-09 10:00:00,GM0299,Zevenaar,Gelderland,270,49,16
2020-10-09 10:00:00,GM0301,Zutphen,Gelderland,229,31,13
2020-10-09 10:00:00,GM0302,Nunspeet,Gelderland,306,58,21
2020-10-09 10:00:00,GM0303,Dronten,Flevoland,189,34,13
2020-10-09 10:00:00,GM0307,Amersfoort,Utrecht,1182,81,25
