Date_of_report,Municipality_code,Municipality_name,Province,Total_reported,Hospital_admission,Deceased
2020-03-31 10:00:00,GM0003,Appingedam,Groningen,1,1,0
2020-03-31 10:00:00,GM0010,Delfzijl,Groningen,8,4,0
2020-03-31 10:00:00,GM0014,Groningen,Groningen,92,9,1
2020-03-31 10:00:00,GM0024,Loppersum,Groningen,1,0,0
2020-03-31 10:00:00,GM0034,Almere,Flevoland,74,46,1
2020-03-31 10:00:00,GM0037,Stadskanaal,Groningen,1,0,0
2020-03-31 10:00:00,GM0047,Veendam,Groningen,4,1,0
2020-03-31 10:00:00,GM0050,Zeewolde,Flevoland,9,3,0
2020-03-31 10:00:00,GM0059,Achtkarspelen,Friesland,2,0,0
2020-03-31 10:00:00,GM0060,Ameland,Friesland,0,0,0
2020-03-31 10:00:00,GM0072,Harlingen,Friesland,4,1,0
2020-03-31 10:00:00,GM0074,Heerenveen,Friesland,10,5,1
2020-03-31 10:00:00,GM0080,Leeuwarden,Friesland,23,16,2
2020-03-31 10:00:00,GM0085,Ooststellingwerf,Friesland,1,1,0
2020-03-31 10:00:00,GM0086,Opsterland,Friesland,8,4,0
2020-03-31 10:00:00,GM0088,Schiermonnikoog,Friesland,0,0,0
2020-03-31 10:00:00,GM0090,Smallingerland,Friesland,10,5,1
2020-03-31 10:00:00,GM0093,Terschelling,Friesland,0,0,0
2020-03-31 10:00:00,GM0096,Vlieland,Friesland,0,0,0
2020-03-31 10:00:00,GM0098,Weststellingwerf,Friesland,3,2,1
2020-03-31 10:00:00,GM0106,Assen,Drenthe,13,5,0
2020-03-31 10:00:00,GM0109,Coevorden,Drenthe,21,5,0
2020-03-31 10:00:00,GM0114,Emmen,Drenthe,16,6,0
2020-03-31 10:00:00,GM0118,Hoogeveen,Drenthe,13,4,0
2020-03-31 10:00:00,GM0119,Meppel,Drenthe,8,3,1
2020-03-31 10:00:00,GM0141,Almelo,Overijssel,21,8,0
2020-03-31 10:00:00,GM0147,Borne,Overijssel,22,10,3
2020-03-31 10:00:00,GM0148,Dalfsen,Overijssel,16,7,1
2020-03-31 10:00:00,GM0150,Deventer,Overijssel,57,21,11
2020-03-31 10:00:00,GM0153,Enschede,Overijssel,58,24,3
2020-03-31 10:00:00,GM0158,Haaksbergen,Overijssel,10,4,0
2020-03-31 10:00:00,GM0160,Hardenberg,Overijssel,21,9,0
2020-03-31 10:00:00,GM0163,Hellendoorn,Overijssel,15,3,0
2020-03-31 10:00:00,GM0164,Hengelo,Overijssel,40,6,2
2020-03-31 10:00:00,GM0166,Kampen,Overijssel,76,34,3
2020-03-31 10:00:00,GM0168,Losser,Overijssel,4,2,0
2020-03-31 10:00:00,GM0171,Noordoostpolder,Flevoland,11,6,1
2020-03-31 10:00:00,GM0173,Oldenzaal,Overijssel,23,8,4
2020-03-31 10:00:00,GM0175,Ommen,Overijssel,10,4,0
2020-03-31 10:00:00,GM0177,Raalte,Overijssel,23,14,4
2020-03-31 10:00:00,GM0180,Staphorst,Overijssel,7,1,1
2020-03-31 10:00:00,GM0183,Tubbergen,Overijssel,14,7,0
2020-03-31 10:00:00,GM0184,Urk,Flevoland,16,11,0
2020-03-31 10:00:00,GM0189,Wierden,Overijssel,11,2,1
2020-03-31 10:00:00,GM0193,Zwolle,Overijssel,101,24,10
2020-03-31 10:00:00,GM0197,Aalten,Gelderland,7,1,1
2020-03-31 10:00:00,GM0200,Apeldoorn,Gelderland,65,19,5
2020-03-31 10:00:00,GM0202,Arnhem,Gelderland,64,28,2
2020-03-31 10:00:00,GM0203,Barneveld,Gelderland,28,5,2
2020-03-31 10:00:00,GM0209,Beuningen,Gelderland,26,12,2
2020-03-31 10:00:00,GM0213,Brummen,Gelderland,9,3,1
2020-03-31 10:00:00,GM0214,Buren,Gelderland,11,5,1
