Date_of_report,Municipality_code,Municipality_name,Province,Total_reported,Hospital_admission,Deceased
2020-04-04 10:00:00,GM0003,Appingedam,Groningen,2,2,0
2020-04-04 10:00:00,GM0010,Delfzijl,Groningen,10,4,0
2020-04-04 10:00:00,GM0014,Groningen,Groningen,106,13,2
2020-04-04 10:00:00,GM0024,Loppersum,Groningen,2,0,0
2020-04-04 10:00:00,GM0034,Almere,Flevoland,105,72,4
2020-04-04 10:00:00,GM0037,Stadskanaal,Groningen,1,0,0
2020-04-04 10:00:00,GM0047,Veendam,Groningen,5,1,0
2020-04-04 10:00:00,GM0050,Zeewolde,Flevoland,13,5,0
2020-04-04 10:00:00,GM0059,Achtkarspelen,Friesland,4,0,0
2020-04-04 10:00:00,GM0060,Ameland,Friesland,0,0,0
2020-04-04 10:00:00,GM0072,Harlingen,Friesland,5,2,0
2020-04-04 10:00:00,GM0074,Heerenveen,Friesland,24,9,2
2020-04-04 10:00:00,GM0080,Leeuwarden,Friesland,35,25,3
2020-04-04 10:00:00,GM0085,Ooststellingwerf,Friesland,2,1,0
2020-04-04 10:00:00,GM0086,Opsterland,Friesland,10,5,0
2020-04-04 10:00:00,GM0088,Schiermonnikoog,Friesland,0,0,0
2020-04-04 10:00:00,GM0090,Smallingerland,Friesland,13,5,1
2020-04-04 10:00:00,GM0093,Terschelling,Friesland,0,0,0
2020-04-04 10:00:00,GM0096,Vlieland,Friesland,0,0,0
2020-04-04 10:00:00,GM0098,Weststellingwerf,Friesland,4,2,1
2020-04-04 10:00:00,GM0106,Assen,Drenthe,21,7,2
2020-04-04 10:00:00,GM0109,Coevorden,Drenthe,26,7,0
2020-04-04 10:00:00,GM0114,Emmen,Drenthe,28,9,3
2020-04-04 10:00:00,GM0118,Hoogeveen,Drenthe,20,7,0
2020-04-04 10:00:00,GM0119,Meppel,Drenthe,16,4,2
2020-04-04 10:00:00,GM0141,Almelo,Overijssel,34,13,2
2020-04-04 10:00:00,GM0147,Borne,Overijssel,28,12,4
