Date_of_report,Municipality_code,Municipality_name,Province,Total_reported,Hospital_admission,Deceased
2020-12-13 10:00:00,GM0003,Appingedam,Groningen,188,9,1
2020-12-13 10:00:00,GM0010,Delfzijl,Groningen,389,9,1
2020-12-13 10:00:00,GM0014,Groningen,Groningen,4963,40,9
2020-12-13 10:00:00,GM0024,Loppersum,Groningen,125,1,0
2020-12-13 10:00:00,GM0034,Almere,Flevoland,7602,193,51
2020-12-13 10:00:00,GM0037,Stadskanaal,Groningen,827,12,8
2020-12-13 10:00:00,GM0047,Veendam,Groningen,380,4,2
2020-12-13 10:00:00,GM0050,Zeewolde,Flevoland,482,16,7
2020-12-13 10:00:00,GM0059,Achtkarspelen,Friesland,364,1,0
2020-12-13 10:00:00,GM0060,Ameland,Friesland,57,0,0
2020-12-13 10:00:00,GM0072,Harlingen,Friesland,170,5,2
2020-12-13 10:00:00,GM0074,Heerenveen,Friesland,682,17,24
2020-12-13 10:00:00,GM0080,Leeuwarden,Friesland,2132,54,16
2020-12-13 10:00:00,GM0085,Ooststellingwerf,Friesland,387,9,1
2020-12-13 10:00:00,GM0086,Opsterland,Friesland,358,14,1
2020-12-13 10:00:00,GM0088,Schiermonnikoog,Friesland,5,1,0
2020-12-13 10:00:00,GM0090,Smallingerland,Friesland,710,14,12
2020-12-13 10:00:00,GM0093,Terschelling,Friesland,77,1,1
2020-12-13 10:00:00,GM0096,Vlieland,Friesland,19,0,0
2020-12-13 10:00:00,GM0098,Weststellingwerf,Friesland,419,5,12
2020-12-13 10:00:00,GM0106,Assen,Drenthe,1164,24,8
2020-12-13 10:00:00,GM0109,Coevorden,Drenthe,693,24,7
2020-12-13 10:00:00,GM0114,Emmen,Drenthe,2616,58,32
2020-12-13 10:00:00,GM0118,Hoogeveen,Drenthe,1161,35,15
2020-12-13 10:00:00,GM0119,Meppel,Drenthe,597,13,5
2020-12-13 10:00:00,GM0141,Almelo,Overijssel,3034,46,25
2020-12-13 10:00:00,GM0147,Borne,Overijssel,783,18,7
2020-12-13 10:00:00,GM0148,Dalfsen,Overijssel,796,18,11
2020-12-13 10:00:00,GM0150,Deventer,Overijssel,3097,59,53
2020-12-13 10:00:00,GM0153,Enschede,Overijssel,5555,113,73
2020-12-13 10:00:00,GM0158,Haaksbergen,Overijssel,1024,22,23
2020-12-13 10:00:00,GM0160,Hardenberg,Overijssel,1376,33,17
2020-12-13 10:00:00,GM0163,Hellendoorn,Overijssel,1276,16,16
2020-12-13 10:00:00,GM0164,Hengelo,Overijssel,2814,49,33
2020-12-13 10:00:00,GM0166,Kampen,Overijssel,1283,66,40
2020-12-13 10:00:00,GM0168,Losser,Overijssel,942,18,6
2020-12-13 10:00:00,GM0171,Noordoostpolder,Flevoland,1293,24,21
2020-12-13 10:00:00,GM0173,Oldenzaal,Overijssel,1291,27,32
2020-12-13 10:00:00,GM0175,Ommen,Overijssel,357,9,7
2020-12-13 10:00:00,GM0177,Raalte,Overijssel,1262,27,25
2020-12-13 10:00:00,GM0180,Staphorst,Overijssel,601,11,5
2020-12-13 10:00:00,GM0183,Tubbergen,Overijssel,1210,14,9
2020-12-13 10:00:00,GM0184,Urk,Flevoland,1341,38,11
2020-12-13 10:00:00,GM0189,Wierden,Overijssel,1269,11,14
2020-12-13 10:00:00,GM0193,Zwolle,Overijssel,2795,63,66
2020-12-13 10:00:00,GM0197,Aalten,Gelderland,696,14,12
2020-12-13 10:00:00,GM0200,Apeldoorn,Gelderland,4043,137,68
2020-12-13 10:00:00,GM0202,Arnhem,Gelderland,5048,117,78
2020-12-13 10:00:00,GM0203,Barneveld,Gelderland,2333,32,20
2020-12-13 10:00:00,GM0209,Beuningen,Gelderland,788,24,10
2020-12-13 10:00:00,GM0213,Brummen,Gelderland,462,22,7
2020-12-13 10:00:00,GM0214,Buren,Gelderland,806,27,12
2020-12-13 10:00:00,GM0216,Culemborg,Gelderland,1054,34,12
2020-12-13 10:00:00,GM0221,Doesburg,Gelderland,292,12,8
2020-12-13 10:00:00,GM0222,Doetinchem,Gelderland,1483,41,20
2020-12-13 10:00:00,GM0225,Druten,Gelderland,566,31,18
2020-12-13 10:00:00,GM0226,Duiven,Gelderland,816,18,8
2020-12-13 10:00:00,GM0228,Ede,Gelderland,4054,95,49
