Date_of_report,Municipality_code,Municipality_name,Province,Total_reported,Hospital_admission,Deceased
2020-09-18 10:00:00,GM0003,Appingedam,Groningen,10,3,0
2020-09-18 10:00:00,GM0010,Delfzijl,Groningen,66,6,0
2020-09-18 10:00:00,GM0014,Groningen,Groningen,570,18,3
2020-09-18 10:00:00,GM0024,Loppersum,Groningen,4,0,0
2020-09-18 10:00:00,GM0034,Almere,Flevoland,1025,133,34
2020-09-18 10:00:00,GM0037,Stadskanaal,Groningen,21,2,2
2020-09-18 10:00:00,GM0047,Veendam,Groningen,31,2,1
2020-09-18 10:00:00,GM0050,Zeewolde,Flevoland,81,12,6
2020-09-18 10:00:00,GM0059,Achtkarspelen,Friesland,24,0,0
2020-09-18 10:00:00,GM0060,Ameland,Friesland,0,0,0
2020-09-18 10:00:00,GM0072,Harlingen,Friesland,23,4,1
2020-09-18 10:00:00,GM0074,Heerenveen,Friesland,121,13,21
2020-09-18 10:00:00,GM0080,Leeuwarden,Friesland,186,34,6
2020-09-18 10:00:00,GM0085,Ooststellingwerf,Friesland,11,3,0
2020-09-18 10:00:00,GM0086,Opsterland,Friesland,30,7,0
2020-09-18 10:00:00,GM0088,Schiermonnikoog,Friesland,0,0,0
2020-09-18 10:00:00,GM0090,Smallingerland,Friesland,70,9,5
2020-09-18 10:00:00,GM0093,Terschelling,Friesland,3,0,0
2020-09-18 10:00:00,GM0096,Vlieland,Friesland,0,0,0
2020-09-18 10:00:00,GM0098,Weststellingwerf,Friesland,38,3,4
2020-09-18 10:00:00,GM0106,Assen,Drenthe,78,12,2
2020-09-18 10:00:00,GM0109,Coevorden,Drenthe,66,13,2
2020-09-18 10:00:00,GM0114,Emmen,Drenthe,154,20,11
2020-09-18 10:00:00,GM0118,Hoogeveen,Drenthe,108,20,8
2020-09-18 10:00:00,GM0119,Meppel,Drenthe,59,11,5
2020-09-18 10:00:00,GM0141,Almelo,Overijssel,147,23,10
2020-09-18 10:00:00,GM0147,Borne,Overijssel,60,14,6
2020-09-18 10:00:00,GM0148,Dalfsen,Overijssel,100,16,6
2020-09-18 10:00:00,GM0150,Deventer,Overijssel,434,48,33
2020-09-18 10:00:00,GM0153,Enschede,Overijssel,410,57,26
2020-09-18 10:00:00,GM0158,Haaksbergen,Overijssel,80,14,7
2020-09-18 10:00:00,GM0160,Hardenberg,Overijssel,190,23,8
2020-09-18 10:00:00,GM0163,Hellendoorn,Overijssel,100,8,12
2020-09-18 10:00:00,GM0164,Hengelo,Overijssel,197,24,19
2020-09-18 10:00:00,GM0166,Kampen,Overijssel,399,59,27
2020-09-18 10:00:00,GM0168,Losser,Overijssel,42,7,0
2020-09-18 10:00:00,GM0171,Noordoostpolder,Flevoland,103,14,10
2020-09-18 10:00:00,GM0173,Oldenzaal,Overijssel,82,13,7
2020-09-18 10:00:00,GM0175,Ommen,Overijssel,77,9,2
2020-09-18 10:00:00,GM0177,Raalte,Overijssel,183,24,17
2020-09-18 10:00:00,GM0180,Staphorst,Overijssel,68,8,4
2020-09-18 10:00:00,GM0183,Tubbergen,Overijssel,88,12,5
2020-09-18 10:00:00,GM0184,Urk,Flevoland,86,23,4
2020-09-18 10:00:00,GM0189,Wierden,Overijssel,68,6,6
2020-09-18 10:00:00,GM0193,Zwolle,Overijssel,475,53,46
2020-09-18 10:00:00,GM0197,Aalten,Gelderland,87,9,7
2020-09-18 10:00:00,GM0200,Apeldoorn,Gelderland,573,98,50
2020-09-18 10:00:00,GM0202,Arnhem,Gelderland,675,69,33
2020-09-18 10:00:00,GM0203,Barneveld,Gelderland,185,18,8
2020-09-18 10:00:00,GM0209,Beuningen,Gelderland,115,19,5
2020-09-18 10:00:00,GM0213,Brummen,Gelderland,54,18,6
2020-09-18 10:00:00,GM0214,Buren,Gelderland,71,17,8
2020-09-18 10:00:00,GM0216,Culemborg,Gelderland,127,21,8
2020-09-18 10:00:00,GM0221,Doesburg,Gelderland,46,9,6
2020-09-18 10:00:00,GM0222,Doetinchem,Gelderland,167,27,15
2020-09-18 10:00:00,GM0225,Druten,Gelderland,124,25,8
2020-09-18 10:00:00,GM0226,Duiven,Gelderland,74,14,6
2020-09-18 10:00:00,GM0228,Ede,Gelderland,408,57,22
2020-09-18 10:00:00,GM0230,Elburg,Gelderland,168,28,8
2020-09-18 10:00:00,GM0232,Epe,Gelderland,152,48,23
2020-09-18 10:00:00,GM0233,Ermelo,Gelderland,185,33,23
2020-09-18 10:00:00,GM0243,Harderwijk,Gelderland,260,43,20
2020-09-18 10:00:00,GM0244,Hattem,Gelderland,54,17,5
2020-09-18 10:00:00,GM0246,Heerde,Gelderland,213,55,28
2020-09-18 10:00:00,GM0252,Heumen,Gelderland,93,17,9
2020-09-18 10:00:00,GM0262,Lochem,Gelderland,111,15,15
2020-09-18 10:00:00,GM0263,Maasdriel,Gelderland,76,15,7
2020-09-18 10:00:00,GM0267,Nijkerk,Gelderland,113,22,3
2020-09-18 10:00:00,GM0268,Nijmegen,Gelderland,1173,133,71
2020-09-18 10:00:00,GM0269,Oldebroek,Gelderland,186,40,19
2020-09-18 10:00:00,GM0273,Putten,Gelderland,65,10,0
2020-09-18 10:00:00,GM0274,Renkum,Gelderland,120,14,7
2020-09-18 10:00:00,GM0275,Rheden,Gelderland,176,34,14
2020-09-18 10:00:00,GM0277,Rozendaal,Gelderland,3,1,0
2020-09-18 10:00:00,GM0279,Scherpenzeel,Gelderland,38,4,2
2020-09-18 10:00:00,GM0281,Tiel,Gelderland,182,42,19
2020-09-18 10:00:00,GM0285,Voorst,Gelderland,104,17,11
