Date_of_report,Municipality_code,Municipality_name,Province,Total_reported,Hospital_admission,Deceased
2020-10-04 10:00:00,GM0003,Appingedam,Groningen,20,3,0
2020-10-04 10:00:00,GM0010,Delfzijl,Groningen,74,6,0
2020-10-04 10:00:00,GM0014,Groningen,Groningen,1507,19,3
2020-10-04 10:00:00,GM0024,Loppersum,Groningen,17,0,0
2020-10-04 10:00:00,GM0034,Almere,Flevoland,1536,140,37
2020-10-04 10:00:00,GM0037,Stadskanaal,Groningen,66,2,2
2020-10-04 10:00:00,GM0047,Veendam,Groningen,60,2,1
2020-10-04 10:00:00,GM0050,Zeewolde,Flevoland,115,12,6
2020-10-04 10:00:00,GM0059,Achtkarspelen,Friesland,49,0,0
2020-10-04 10:00:00,GM0060,Ameland,Friesland,8,0,0
2020-10-04 10:00:00,GM0072,Harlingen,Friesland,33,4,1
2020-10-04 10:00:00,GM0074,Heerenveen,Friesland,165,13,21
2020-10-04 10:00:00,GM0080,Leeuwarden,Friesland,562,37,6
2020-10-04 10:00:00,GM0085,Ooststellingwerf,Friesland,23,3,1
2020-10-04 10:00:00,GM0086,Opsterland,Friesland,55,7,0
2020-10-04 10:00:00,GM0088,Schiermonnikoog,Friesland,0,0,0
2020-10-04 10:00:00,GM0090,Smallingerland,Friesland,104,9,5
2020-10-04 10:00:00,GM0093,Terschelling,Friesland,9,0,0
2020-10-04 10:00:00,GM0096,Vlieland,Friesland,5,0,0
2020-10-04 10:00:00,GM0098,Weststellingwerf,Friesland,69,3,4
2020-10-04 10:00:00,GM0106,Assen,Drenthe,155,12,2
2020-10-04 10:00:00,GM0109,Coevorden,Drenthe,99,13,2
2020-10-04 10:00:00,GM0114,Emmen,Drenthe,453,24,14
2020-10-04 10:00:00,GM0118,Hoogeveen,Drenthe,154,20,8
2020-10-04 10:00:00,GM0119,Meppel,Drenthe,113,11,5
2020-10-04 10:00:00,GM0141,Almelo,Overijssel,268,27,10
2020-10-04 10:00:00,GM0147,Borne,Overijssel,81,14,6
2020-10-04 10:00:00,GM0148,Dalfsen,Overijssel,150,16,7
2020-10-04 10:00:00,GM0150,Deventer,Overijssel,602,48,37
2020-10-04 10:00:00,GM0153,Enschede,Overijssel,617,59,26
2020-10-04 10:00:00,GM0158,Haaksbergen,Overijssel,215,15,7
2020-10-04 10:00:00,GM0160,Hardenberg,Overijssel,219,23,10
2020-10-04 10:00:00,GM0163,Hellendoorn,Overijssel,109,8,12
2020-10-04 10:00:00,GM0164,Hengelo,Overijssel,387,28,20
2020-10-04 10:00:00,GM0166,Kampen,Overijssel,446,59,37
2020-10-04 10:00:00,GM0168,Losser,Overijssel,97,11,0
2020-10-04 10:00:00,GM0171,Noordoostpolder,Flevoland,137,17,10
2020-10-04 10:00:00,GM0173,Oldenzaal,Overijssel,157,15,7
2020-10-04 10:00:00,GM0175,Ommen,Overijssel,105,9,4
2020-10-04 10:00:00,GM0177,Raalte,Overijssel,233,24,21
2020-10-04 10:00:00,GM0180,Staphorst,Overijssel,93,8,4
2020-10-04 10:00:00,GM0183,Tubbergen,Overijssel,145,12,5
2020-10-04 10:00:00,GM0184,Urk,Flevoland,94,23,4
2020-10-04 10:00:00,GM0189,Wierden,Overijssel,109,7,6
2020-10-04 10:00:00,GM0193,Zwolle,Overijssel,649,53,49
2020-10-04 10:00:00,GM0197,Aalten,Gelderland,112,9,7
2020-10-04 10:00:00,GM0200,Apeldoorn,Gelderland,849,102,51
2020-10-04 10:00:00,GM0202,Arnhem,Gelderland,944,74,34
2020-10-04 10:00:00,GM0203,Barneveld,Gelderland,253,18,8
2020-10-04 10:00:00,GM0209,Beuningen,Gelderland,187,19,5
2020-10-04 10:00:00,GM0213,Brummen,Gelderland,85,18,6
2020-10-04 10:00:00,GM0214,Buren,Gelderland,97,17,8
2020-10-04 10:00:00,GM0216,Culemborg,Gelderland,218,24,8
2020-10-04 10:00:00,GM0221,Doesburg,Gelderland,62,9,6
2020-10-04 10:00:00,GM0222,Doetinchem,Gelderland,264,27,15
2020-10-04 10:00:00,GM0225,Druten,Gelderland,145,25,8
2020-10-04 10:00:00,GM0226,Duiven,Gelderland,117,14,6
2020-10-04 10:00:00,GM0228,Ede,Gelderland,657,59,23
2020-10-04 10:00:00,GM0230,Elburg,Gelderland,182,28,8
2020-10-04 10:00:00,GM0232,Epe,Gelderland,193,49,23
2020-10-04 10:00:00,GM0233,Ermelo,Gelderland,210,33,23
2020-10-04 10:00:00,GM0243,Harderwijk,Gelderland,348,44,20
2020-10-04 10:00:00,GM0244,Hattem,Gelderland,73,18,5
2020-10-04 10:00:00,GM0246,Heerde,Gelderland,246,55,28
2020-10-04 10:00:00,GM0252,Heumen,Gelderland,155,18,11
2020-10-04 10:00:00,GM0262,Lochem,Gelderland,164,16,15
2020-10-04 10:00:00,GM0263,Maasdriel,Gelderland,115,15,7
2020-10-04 10:00:00,GM0267,Nijkerk,Gelderland,261,22,3
2020-10-04 10:00:00,GM0268,Nijmegen,Gelderland,1971,145,72
2020-10-04 10:00:00,GM0269,Oldebroek,Gelderland,203,40,19
2020-10-04 10:00:00,GM0273,Putten,Gelderland,103,10,1
2020-10-04 10:00:00,GM0274,Renkum,Gelderland,184,14,7
2020-10-04 10:00:00,GM0275,Rheden,Gelderland,230,34,14
2020-10-04 10:00:00,GM0277,Rozendaal,Gelderland,6,1,0
2020-10-04 10:00:00,GM0279,Scherpenzeel,Gelderland,51,4,2
2020-10-04 10:00:00,GM0281,Tiel,Gelderland,282,43,21
2020-10-04 10:00:00,GM0285,Voorst,Gelderland,138,17,11
2020-10-04 10:00:00,GM0289,Wageningen,Gelderland,246,21,9
2020-10-04 10:00:00,GM0293,Westervoort,Gelderland,73,12,6
2020-10-04 10:00:00,GM0294,Winterswijk,Gelderland,87,7,3
2020-10-04 10:00:00,GM0296,Wijchen,Gelderland,310,44,13
2020-10-04 10:00:00,GM0297,Zaltbommel,Gelderland,172,21,9
2020-10-04 10:00:00,GM0299,Zevenaar,Gelderland,236,49,16
2020-10-04 10:00:00,GM0301,Zutphen,Gelderland,187,31,13
2020-10-04 10:00:00,GM0302,Nunspeet,Gelderland,280,56,21
2020-10-04 10:00:00,GM0303,Dronten,Flevoland,168,32,13
2020-10-04 10:00:00,GM0307,Amersfoort,Utrecht,923,78,25
2020-10-04 10:00:00,GM0308,Baarn,Utrecht,134,12,9
2020-10-04 10:00:00,GM0310,De Bilt,Utrecht,347,29,24
2020-10-04 10:00:00,GM0312,Bunnik,Utrecht,101,10,1
2020-10-04 10:00:00,GM0313,Bunschoten,Utrecht,142,12,7
2020-10-04 10:00:00,GM0317,Eemnes,Utrecht,51,2,1
2020-10-04 10:00:00,GM0321,Houten,Utrecht,309,27,15
2020-10-04 10:00:00,GM0327,Leusden,Utrecht,185,9,8
2020-10-04 10:00:00,GM0331,Lopik,Utrecht,141,20,8
2020-10-04 10:00:00,GM0335,Montfoort,Utrecht,114,15,6
2020-10-04 10:00:00,GM0339,Renswoude,Utrecht,29,5,5
2020-10-04 10:00:00,GM0340,Rhenen,Utrecht,81,11,6
2020-10-04 10:00:00,GM0342,Soest,Utrecht,317,24,13
2020-10-04 10:00:00,GM0344,Utrecht,Utrecht,4133,303,122
2020-10-04 10:00:00,GM0345,Veenendaal,Utrecht,404,50,11
2020-10-04 10:00:00,GM0351,Woudenberg,Utrecht,68,10,2
2020-10-04 10:00:00,GM0352,Wijk bij Duurstede,Utrecht,98,10,1
2020-10-04 10:00:00,GM0353,IJsselstein,Utrecht,281,36,35
