Date_of_report,Municipality_code,Municipality_name,Province,Total_reported,Hospital_admission,Deceased
2020-12-05 10:00:00,GM0003,Appingedam,Groningen,127,8,1
2020-12-05 10:00:00,GM0010,Delfzijl,Groningen,282,9,1
2020-12-05 10:00:00,GM0014,Groningen,Groningen,4551,37,8
2020-12-05 10:00:00,GM0024,Loppersum,Groningen,95,1,0
2020-12-05 10:00:00,GM0034,Almere,Flevoland,6645,185,49
2020-12-05 10:00:00,GM0037,Stadskanaal,Groningen,669,10,7
2020-12-05 10:00:00,GM0047,Veendam,Groningen,300,4,1
2020-12-05 10:00:00,GM0050,Zeewolde,Flevoland,427,16,7
2020-12-05 10:00:00,GM0059,Achtkarspelen,Friesland,314,0,0
2020-12-05 10:00:00,GM0060,Ameland,Friesland,47,0,0
2020-12-05 10:00:00,GM0072,Harlingen,Friesland,156,5,2
2020-12-05 10:00:00,GM0074,Heerenveen,Friesland,618,17,23
2020-12-05 10:00:00,GM0080,Leeuwarden,Friesland,1953,54,16
2020-12-05 10:00:00,GM0085,Ooststellingwerf,Friesland,356,8,1
2020-12-05 10:00:00,GM0086,Opsterland,Friesland,301,11,0
2020-12-05 10:00:00,GM0088,Schiermonnikoog,Friesland,5,1,0
2020-12-05 10:00:00,GM0090,Smallingerland,Friesland,641,14,11
2020-12-05 10:00:00,GM0093,Terschelling,Friesland,72,1,1
2020-12-05 10:00:00,GM0096,Vlieland,Friesland,19,0,0
2020-12-05 10:00:00,GM0098,Weststellingwerf,Friesland,384,5,12
2020-12-05 10:00:00,GM0106,Assen,Drenthe,1070,22,7
2020-12-05 10:00:00,GM0109,Coevorden,Drenthe,620,22,7
2020-12-05 10:00:00,GM0114,Emmen,Drenthe,2352,56,31
2020-12-05 10:00:00,GM0118,Hoogeveen,Drenthe,979,33,15
2020-12-05 10:00:00,GM0119,Meppel,Drenthe,528,13,5
2020-12-05 10:00:00,GM0141,Almelo,Overijssel,2692,42,25
2020-12-05 10:00:00,GM0147,Borne,Overijssel,680,18,6
2020-12-05 10:00:00,GM0148,Dalfsen,Overijssel,705,18,9
