Date_of_report,Municipality_code,Municipality_name,Province,Total_reported,Hospital_admission,Deceased
2020-08-29 10:00:00,GM0003,Appingedam,Groningen,6,3,0
2020-08-29 10:00:00,GM0010,Delfzijl,Groningen,63,6,0
2020-08-29 10:00:00,GM0014,Groningen,Groningen,296,18,3
2020-08-29 10:00:00,GM0024,Loppersum,Groningen,2,0,0
2020-08-29 10:00:00,GM0034,Almere,Flevoland,720,130,33
2020-08-29 10:00:00,GM0037,Stadskanaal,Groningen,14,2,2
2020-08-29 10:00:00,GM0047,Veendam,Groningen,21,2,1
2020-08-29 10:00:00,GM0050,Zeewolde,Flevoland,53,12,6
2020-08-29 10:00:00,GM0059,Achtkarspelen,Friesland,20,0,0
2020-08-29 10:00:00,GM0060,Ameland,Friesland,0,0,0
2020-08-29 10:00:00,GM0072,Harlingen,Friesland,20,4,1
2020-08-29 10:00:00,GM0074,Heerenveen,Friesland,102,13,21
2020-08-29 10:00:00,GM0080,Leeuwarden,Friesland,117,33,6
2020-08-29 10:00:00,GM0085,Ooststellingwerf,Friesland,9,3,0
2020-08-29 10:00:00,GM0086,Opsterland,Friesland,25,7,0
2020-08-29 10:00:00,GM0088,Schiermonnikoog,Friesland,0,0,0
2020-08-29 10:00:00,GM0090,Smallingerland,Friesland,63,9,5
2020-08-29 10:00:00,GM0093,Terschelling,Friesland,2,0,0
2020-08-29 10:00:00,GM0096,Vlieland,Friesland,0,0,0
2020-08-29 10:00:00,GM0098,Weststellingwerf,Friesland,29,3,4
2020-08-29 10:00:00,GM0106,Assen,Drenthe,61,12,2
2020-08-29 10:00:00,GM0109,Coevorden,Drenthe,63,13,2
2020-08-29 10:00:00,GM0114,Emmen,Drenthe,116,20,11
2020-08-29 10:00:00,GM0118,Hoogeveen,Drenthe,105,19,8
2020-08-29 10:00:00,GM0119,Meppel,Drenthe,56,11,5
2020-08-29 10:00:00,GM0141,Almelo,Overijssel,109,22,10
2020-08-29 10:00:00,GM0147,Borne,Overijssel,54,14,6
2020-08-29 10:00:00,GM0148,Dalfsen,Overijssel,90,16,6
2020-08-29 10:00:00,GM0150,Deventer,Overijssel,391,48,33
2020-08-29 10:00:00,GM0153,Enschede,Overijssel,337,57,26
2020-08-29 10:00:00,GM0158,Haaksbergen,Overijssel,60,14,7
2020-08-29 10:00:00,GM0160,Hardenberg,Overijssel,186,23,8
2020-08-29 10:00:00,GM0163,Hellendoorn,Overijssel,99,8,12
2020-08-29 10:00:00,GM0164,Hengelo,Overijssel,152,23,19
2020-08-29 10:00:00,GM0166,Kampen,Overijssel,355,59,27
2020-08-29 10:00:00,GM0168,Losser,Overijssel,31,7,0
2020-08-29 10:00:00,GM0171,Noordoostpolder,Flevoland,87,14,10
