Date_of_report,Municipality_code,Municipality_name,Province,Total_reported,Hospital_admission,Deceased
2020-04-29 10:00:00,GM0003,Appingedam,Groningen,5,3,0
2020-04-29 10:00:00,GM0010,Delfzijl,Groningen,16,5,0
2020-04-29 10:00:00,GM0014,Groningen,Groningen,157,18,3
2020-04-29 10:00:00,GM0024,Loppersum,Groningen,2,0,0
2020-04-29 10:00:00,GM0034,Almere,Flevoland,312,115,11
2020-04-29 10:00:00,GM0037,Stadskanaal,Groningen,5,2,1
2020-04-29 10:00:00,GM0047,Veendam,Groningen,8,2,0
2020-04-29 10:00:00,GM0050,Zeewolde,Flevoland,34,11,4
2020-04-29 10:00:00,GM0059,Achtkarspelen,Friesland,10,0,0
2020-04-29 10:00:00,GM0060,Ameland,Friesland,0,0,0
2020-04-29 10:00:00,GM0072,Harlingen,Friesland,16,4,1
2020-04-29 10:00:00,GM0074,Heerenveen,Friesland,81,13,18
2020-04-29 10:00:00,GM0080,Leeuwarden,Friesland,55,33,6
2020-04-29 10:00:00,GM0085,Ooststellingwerf,Friesland,7,3,0
2020-04-29 10:00:00,GM0086,Opsterland,Friesland,23,6,0
2020-04-29 10:00:00,GM0088,Schiermonnikoog,Friesland,0,0,0
2020-04-29 10:00:00,GM0090,Smallingerland,Friesland,50,9,5
2020-04-29 10:00:00,GM0093,Terschelling,Friesland,2,0,0
2020-04-29 10:00:00,GM0096,Vlieland,Friesland,0,0,0
2020-04-29 10:00:00,GM0098,Weststellingwerf,Friesland,26,3,4
2020-04-29 10:00:00,GM0106,Assen,Drenthe,38,12,2
2020-04-29 10:00:00,GM0109,Coevorden,Drenthe,54,12,1
2020-04-29 10:00:00,GM0114,Emmen,Drenthe,93,20,10
2020-04-29 10:00:00,GM0118,Hoogeveen,Drenthe,79,17,6
2020-04-29 10:00:00,GM0119,Meppel,Drenthe,31,8,3
2020-04-29 10:00:00,GM0141,Almelo,Overijssel,88,21,7
2020-04-29 10:00:00,GM0147,Borne,Overijssel,49,14,6
2020-04-29 10:00:00,GM0148,Dalfsen,Overijssel,75,15,6
2020-04-29 10:00:00,GM0150,Deventer,Overijssel,208,44,29
2020-04-29 10:00:00,GM0153,Enschede,Overijssel,176,51,16
2020-04-29 10:00:00,GM0158,Haaksbergen,Overijssel,51,14,4
2020-04-29 10:00:00,GM0160,Hardenberg,Overijssel,164,23,8
2020-04-29 10:00:00,GM0163,Hellendoorn,Overijssel,77,8,4
2020-04-29 10:00:00,GM0164,Hengelo,Overijssel,112,20,15
2020-04-29 10:00:00,GM0166,Kampen,Overijssel,305,59,26
2020-04-29 10:00:00,GM0168,Losser,Overijssel,22,7,0
2020-04-29 10:00:00,GM0171,Noordoostpolder,Flevoland,67,14,4
2020-04-29 10:00:00,GM0173,Oldenzaal,Overijssel,48,14,5
2020-04-29 10:00:00,GM0175,Ommen,Overijssel,50,9,2
2020-04-29 10:00:00,GM0177,Raalte,Overijssel,136,23,16
2020-04-29 10:00:00,GM0180,Staphorst,Overijssel,55,8,4
2020-04-29 10:00:00,GM0183,Tubbergen,Overijssel,75,11,3
2020-04-29 10:00:00,GM0184,Urk,Flevoland,66,21,4
2020-04-29 10:00:00,GM0189,Wierden,Overijssel,43,4,5
2020-04-29 10:00:00,GM0193,Zwolle,Overijssel,332,53,44
2020-04-29 10:00:00,GM0197,Aalten,Gelderland,53,6,5
2020-04-29 10:00:00,GM0200,Apeldoorn,Gelderland,342,63,40
2020-04-29 10:00:00,GM0202,Arnhem,Gelderland,248,60,23
2020-04-29 10:00:00,GM0203,Barneveld,Gelderland,103,18,6
2020-04-29 10:00:00,GM0209,Beuningen,Gelderland,59,19,5
2020-04-29 10:00:00,GM0213,Brummen,Gelderland,31,16,5
2020-04-29 10:00:00,GM0214,Buren,Gelderland,40,15,6
2020-04-29 10:00:00,GM0216,Culemborg,Gelderland,54,21,7
2020-04-29 10:00:00,GM0221,Doesburg,Gelderland,26,7,6
2020-04-29 10:00:00,GM0222,Doetinchem,Gelderland,88,18,14
2020-04-29 10:00:00,GM0225,Druten,Gelderland,107,23,8
2020-04-29 10:00:00,GM0226,Duiven,Gelderland,44,14,5
2020-04-29 10:00:00,GM0228,Ede,Gelderland,185,53,20
2020-04-29 10:00:00,GM0230,Elburg,Gelderland,111,22,7
2020-04-29 10:00:00,GM0232,Epe,Gelderland,122,34,17
2020-04-29 10:00:00,GM0233,Ermelo,Gelderland,100,23,13
2020-04-29 10:00:00,GM0243,Harderwijk,Gelderland,120,28,13
2020-04-29 10:00:00,GM0244,Hattem,Gelderland,41,12,5
2020-04-29 10:00:00,GM0246,Heerde,Gelderland,174,39,25
2020-04-29 10:00:00,GM0252,Heumen,Gelderland,66,17,6
2020-04-29 10:00:00,GM0262,Lochem,Gelderland,78,12,11
2020-04-29 10:00:00,GM0263,Maasdriel,Gelderland,39,15,5
2020-04-29 10:00:00,GM0267,Nijkerk,Gelderland,51,22,2
2020-04-29 10:00:00,GM0268,Nijmegen,Gelderland,532,123,50
