Date_of_report,Municipality_code,Municipality_name,Province,Total_reported,Hospital_admission,Deceased
2021-01-27 10:00:00,GM0014,Groningen,Groningen,7663,61,24
2021-01-27 10:00:00,GM0034,Almere,Flevoland,12846,243,68
2021-01-27 10:00:00,GM0037,Stadskanaal,Groningen,1485,15,9
2021-01-27 10:00:00,GM0047,Veendam,Groningen,1023,6,7
2021-01-27 10:00:00,GM0050,Zeewolde,Flevoland,1054,18,12
2021-01-27 10:00:00,GM0059,Achtkarspelen,Frysl̢n,1156,6,9
2021-01-27 10:00:00,GM0060,Ameland,Frysl̢n,133,0,0
2021-01-27 10:00:00,GM0072,Harlingen,Frysl̢n,302,5,2
2021-01-27 10:00:00,GM0074,Heerenveen,Frysl̢n,1372,21,25
2021-01-27 10:00:00,GM0080,Leeuwarden,Frysl̢n,3698,62,33
2021-01-27 10:00:00,GM0085,Ooststellingwerf,Frysl̢n,664,10,5
2021-01-27 10:00:00,GM0086,Opsterland,Frysl̢n,821,17,3
2021-01-27 10:00:00,GM0088,Schiermonnikoog,Frysl̢n,10,1,0
2021-01-27 10:00:00,GM0090,Smallingerland,Frysl̢n,1598,22,19
2021-01-27 10:00:00,GM0093,Terschelling,Frysl̢n,157,1,1
2021-01-27 10:00:00,GM0096,Vlieland,Frysl̢n,30,0,0
2021-01-27 10:00:00,GM0098,Weststellingwerf,Frysl̢n,756,9,13
2021-01-27 10:00:00,GM0106,Assen,Drenthe,1871,36,11
2021-01-27 10:00:00,GM0109,Coevorden,Drenthe,1604,36,20
2021-01-27 10:00:00,GM0114,Emmen,Drenthe,4551,77,48
2021-01-27 10:00:00,GM0118,Hoogeveen,Drenthe,2770,49,33
2021-01-27 10:00:00,GM0119,Meppel,Drenthe,1331,20,22
2021-01-27 10:00:00,GM0141,Almelo,Overijssel,4934,71,46
2021-01-27 10:00:00,GM0147,Borne,Overijssel,1632,27,28
2021-01-27 10:00:00,GM0148,Dalfsen,Overijssel,1416,20,17
2021-01-27 10:00:00,GM0150,Deventer,Overijssel,5061,74,77
2021-01-27 10:00:00,GM0153,Enschede,Overijssel,9092,168,141
2021-01-27 10:00:00,GM0158,Haaksbergen,Overijssel,2013,29,30
2021-01-27 10:00:00,GM0160,Hardenberg,Overijssel,3540,43,34
2021-01-27 10:00:00,GM0163,Hellendoorn,Overijssel,2599,28,39
2021-01-27 10:00:00,GM0164,Hengelo (O.),Overijssel,5052,60,58
2021-01-27 10:00:00,GM0166,Kampen,Overijssel,2141,69,41
2021-01-27 10:00:00,GM0168,Losser,Overijssel,1878,37,27
2021-01-27 10:00:00,GM0171,Noordoostpolder,Flevoland,2232,27,25
2021-01-27 10:00:00,GM0173,Oldenzaal,Overijssel,2235,40,40
2021-01-27 10:00:00,GM0175,Ommen,Overijssel,845,13,14
2021-01-27 10:00:00,GM0177,Raalte,Overijssel,2300,31,30
2021-01-27 10:00:00,GM0180,Staphorst,Overijssel,1475,14,16
2021-01-27 10:00:00,GM0183,Tubbergen,Overijssel,1942,18,15
2021-01-27 10:00:00,GM0184,Urk,Flevoland,1859,43,12
2021-01-27 10:00:00,GM0189,Wierden,Overijssel,2178,15,23
2021-01-27 10:00:00,GM0193,Zwolle,Overijssel,4481,67,80
2021-01-27 10:00:00,GM0197,Aalten,Gelderland,1289,19,18
2021-01-27 10:00:00,GM0200,Apeldoorn,Gelderland,6908,158,135
2021-01-27 10:00:00,GM0202,Arnhem,Gelderland,8049,148,103
2021-01-27 10:00:00,GM0203,Barneveld,Gelderland,5241,38,49
2021-01-27 10:00:00,GM0209,Beuningen,Gelderland,1268,29,16
2021-01-27 10:00:00,GM0213,Brummen,Gelderland,826,27,15
2021-01-27 10:00:00,GM0214,Buren,Gelderland,1422,32,15
2021-01-27 10:00:00,GM0216,Culemborg,Gelderland,1638,38,17
2021-01-27 10:00:00,GM0221,Doesburg,Gelderland,485,16,8
2021-01-27 10:00:00,GM0222,Doetinchem,Gelderland,2597,51,25
2021-01-27 10:00:00,GM0225,Druten,Gelderland,1087,34,22
2021-01-27 10:00:00,GM0226,Duiven,Gelderland,1313,24,10
2021-01-27 10:00:00,GM0228,Ede,Gelderland,7777,113,64
2021-01-27 10:00:00,GM0230,Elburg,Gelderland,1200,33,12
2021-01-27 10:00:00,GM0232,Epe,Gelderland,1522,62,35
2021-01-27 10:00:00,GM0233,Ermelo,Gelderland,1669,35,30
2021-01-27 10:00:00,GM0243,Harderwijk,Gelderland,2614,64,37
2021-01-27 10:00:00,GM0244,Hattem,Gelderland,483,19,5
2021-01-27 10:00:00,GM0246,Heerde,Gelderland,728,55,30
2021-01-27 10:00:00,GM0252,Heumen,Gelderland,883,24,15
2021-01-27 10:00:00,GM0262,Lochem,Gelderland,1260,30,26
2021-01-27 10:00:00,GM0263,Maasdriel,Gelderland,1533,30,26
2021-01-27 10:00:00,GM0267,Nijkerk,Gelderland,3121,44,19
2021-01-27 10:00:00,GM0268,Nijmegen,Gelderland,8791,221,163
2021-01-27 10:00:00,GM0269,Oldebroek,Gelderland,1286,44,29
2021-01-27 10:00:00,GM0273,Putten,Gelderland,1667,16,12
2021-01-27 10:00:00,GM0274,Renkum,Gelderland,1304,27,23
2021-01-27 10:00:00,GM0275,Rheden,Gelderland,2209,55,41
2021-01-27 10:00:00,GM0277,Rozendaal,Gelderland,70,1,0
2021-01-27 10:00:00,GM0279,Scherpenzeel,Gelderland,719,5,12
2021-01-27 10:00:00,GM0281,Tiel,Gelderland,2390,72,53
2021-01-27 10:00:00,GM0285,Voorst,Gelderland,1099,25,18
2021-01-27 10:00:00,GM0289,Wageningen,Gelderland,1840,33,33
2021-01-27 10:00:00,GM0293,Westervoort,Gelderland,715,18,8
2021-01-27 10:00:00,GM0294,Winterswijk,Gelderland,1212,13,13
2021-01-27 10:00:00,GM0296,Wijchen,Gelderland,2384,69,48
2021-01-27 10:00:00,GM0297,Zaltbommel,Gelderland,2168,33,34
2021-01-27 10:00:00,GM0299,Zevenaar,Gelderland,1879,67,34
2021-01-27 10:00:00,GM0301,Zutphen,Gelderland,1715,44,22
2021-01-27 10:00:00,GM0302,Nunspeet,Gelderland,1338,74,29
2021-01-27 10:00:00,GM0303,Dronten,Flevoland,1861,52,21
2021-01-27 10:00:00,GM0307,Amersfoort,Utrecht,8877,181,94
2021-01-27 10:00:00,GM0308,Baarn,Utrecht,1298,28,23
2021-01-27 10:00:00,GM0310,De Bilt,Utrecht,2292,46,64
2021-01-27 10:00:00,GM0312,Bunnik,Utrecht,715,16,11
2021-01-27 10:00:00,GM0313,Bunschoten,Utrecht,2807,44,36
2021-01-27 10:00:00,GM0317,Eemnes,Utrecht,548,12,2
2021-01-27 10:00:00,GM0321,Houten,Utrecht,2483,52,50
2021-01-27 10:00:00,GM0327,Leusden,Utrecht,1461,22,19
2021-01-27 10:00:00,GM0331,Lopik,Utrecht,857,25,9
2021-01-27 10:00:00,GM0335,Montfoort,Utrecht,812,18,7
2021-01-27 10:00:00,GM0339,Renswoude,Utrecht,379,6,5
2021-01-27 10:00:00,GM0340,Rhenen,Utrecht,1535,25,16
2021-01-27 10:00:00,GM0342,Soest,Utrecht,2600,59,43
2021-01-27 10:00:00,GM0344,Utrecht,Utrecht,20097,530,203
2021-01-27 10:00:00,GM0345,Veenendaal,Utrecht,5344,97,66
2021-01-27 10:00:00,GM0351,Woudenberg,Utrecht,1015,17,7
2021-01-27 10:00:00,GM0352,Wijk bij Duurstede,Utrecht,1075,21,9
2021-01-27 10:00:00,GM0353,IJsselstein,Utrecht,1739,61,47
2021-01-27 10:00:00,GM0355,Zeist,Utrecht,3184,60,42
2021-01-27 10:00:00,GM0356,Nieuwegein,Utrecht,2971,80,21
2021-01-27 10:00:00,GM0358,Aalsmeer,Noord-Holland,1674,24,22
2021-01-27 10:00:00,GM0361,Alkmaar,Noord-Holland,5095,95,56
2021-01-27 10:00:00,GM0362,Amstelveen,Noord-Holland,4487,99,84
2021-01-27 10:00:00,GM0363,Amsterdam,Noord-Holland,57549,1460,602
2021-01-27 10:00:00,GM0370,Beemster,Noord-Holland,413,6,2
2021-01-27 10:00:00,GM0373,Bergen (NH.),Noord-Holland,1409,30,29
2021-01-27 10:00:00,GM0375,Beverwijk,Noord-Holland,2110,28,18
2021-01-27 10:00:00,GM0376,Blaricum,Noord-Holland,573,9,5
2021-01-27 10:00:00,GM0377,Bloemendaal,Noord-Holland,982,11,11
2021-01-27 10:00:00,GM0383,Castricum,Noord-Holland,1585,19,17
2021-01-27 10:00:00,GM0384,Diemen,Noord-Holland,2022,36,27
2021-01-27 10:00:00,GM0385,Edam-Volendam,Noord-Holland,2262,65,10
2021-01-27 10:00:00,GM0388,Enkhuizen,Noord-Holland,1242,26,9
2021-01-27 10:00:00,GM0392,Haarlem,Noord-Holland,7582,157,135
2021-01-27 10:00:00,GM0394,Haarlemmermeer,Noord-Holland,8197,144,91
2021-01-27 10:00:00,GM0396,Heemskerk,Noord-Holland,2098,46,24
2021-01-27 10:00:00,GM0397,Heemstede,Noord-Holland,1158,20,54
2021-01-27 10:00:00,GM0398,Heerhugowaard,Noord-Holland,2900,43,22
2021-01-27 10:00:00,GM0399,Heiloo,Noord-Holland,985,18,11
2021-01-27 10:00:00,GM0400,Den Helder,Noord-Holland,2355,30,14
2021-01-27 10:00:00,GM0402,Hilversum,Noord-Holland,4056,59,72
2021-01-27 10:00:00,GM0405,Hoorn,Noord-Holland,4333,59,35
2021-01-27 10:00:00,GM0406,Huizen,Noord-Holland,2641,46,51
2021-01-27 10:00:00,GM0415,Landsmeer,Noord-Holland,644,9,5
2021-01-27 10:00:00,GM0416,Langedijk,Noord-Holland,1455,23,7
2021-01-27 10:00:00,GM0417,Laren,Noord-Holland,614,15,25
2021-01-27 10:00:00,GM0420,Medemblik,Noord-Holland,2973,32,15
2021-01-27 10:00:00,GM0431,Oostzaan,Noord-Holland,649,15,6
2021-01-27 10:00:00,GM0432,Opmeer,Noord-Holland,691,3,3
