Date_of_report,Municipality_code,Municipality_name,Province,Total_reported,Hospital_admission,Deceased
2020-12-20 10:00:00,GM0003,Appingedam,Groningen,247,9,1
2020-12-20 10:00:00,GM0010,Delfzijl,Groningen,510,9,1
2020-12-20 10:00:00,GM0014,Groningen,Groningen,5538,44,10
2020-12-20 10:00:00,GM0024,Loppersum,Groningen,157,2,0
2020-12-20 10:00:00,GM0034,Almere,Flevoland,8801,201,51
2020-12-20 10:00:00,GM0037,Stadskanaal,Groningen,1005,12,8
2020-12-20 10:00:00,GM0047,Veendam,Groningen,486,4,2
2020-12-20 10:00:00,GM0050,Zeewolde,Flevoland,611,16,7
2020-12-20 10:00:00,GM0059,Achtkarspelen,Friesland,449,1,0
2020-12-20 10:00:00,GM0060,Ameland,Friesland,93,0,0
2020-12-20 10:00:00,GM0072,Harlingen,Friesland,184,5,2
2020-12-20 10:00:00,GM0074,Heerenveen,Friesland,753,17,24
2020-12-20 10:00:00,GM0080,Leeuwarden,Friesland,2413,54,16
2020-12-20 10:00:00,GM0085,Ooststellingwerf,Friesland,437,10,1
2020-12-20 10:00:00,GM0086,Opsterland,Friesland,424,14,1
2020-12-20 10:00:00,GM0088,Schiermonnikoog,Friesland,6,1,0
2020-12-20 10:00:00,GM0090,Smallingerland,Friesland,821,16,13
2020-12-20 10:00:00,GM0093,Terschelling,Friesland,78,1,1
2020-12-20 10:00:00,GM0096,Vlieland,Friesland,21,0,0
2020-12-20 10:00:00,GM0098,Weststellingwerf,Friesland,491,5,12
2020-12-20 10:00:00,GM0106,Assen,Drenthe,1303,28,9
2020-12-20 10:00:00,GM0109,Coevorden,Drenthe,851,26,8
2020-12-20 10:00:00,GM0114,Emmen,Drenthe,3034,62,32
2020-12-20 10:00:00,GM0118,Hoogeveen,Drenthe,1526,37,16
2020-12-20 10:00:00,GM0119,Meppel,Drenthe,713,14,5
2020-12-20 10:00:00,GM0141,Almelo,Overijssel,3516,49,28
2020-12-20 10:00:00,GM0147,Borne,Overijssel,954,19,9
2020-12-20 10:00:00,GM0148,Dalfsen,Overijssel,919,18,11
2020-12-20 10:00:00,GM0150,Deventer,Overijssel,3569,64,54
2020-12-20 10:00:00,GM0153,Enschede,Overijssel,6265,118,80
2020-12-20 10:00:00,GM0158,Haaksbergen,Overijssel,1249,22,23
2020-12-20 10:00:00,GM0160,Hardenberg,Overijssel,1651,33,17
2020-12-20 10:00:00,GM0163,Hellendoorn,Overijssel,1593,17,17
2020-12-20 10:00:00,GM0164,Hengelo,Overijssel,3303,51,33
2020-12-20 10:00:00,GM0166,Kampen,Overijssel,1495,67,41
2020-12-20 10:00:00,GM0168,Losser,Overijssel,1125,20,8
2020-12-20 10:00:00,GM0171,Noordoostpolder,Flevoland,1561,26,21
2020-12-20 10:00:00,GM0173,Oldenzaal,Overijssel,1505,31,32
2020-12-20 10:00:00,GM0175,Ommen,Overijssel,431,10,7
2020-12-20 10:00:00,GM0177,Raalte,Overijssel,1487,27,25
2020-12-20 10:00:00,GM0180,Staphorst,Overijssel,759,11,5
2020-12-20 10:00:00,GM0183,Tubbergen,Overijssel,1313,15,9
2020-12-20 10:00:00,GM0184,Urk,Flevoland,1474,38,11
2020-12-20 10:00:00,GM0189,Wierden,Overijssel,1534,11,15
2020-12-20 10:00:00,GM0193,Zwolle,Overijssel,3182,64,67
