Date_of_report,Municipality_code,Municipality_name,Province,Total_reported,Hospital_admission,Deceased
2020-04-14 10:00:00,GM0003,Appingedam,Groningen,2,2,0
2020-04-14 10:00:00,GM0010,Delfzijl,Groningen,13,5,0
2020-04-14 10:00:00,GM0014,Groningen,Groningen,137,16,2
2020-04-14 10:00:00,GM0024,Loppersum,Groningen,2,0,0
2020-04-14 10:00:00,GM0034,Almere,Flevoland,175,95,5
2020-04-14 10:00:00,GM0037,Stadskanaal,Groningen,4,2,1
2020-04-14 10:00:00,GM0047,Veendam,Groningen,7,2,0
2020-04-14 10:00:00,GM0050,Zeewolde,Flevoland,20,8,3
2020-04-14 10:00:00,GM0059,Achtkarspelen,Friesland,5,0,0
2020-04-14 10:00:00,GM0060,Ameland,Friesland,0,0,0
2020-04-14 10:00:00,GM0072,Harlingen,Friesland,11,3,0
2020-04-14 10:00:00,GM0074,Heerenveen,Friesland,58,12,9
2020-04-14 10:00:00,GM0080,Leeuwarden,Friesland,48,31,4
2020-04-14 10:00:00,GM0085,Ooststellingwerf,Friesland,2,1,0
2020-04-14 10:00:00,GM0086,Opsterland,Friesland,17,5,0
2020-04-14 10:00:00,GM0088,Schiermonnikoog,Friesland,0,0,0
2020-04-14 10:00:00,GM0090,Smallingerland,Friesland,27,7,2
2020-04-14 10:00:00,GM0093,Terschelling,Friesland,1,0,0
2020-04-14 10:00:00,GM0096,Vlieland,Friesland,0,0,0
2020-04-14 10:00:00,GM0098,Weststellingwerf,Friesland,13,2,2
2020-04-14 10:00:00,GM0106,Assen,Drenthe,29,10,2
2020-04-14 10:00:00,GM0109,Coevorden,Drenthe,40,9,0
2020-04-14 10:00:00,GM0114,Emmen,Drenthe,58,13,4
2020-04-14 10:00:00,GM0118,Hoogeveen,Drenthe,41,10,0
2020-04-14 10:00:00,GM0119,Meppel,Drenthe,25,5,3
2020-04-14 10:00:00,GM0141,Almelo,Overijssel,64,18,3
2020-04-14 10:00:00,GM0147,Borne,Overijssel,40,13,6
2020-04-14 10:00:00,GM0148,Dalfsen,Overijssel,53,15,5
2020-04-14 10:00:00,GM0150,Deventer,Overijssel,123,38,21
2020-04-14 10:00:00,GM0153,Enschede,Overijssel,139,47,12
2020-04-14 10:00:00,GM0158,Haaksbergen,Overijssel,40,13,1
2020-04-14 10:00:00,GM0160,Hardenberg,Overijssel,124,20,6
2020-04-14 10:00:00,GM0163,Hellendoorn,Overijssel,41,7,2
2020-04-14 10:00:00,GM0164,Hengelo,Overijssel,100,16,9
