Date_of_report,Municipality_code,Municipality_name,Province,Total_reported,Hospital_admission,Deceased
2021-01-03 10:00:00,GM0003,Appingedam,Groningen,307,9,1
2021-01-03 10:00:00,GM0010,Delfzijl,Groningen,743,14,6
2021-01-03 10:00:00,GM0014,Groningen,Groningen,6498,53,17
2021-01-03 10:00:00,GM0024,Loppersum,Groningen,207,2,0
2021-01-03 10:00:00,GM0034,Almere,Flevoland,11019,219,53
2021-01-03 10:00:00,GM0037,Stadskanaal,Groningen,1249,15,8
2021-01-03 10:00:00,GM0047,Veendam,Groningen,694,4,4
2021-01-03 10:00:00,GM0050,Zeewolde,Flevoland,869,17,9
2021-01-03 10:00:00,GM0059,Achtkarspelen,Friesland,650,2,1
2021-01-03 10:00:00,GM0060,Ameland,Friesland,124,0,0
2021-01-03 10:00:00,GM0072,Harlingen,Friesland,234,5,2
2021-01-03 10:00:00,GM0074,Heerenveen,Friesland,983,19,24
2021-01-03 10:00:00,GM0080,Leeuwarden,Friesland,3022,58,23
2021-01-03 10:00:00,GM0085,Ooststellingwerf,Friesland,519,10,1
2021-01-03 10:00:00,GM0086,Opsterland,Friesland,543,15,1
2021-01-03 10:00:00,GM0088,Schiermonnikoog,Friesland,7,1,0
2021-01-03 10:00:00,GM0090,Smallingerland,Friesland,1088,16,14
2021-01-03 10:00:00,GM0093,Terschelling,Friesland,102,1,1
2021-01-03 10:00:00,GM0096,Vlieland,Friesland,21,0,0
2021-01-03 10:00:00,GM0098,Weststellingwerf,Friesland,612,6,12
2021-01-03 10:00:00,GM0106,Assen,Drenthe,1557,32,9
2021-01-03 10:00:00,GM0109,Coevorden,Drenthe,1170,30,8
2021-01-03 10:00:00,GM0114,Emmen,Drenthe,3756,67,34
2021-01-03 10:00:00,GM0118,Hoogeveen,Drenthe,2151,43,21
2021-01-03 10:00:00,GM0119,Meppel,Drenthe,1038,15,11
2021-01-03 10:00:00,GM0141,Almelo,Overijssel,4264,56,36
2021-01-03 10:00:00,GM0147,Borne,Overijssel,1313,22,15
2021-01-03 10:00:00,GM0148,Dalfsen,Overijssel,1124,19,15
2021-01-03 10:00:00,GM0150,Deventer,Overijssel,4356,69,64
2021-01-03 10:00:00,GM0153,Enschede,Overijssel,7677,140,101
2021-01-03 10:00:00,GM0158,Haaksbergen,Overijssel,1613,24,26
2021-01-03 10:00:00,GM0160,Hardenberg,Overijssel,2492,41,20
2021-01-03 10:00:00,GM0163,Hellendoorn,Overijssel,2141,18,21
2021-01-03 10:00:00,GM0164,Hengelo,Overijssel,4196,55,43
2021-01-03 10:00:00,GM0166,Kampen,Overijssel,1832,68,41
2021-01-03 10:00:00,GM0168,Losser,Overijssel,1493,26,15
