Gemnr,Gemeente,Bev_2020,van_datum,tot_datum,Totaal_Absoluut,Totaal_inc100000,Zkh_Absoluut,Zkh_inc100000,Overleden_Absoluut,Overleden_inc100000
518,'s-Gravenhage (gemeente),545838,2-9-2020,15-9-2020,1187,217.5,9,1.6,1,0.2
796,'s-Hertogenbosch,155111,2-9-2020,15-9-2020,67,43.2,0,0.0,0,0.0
1680,Aa en Hunze,25445,2-9-2020,15-9-2020,1,3.9,0,0.0,0,0.0
358,Aalsmeer,31859,2-9-2020,15-9-2020,27,84.7,0,0.0,0,0.0
197,Aalten,27121,2-9-2020,15-9-2020,6,22.1,0,0.0,0,0.0
59,Achtkarspelen,27843,2-9-2020,15-9-2020,3,10.8,0,0.0,0,0.0
482,Alblasserdam,20165,2-9-2020,15-9-2020,18,89.3,0,0.0,0,0.0
613,Albrandswaard,25590,2-9-2020,15-9-2020,31,121.1,0,0.0,0,0.0
361,Alkmaar,109436,2-9-2020,15-9-2020,36,32.9,0,0.0,0,0.0
141,Almelo,73107,2-9-2020,15-9-2020,17,23.3,0,0.0,0,0.0
34,Almere,211893,2-9-2020,15-9-2020,201,94.9,1,0.5,1,0.5
484,Alphen aan den Rijn,111897,2-9-2020,15-9-2020,98,87.6,1,0.9,1,0.9
1723,Alphen-Chaam,10203,2-9-2020,15-9-2020,7,68.6,0,0.0,0,0.0
1959,Altena,55967,2-9-2020,15-9-2020,4,7.1,0,0.0,0,0.0
60,Ameland,3716,2-9-2020,15-9-2020,0,0.0,0,0.0,0,0.0
307,Amersfoort,157276,2-9-2020,15-9-2020,126,80.1,2,1.3,0,0.0
362,Amstelveen,91675,2-9-2020,15-9-2020,105,114.5,0,0.0,1,1.1
363,Amsterdam,872757,2-9-2020,15-9-2020,2066,236.7,22,2.5,3,0.3
200,Apeldoorn,163818,2-9-2020,15-9-2020,45,27.5,0,0.0,0,0.0
3,Appingedam,11642,2-9-2020,15-9-2020,4,34.4,0,0.0,0,0.0
202,Arnhem,161348,2-9-2020,15-9-2020,97,60.1,1,0.6,1,0.6
106,Assen,68599,2-9-2020,15-9-2020,12,17.5,0,0.0,0,0.0
743,Asten,16721,2-9-2020,15-9-2020,8,47.8,0,0.0,0,0.0
744,Baarle-Nassau,6859,2-9-2020,15-9-2020,0,0.0,0,0.0,0,0.0
308,Baarn,24868,2-9-2020,15-9-2020,12,48.3,0,0.0,0,0.0
489,Barendrecht,48714,2-9-2020,15-9-2020,73,149.9,0,0.0,0,0.0
203,Barneveld,59082,2-9-2020,15-9-2020,9,15.2,0,0.0,1,1.7
888,Beek (L.),15865,2-9-2020,15-9-2020,2,12.6,0,0.0,0,0.0
1954,Beekdaelen,35938,2-9-2020,15-9-2020,11,30.6,0,0.0,0,0.0
370,Beemster,10022,2-9-2020,15-9-2020,6,59.9,0,0.0,0,0.0
889,Beesel,13482,2-9-2020,15-9-2020,0,0.0,0,0.0,0,0.0
1945,Berg en Dal,34992,2-9-2020,15-9-2020,14,40.0,0,0.0,0,0.0
1724,Bergeijk,18635,2-9-2020,15-9-2020,46,246.8,0,0.0,0,0.0
893,Bergen (L.),13085,2-9-2020,15-9-2020,5,38.2,0,0.0,0,0.0
373,Bergen (NH.),29839,2-9-2020,15-9-2020,6,20.1,0,0.0,0,0.0
