Date_of_report,Municipality_code,Municipality_name,Province,Total_reported,Hospital_admission,Deceased
2020-11-14 10:00:00,GM0003,Appingedam,Groningen,70,8,1
2020-11-14 10:00:00,GM0010,Delfzijl,Groningen,165,8,0
2020-11-14 10:00:00,GM0014,Groningen,Groningen,3945,32,5
2020-11-14 10:00:00,GM0024,Loppersum,Groningen,70,0,0
2020-11-14 10:00:00,GM0034,Almere,Flevoland,5195,174,46
2020-11-14 10:00:00,GM0037,Stadskanaal,Groningen,464,9,7
2020-11-14 10:00:00,GM0047,Veendam,Groningen,219,4,1
2020-11-14 10:00:00,GM0050,Zeewolde,Flevoland,341,13,6
2020-11-14 10:00:00,GM0059,Achtkarspelen,Friesland,230,0,0
2020-11-14 10:00:00,GM0060,Ameland,Friesland,46,0,0
2020-11-14 10:00:00,GM0072,Harlingen,Friesland,122,5,2
2020-11-14 10:00:00,GM0074,Heerenveen,Friesland,514,17,22
2020-11-14 10:00:00,GM0080,Leeuwarden,Friesland,1602,47,12
2020-11-14 10:00:00,GM0085,Ooststellingwerf,Friesland,234,6,1
2020-11-14 10:00:00,GM0086,Opsterland,Friesland,218,9,0
2020-11-14 10:00:00,GM0088,Schiermonnikoog,Friesland,4,1,0
2020-11-14 10:00:00,GM0090,Smallingerland,Friesland,513,12,8
2020-11-14 10:00:00,GM0093,Terschelling,Friesland,66,1,1
2020-11-14 10:00:00,GM0096,Vlieland,Friesland,18,0,0
2020-11-14 10:00:00,GM0098,Weststellingwerf,Friesland,306,4,6
2020-11-14 10:00:00,GM0106,Assen,Drenthe,828,17,4
2020-11-14 10:00:00,GM0109,Coevorden,Drenthe,443,20,6
2020-11-14 10:00:00,GM0114,Emmen,Drenthe,1858,53,26
2020-11-14 10:00:00,GM0118,Hoogeveen,Drenthe,788,32,15
2020-11-14 10:00:00,GM0119,Meppel,Drenthe,390,12,5
2020-11-14 10:00:00,GM0141,Almelo,Overijssel,2069,39,20
2020-11-14 10:00:00,GM0147,Borne,Overijssel,522,16,6
2020-11-14 10:00:00,GM0148,Dalfsen,Overijssel,597,18,9
2020-11-14 10:00:00,GM0150,Deventer,Overijssel,1822,53,48
2020-11-14 10:00:00,GM0153,Enschede,Overijssel,4039,92,57
2020-11-14 10:00:00,GM0158,Haaksbergen,Overijssel,704,19,16
2020-11-14 10:00:00,GM0160,Hardenberg,Overijssel,969,26,11
2020-11-14 10:00:00,GM0163,Hellendoorn,Overijssel,795,15,14
2020-11-14 10:00:00,GM0164,Hengelo,Overijssel,2032,42,27
2020-11-14 10:00:00,GM0166,Kampen,Overijssel,843,63,37
2020-11-14 10:00:00,GM0168,Losser,Overijssel,582,13,4
2020-11-14 10:00:00,GM0171,Noordoostpolder,Flevoland,598,21,12
2020-11-14 10:00:00,GM0173,Oldenzaal,Overijssel,901,22,22
2020-11-14 10:00:00,GM0175,Ommen,Overijssel,269,9,4
2020-11-14 10:00:00,GM0177,Raalte,Overijssel,759,26,25
2020-11-14 10:00:00,GM0180,Staphorst,Overijssel,397,11,5
2020-11-14 10:00:00,GM0183,Tubbergen,Overijssel,909,13,8
2020-11-14 10:00:00,GM0184,Urk,Flevoland,461,26,5
2020-11-14 10:00:00,GM0189,Wierden,Overijssel,796,8,7
2020-11-14 10:00:00,GM0193,Zwolle,Overijssel,2028,56,58
2020-11-14 10:00:00,GM0197,Aalten,Gelderland,519,14,9
2020-11-14 10:00:00,GM0200,Apeldoorn,Gelderland,2697,124,60
2020-11-14 10:00:00,GM0202,Arnhem,Gelderland,3335,109,56
2020-11-14 10:00:00,GM0203,Barneveld,Gelderland,1359,29,16
2020-11-14 10:00:00,GM0209,Beuningen,Gelderland,559,22,9
2020-11-14 10:00:00,GM0213,Brummen,Gelderland,328,21,7
2020-11-14 10:00:00,GM0214,Buren,Gelderland,559,24,10
2020-11-14 10:00:00,GM0216,Culemborg,Gelderland,735,29,11
2020-11-14 10:00:00,GM0221,Doesburg,Gelderland,219,11,7
2020-11-14 10:00:00,GM0222,Doetinchem,Gelderland,1047,37,17
2020-11-14 10:00:00,GM0225,Druten,Gelderland,420,29,14
2020-11-14 10:00:00,GM0226,Duiven,Gelderland,490,18,8
2020-11-14 10:00:00,GM0228,Ede,Gelderland,2591,82,39
2020-11-14 10:00:00,GM0230,Elburg,Gelderland,393,30,9
2020-11-14 10:00:00,GM0232,Epe,Gelderland,563,54,24
2020-11-14 10:00:00,GM0233,Ermelo,Gelderland,492,33,24
2020-11-14 10:00:00,GM0243,Harderwijk,Gelderland,903,50,22
2020-11-14 10:00:00,GM0244,Hattem,Gelderland,196,18,5
2020-11-14 10:00:00,GM0246,Heerde,Gelderland,373,55,28
2020-11-14 10:00:00,GM0252,Heumen,Gelderland,442,19,13
2020-11-14 10:00:00,GM0262,Lochem,Gelderland,513,19,16
2020-11-14 10:00:00,GM0263,Maasdriel,Gelderland,657,26,11
2020-11-14 10:00:00,GM0267,Nijkerk,Gelderland,989,32,6
2020-11-14 10:00:00,GM0268,Nijmegen,Gelderland,4542,191,110
2020-11-14 10:00:00,GM0269,Oldebroek,Gelderland,381,40,20
2020-11-14 10:00:00,GM0273,Putten,Gelderland,429,12,2
2020-11-14 10:00:00,GM0274,Renkum,Gelderland,616,20,11
2020-11-14 10:00:00,GM0275,Rheden,Gelderland,796,38,19
2020-11-14 10:00:00,GM0277,Rozendaal,Gelderland,15,1,0
2020-11-14 10:00:00,GM0279,Scherpenzeel,Gelderland,200,5,2
2020-11-14 10:00:00,GM0281,Tiel,Gelderland,1207,53,27
2020-11-14 10:00:00,GM0285,Voorst,Gelderland,381,18,11
2020-11-14 10:00:00,GM0289,Wageningen,Gelderland,805,27,20
2020-11-14 10:00:00,GM0293,Westervoort,Gelderland,250,13,7
2020-11-14 10:00:00,GM0294,Winterswijk,Gelderland,470,9,5
2020-11-14 10:00:00,GM0296,Wijchen,Gelderland,920,56,22
2020-11-14 10:00:00,GM0297,Zaltbommel,Gelderland,735,25,10
2020-11-14 10:00:00,GM0299,Zevenaar,Gelderland,742,60,20
2020-11-14 10:00:00,GM0301,Zutphen,Gelderland,795,36,15
2020-11-14 10:00:00,GM0302,Nunspeet,Gelderland,557,61,22
2020-11-14 10:00:00,GM0303,Dronten,Flevoland,492,40,15
2020-11-14 10:00:00,GM0307,Amersfoort,Utrecht,3798,110,44
