Datum,OverledenCumulatief
2020-03-08,2
2020-03-11,3
2020-03-12,4
2020-03-15,6
2020-03-16,10
2020-03-17,12
2020-03-18,15
2020-03-19,21
2020-03-20,25
2020-03-21,35
2020-03-22,41
2020-03-23,55
2020-03-24,62
2020-03-25,72
2020-03-26,88
2020-03-27,101
2020-03-28,119
2020-03-29,142
2020-03-30,163
2020-03-31,195
2020-04-01,214
2020-04-02,234
2020-04-03,264
2020-04-04,281
2020-04-05,302
2020-04-06,320
2020-04-07,352
2020-04-08,368
2020-04-09,380
2020-04-10,405
2020-04-11,417
2020-04-12,426
2020-04-13,429
