Datum,OpgenomenCumulatief
2020-02-27,7
2020-02-28,8
2020-02-29,9
2020-03-01,11
2020-03-02,11
2020-03-03,13
2020-03-04,16
2020-03-05,18
2020-03-06,22
2020-03-07,25
2020-03-08,31
2020-03-09,38
2020-03-10,47
2020-03-11,57
2020-03-12,80
2020-03-13,94
2020-03-14,112
2020-03-15,140
2020-03-16,173
2020-03-17,209
2020-03-18,263
2020-03-19,327
2020-03-20,414
2020-03-21,496
2020-03-22,570
2020-03-23,670
2020-03-24,782
2020-03-25,901
2020-03-26,1014
2020-03-27,1131
2020-03-28,1236
2020-03-29,1329
2020-03-30,1462
2020-03-31,1572
2020-04-01,1646
2020-04-02,1744
2020-04-03,1823
2020-04-04,1888
2020-04-05,1964
2020-04-06,2026
2020-04-07,2084
2020-04-08,2144
2020-04-09,2195
2020-04-10,2244
2020-04-11,2273
2020-04-12,2308
2020-04-13,2354
2020-04-14,2390
2020-04-15,2414
2020-04-16,2443
2020-04-17,2469
2020-04-18,2487
2020-04-19,2507
2020-04-20,2534
2020-04-21,2556
2020-04-22,2571
2020-04-23,2587
2020-04-24,2606
2020-04-25,2620
2020-04-26,2633
2020-04-27,2648
2020-04-28,2663
2020-04-29,2675
2020-04-30,2693
2020-05-01,2702
2020-05-02,2711
2020-05-03,2722
2020-05-04,2735
2020-05-05,2738
2020-05-06,2744
2020-05-07,2754
2020-05-08,2761
2020-05-09,2766
2020-05-10,2771
2020-05-11,2779
2020-05-12,2782
2020-05-13,2786
2020-05-14,2796
2020-05-15,2800
2020-05-16,2809
2020-05-17,2814
2020-05-18,2818
2020-05-19,2820
2020-05-20,2823
2020-05-21,2825
2020-05-22,2829
2020-05-23,2832
2020-05-24,2839
2020-05-25,2840
2020-05-26,2844
2020-05-27,2848
2020-05-28,2849
2020-05-29,2852
2020-05-30,2854
2020-05-31,2857
2020-06-01,2862
2020-06-02,2863
2020-06-03,2868
2020-06-04,2873
2020-06-05,2876
2020-06-06,2879
2020-06-07,2882
2020-06-08,2884
2020-06-09,2886
2020-06-10,2890
2020-06-11,2891
2020-06-12,2894
2020-06-13,2896
2020-06-14,2896
2020-06-15,2897
2020-06-16,2899
2020-06-17,2899
2020-06-18,2900
2020-06-19,2901
2020-06-20,2903
2020-06-21,2903
2020-06-22,2907
2020-06-23,2908
2020-06-24,2910
2020-06-25,2911
2020-06-26,2911
2020-06-27,2911
2020-06-28,2911
2020-06-29,2911
2020-06-30,2913
2020-07-01,2913
2020-07-02,2915
2020-07-03,2915
2020-07-04,2917
2020-07-05,2917
2020-07-06,2917
2020-07-07,2918
2020-07-08,2922
2020-07-09,2924
2020-07-10,2925
2020-07-11,2926
2020-07-12,2927
2020-07-13,2931
2020-07-14,2935
