Datum,OpgenomenCumulatief
2020-02-27,7
2020-02-28,8
2020-02-29,9
2020-03-01,11
2020-03-02,11
2020-03-03,13
2020-03-04,16
2020-03-05,18
2020-03-06,22
2020-03-07,25
2020-03-08,31
2020-03-09,39
2020-03-10,49
2020-03-11,59
2020-03-12,82
2020-03-13,96
2020-03-14,115
2020-03-15,144
2020-03-16,177
2020-03-17,214
2020-03-18,268
2020-03-19,335
2020-03-20,422
2020-03-21,504
2020-03-22,578
2020-03-23,681
2020-03-24,794
2020-03-25,913
2020-03-26,1027
2020-03-27,1147
2020-03-28,1252
2020-03-29,1344
2020-03-30,1476
2020-03-31,1589
2020-04-01,1663
2020-04-02,1760
2020-04-03,1839
2020-04-04,1905
2020-04-05,1983
2020-04-06,2046
2020-04-07,2106
2020-04-08,2165
2020-04-09,2217
2020-04-10,2268
2020-04-11,2297
2020-04-12,2333
2020-04-13,2378
2020-04-14,2415
2020-04-15,2440
2020-04-16,2470
2020-04-17,2496
2020-04-18,2515
2020-04-19,2535
2020-04-20,2562
2020-04-21,2584
2020-04-22,2599
2020-04-23,2615
2020-04-24,2634
2020-04-25,2648
2020-04-26,2661
2020-04-27,2675
2020-04-28,2691
2020-04-29,2703
2020-04-30,2722
2020-05-01,2731
2020-05-02,2742
2020-05-03,2753
2020-05-04,2765
2020-05-05,2768
2020-05-06,2774
2020-05-07,2784
2020-05-08,2792
2020-05-09,2797
2020-05-10,2802
2020-05-11,2810
2020-05-12,2812
2020-05-13,2816
2020-05-14,2825
2020-05-15,2830
2020-05-16,2838
2020-05-17,2843
2020-05-18,2847
2020-05-19,2849
2020-05-20,2852
2020-05-21,2854
2020-05-22,2859
2020-05-23,2862
2020-05-24,2869
2020-05-25,2870
2020-05-26,2874
2020-05-27,2878
2020-05-28,2879
2020-05-29,2882
2020-05-30,2884
2020-05-31,2888
2020-06-01,2892
2020-06-02,2893
2020-06-03,2897
2020-06-04,2903
2020-06-05,2906
2020-06-06,2908
2020-06-07,2911
2020-06-08,2912
2020-06-09,2914
2020-06-10,2916
2020-06-11,2917
2020-06-12,2920
2020-06-13,2922
2020-06-14,2922
2020-06-15,2923
2020-06-16,2925
2020-06-17,2925
2020-06-18,2926
2020-06-19,2927
2020-06-20,2929
2020-06-21,2929
2020-06-22,2932
2020-06-23,2933
2020-06-24,2935
2020-06-25,2937
2020-06-26,2937
2020-06-27,2937
2020-06-28,2937
2020-06-29,2937
2020-06-30,2939
2020-07-01,2939
2020-07-02,2942
2020-07-03,2942
2020-07-04,2943
2020-07-05,2943
2020-07-06,2943
2020-07-07,2944
2020-07-08,2946
2020-07-09,2947
2020-07-10,2948
2020-07-11,2948
2020-07-12,2949
2020-07-13,2949
2020-07-14,2949
2020-07-15,2950
2020-07-16,2951
2020-07-17,2951
2020-07-18,2951
2020-07-19,2952
2020-07-20,2953
2020-07-21,2956
2020-07-22,2957
2020-07-23,2958
2020-07-24,2960
2020-07-25,2961
2020-07-26,2963
2020-07-27,2967
2020-07-28,2967
2020-07-29,2967
2020-07-30,2970
2020-07-31,2974
2020-08-01,2976
2020-08-02,2978
2020-08-03,2981
2020-08-04,2984
2020-08-05,2986
2020-08-06,2988
2020-08-07,2989
2020-08-08,2990
2020-08-09,2996
2020-08-10,3000
2020-08-11,3003
2020-08-12,3007
2020-08-13,3011
2020-08-14,3017
2020-08-15,3018
2020-08-16,3022
2020-08-17,3031
2020-08-18,3033
2020-08-19,3036
2020-08-20,3041
2020-08-21,3047
2020-08-22,3047
2020-08-23,3052
2020-08-24,3054
2020-08-25,3057
2020-08-26,3057
2020-08-27,3059
2020-08-28,3060
2020-08-29,3063
2020-08-30,3066
2020-08-31,3067
2020-09-01,3069
2020-09-02,3069
2020-09-03,3073
2020-09-04,3077
2020-09-05,3078
2020-09-06,3082
2020-09-07,3084
2020-09-08,3088
2020-09-09,3091
2020-09-10,3096
2020-09-11,3102
2020-09-12,3108
2020-09-13,3112
2020-09-14,3122
2020-09-15,3127
2020-09-16,3128
2020-09-17,3132
2020-09-18,3139
2020-09-19,3152
2020-09-20,3167
2020-09-21,3180
2020-09-22,3191
2020-09-23,3203
2020-09-24,3214
2020-09-25,3233
2020-09-26,3245
2020-09-27,3260
