Datum,OpgenomenCumulatief
2020-02-27,13
2020-02-28,14
2020-02-29,15
2020-03-01,17
2020-03-02,17
2020-03-03,19
2020-03-04,22
2020-03-05,24
2020-03-06,28
2020-03-07,31
2020-03-08,37
2020-03-09,45
2020-03-10,55
2020-03-11,65
2020-03-12,88
2020-03-13,102
2020-03-14,122
2020-03-15,151
2020-03-16,184
2020-03-17,220
2020-03-18,275
2020-03-19,344
2020-03-20,429
2020-03-21,510
2020-03-22,584
2020-03-23,686
2020-03-24,801
2020-03-25,921
2020-03-26,1036
2020-03-27,1154
2020-03-28,1257
2020-03-29,1350
2020-03-30,1479
2020-03-31,1592
2020-04-01,1668
2020-04-02,1768
2020-04-03,1845
2020-04-04,1912
2020-04-05,1991
2020-04-06,2053
2020-04-07,2115
2020-04-08,2173
2020-04-09,2225
2020-04-10,2276
2020-04-11,2306
2020-04-12,2341
2020-04-13,2386
2020-04-14,2423
2020-04-15,2448
2020-04-16,2478
2020-04-17,2504
2020-04-18,2523
2020-04-19,2543
2020-04-20,2570
2020-04-21,2593
2020-04-22,2608
2020-04-23,2624
2020-04-24,2643
2020-04-25,2657
2020-04-26,2670
2020-04-27,2684
2020-04-28,2700
2020-04-29,2712
2020-04-30,2731
2020-05-01,2740
2020-05-02,2751
2020-05-03,2762
2020-05-04,2774
2020-05-05,2777
2020-05-06,2783
2020-05-07,2793
2020-05-08,2801
2020-05-09,2806
2020-05-10,2811
2020-05-11,2819
2020-05-12,2821
2020-05-13,2825
2020-05-14,2834
2020-05-15,2839
2020-05-16,2847
2020-05-17,2851
2020-05-18,2855
2020-05-19,2857
2020-05-20,2860
2020-05-21,2862
2020-05-22,2866
2020-05-23,2870
2020-05-24,2877
2020-05-25,2878
2020-05-26,2882
2020-05-27,2886
2020-05-28,2887
2020-05-29,2890
2020-05-30,2893
2020-05-31,2896
2020-06-01,2901
2020-06-02,2902
2020-06-03,2907
2020-06-04,2913
2020-06-05,2916
2020-06-06,2918
2020-06-07,2921
2020-06-08,2922
2020-06-09,2924
2020-06-10,2926
2020-06-11,2927
2020-06-12,2930
2020-06-13,2932
2020-06-14,2932
2020-06-15,2933
2020-06-16,2935
2020-06-17,2935
2020-06-18,2936
2020-06-19,2937
2020-06-20,2939
2020-06-21,2939
2020-06-22,2942
2020-06-23,2943
2020-06-24,2944
2020-06-25,2945
2020-06-26,2945
2020-06-27,2945
2020-06-28,2945
2020-06-29,2945
2020-06-30,2947
2020-07-01,2947
2020-07-02,2950
2020-07-03,2950
2020-07-04,2951
2020-07-05,2951
2020-07-06,2952
2020-07-07,2953
2020-07-08,2955
2020-07-09,2956
2020-07-10,2957
2020-07-11,2957
2020-07-12,2958
