Datum,OpgenomenCumulatief
2020-02-27,6
2020-02-28,7
2020-02-29,8
2020-03-01,10
2020-03-02,10
2020-03-03,11
2020-03-04,14
2020-03-05,16
2020-03-06,19
2020-03-07,22
2020-03-08,28
2020-03-09,35
2020-03-10,44
2020-03-11,55
2020-03-12,78
2020-03-13,92
2020-03-14,110
2020-03-15,138
2020-03-16,171
2020-03-17,206
2020-03-18,261
2020-03-19,327
2020-03-20,414
2020-03-21,497
2020-03-22,570
2020-03-23,671
2020-03-24,783
2020-03-25,902
2020-03-26,1013
2020-03-27,1132
2020-03-28,1237
2020-03-29,1329
2020-03-30,1462
2020-03-31,1573
2020-04-01,1646
2020-04-02,1745
2020-04-03,1824
2020-04-04,1889
2020-04-05,1965
2020-04-06,2028
2020-04-07,2087
2020-04-08,2148
2020-04-09,2200
2020-04-10,2250
2020-04-11,2279
2020-04-12,2314
2020-04-13,2360
2020-04-14,2396
2020-04-15,2420
2020-04-16,2450
2020-04-17,2476
2020-04-18,2494
2020-04-19,2514
2020-04-20,2542
2020-04-21,2565
2020-04-22,2580
2020-04-23,2596
2020-04-24,2615
2020-04-25,2629
2020-04-26,2642
2020-04-27,2658
2020-04-28,2673
2020-04-29,2685
2020-04-30,2704
2020-05-01,2713
2020-05-02,2722
2020-05-03,2734
2020-05-04,2747
2020-05-05,2751
2020-05-06,2757
2020-05-07,2768
2020-05-08,2776
2020-05-09,2781
2020-05-10,2786
2020-05-11,2794
2020-05-12,2797
2020-05-13,2801
2020-05-14,2811
2020-05-15,2815
2020-05-16,2824
2020-05-17,2829
2020-05-18,2833
2020-05-19,2835
2020-05-20,2838
2020-05-21,2840
2020-05-22,2843
2020-05-23,2846
2020-05-24,2853
2020-05-25,2854
2020-05-26,2858
2020-05-27,2862
2020-05-28,2864
2020-05-29,2868
2020-05-30,2871
2020-05-31,2874
2020-06-01,2879
2020-06-02,2883
2020-06-03,2889
2020-06-04,2897
2020-06-05,2900
2020-06-06,2900
