Datum,OverleeftCumulatief
2020-02-27,0
2020-02-28,0
2020-02-29,0
2020-03-01,0
2020-03-02,0
2020-03-03,0
2020-03-04,1
2020-03-05,1
2020-03-06,1
2020-03-07,2
2020-03-08,2
2020-03-09,2
2020-03-10,2
2020-03-11,2
2020-03-12,2
2020-03-13,2
2020-03-14,4
2020-03-15,4
2020-03-16,5
2020-03-17,6
2020-03-18,8
2020-03-19,8
2020-03-20,9
2020-03-21,11
2020-03-22,13
2020-03-23,15
2020-03-24,18
2020-03-25,22
2020-03-26,30
2020-03-27,33
2020-03-28,36
2020-03-29,45
2020-03-30,52
2020-03-31,63
2020-04-01,77
2020-04-02,87
2020-04-03,104
2020-04-04,112
2020-04-05,118
2020-04-06,134
2020-04-07,148
2020-04-08,166
2020-04-09,186
2020-04-10,209
2020-04-11,225
2020-04-12,237
2020-04-13,247
2020-04-14,277
2020-04-15,308
2020-04-16,338
2020-04-17,371
2020-04-18,386
2020-04-19,390
2020-04-20,424
2020-04-21,451
2020-04-22,465
