Datum,Opgenomen
2020-02-27,6
2020-02-28,7
2020-02-29,8
2020-03-01,10
2020-03-02,9
2020-03-03,10
2020-03-04,13
2020-03-05,14
2020-03-06,17
2020-03-07,19
2020-03-08,25
2020-03-09,30
2020-03-10,37
2020-03-11,47
2020-03-12,68
2020-03-13,79
2020-03-14,95
2020-03-15,120
2020-03-16,149
2020-03-17,176
2020-03-18,226
2020-03-19,286
2020-03-20,360
2020-03-21,427
2020-03-22,478
2020-03-23,571
2020-03-24,652
2020-03-25,752
2020-03-26,836
2020-03-27,922
2020-03-28,989
2020-03-29,1036
2020-03-30,1124
2020-03-31,1191
2020-04-01,1207
2020-04-02,1251
2020-04-03,1282
2020-04-04,1283
2020-04-05,1302
2020-04-06,1312
2020-04-07,1317
2020-04-08,1289
2020-04-09,1287
2020-04-10,1292
2020-04-11,1255
2020-04-12,1237
2020-04-13,1224
2020-04-14,1198
2020-04-15,1174
2020-04-16,1141
2020-04-17,1112
2020-04-18,1064
2020-04-19,1035
2020-04-20,1015
2020-04-21,979
2020-04-22,922
2020-04-23,881
2020-04-24,864
2020-04-25,835
2020-04-26,811
2020-04-27,789
2020-04-28,766
2020-04-29,738
2020-04-30,712
2020-05-01,677
2020-05-02,636
2020-05-03,624
2020-05-04,614
2020-05-05,574
2020-05-06,547
2020-05-07,528
2020-05-08,498
2020-05-09,473
2020-05-10,459
2020-05-11,456
2020-05-12,417
2020-05-13,397
