Datum,OverledenCumulatief
2020-02-27,0
2020-02-28,0
2020-02-29,0
2020-03-01,0
2020-03-02,0
2020-03-03,0
2020-03-04,0
2020-03-05,0
2020-03-06,0
2020-03-07,0
2020-03-08,2
2020-03-09,2
2020-03-10,2
2020-03-11,4
2020-03-12,5
2020-03-13,5
2020-03-14,5
2020-03-15,7
2020-03-16,12
2020-03-17,14
2020-03-18,17
2020-03-19,25
2020-03-20,29
2020-03-21,41
2020-03-22,47
2020-03-23,64
2020-03-24,74
2020-03-25,85
2020-03-26,103
2020-03-27,117
2020-03-28,135
2020-03-29,160
2020-03-30,180
2020-03-31,214
2020-04-01,238
2020-04-02,260
2020-04-03,292
2020-04-04,311
2020-04-05,334
2020-04-06,354
2020-04-07,382
2020-04-08,399
2020-04-09,411
2020-04-10,439
2020-04-11,454
2020-04-12,469
2020-04-13,490
2020-04-14,501
2020-04-15,517
2020-04-16,535
2020-04-17,553
2020-04-18,564
2020-04-19,583
2020-04-20,602
2020-04-21,622
2020-04-22,639
2020-04-23,651
2020-04-24,662
2020-04-25,678
2020-04-26,687
2020-04-27,698
2020-04-28,704
2020-04-29,710
2020-04-30,723
2020-05-01,725
2020-05-02,734
2020-05-03,739
2020-05-04,745
2020-05-05,750
2020-05-06,756
2020-05-07,764
2020-05-08,768
2020-05-09,773
2020-05-10,774
2020-05-11,781
2020-05-12,784
2020-05-13,789
2020-05-14,793
2020-05-15,800
2020-05-16,802
2020-05-17,803
2020-05-18,803
2020-05-19,805
2020-05-20,811
2020-05-21,815
2020-05-22,818
2020-05-23,819
2020-05-24,820
2020-05-25,821
2020-05-26,825
2020-05-27,826
2020-05-28,828
2020-05-29,831
2020-05-30,831
2020-05-31,831
2020-06-01,834
2020-06-02,834
2020-06-03,839
2020-06-04,842
2020-06-05,842
2020-06-06,843
2020-06-07,843
2020-06-08,843
2020-06-09,844
2020-06-10,845
2020-06-11,845
2020-06-12,846
2020-06-13,847
2020-06-14,849
2020-06-15,850
2020-06-16,853
2020-06-17,855
2020-06-18,856
2020-06-19,857
2020-06-20,858
2020-06-21,859
2020-06-22,860
2020-06-23,861
2020-06-24,862
2020-06-25,862
2020-06-26,863
2020-06-27,864
2020-06-28,864
2020-06-29,864
2020-06-30,864
2020-07-01,864
2020-07-02,865
2020-07-03,865
2020-07-04,865
2020-07-05,865
2020-07-06,866
2020-07-07,867
2020-07-08,867
2020-07-09,867
2020-07-10,867
2020-07-11,867
2020-07-12,868
2020-07-13,869
2020-07-14,869
2020-07-15,869
2020-07-16,869
2020-07-17,869
2020-07-18,869
2020-07-19,869
2020-07-20,870
2020-07-21,870
2020-07-22,871
2020-07-23,871
2020-07-24,871
2020-07-25,871
2020-07-26,871
2020-07-27,871
2020-07-28,871
2020-07-29,872
2020-07-30,872
2020-07-31,874
2020-08-01,874
2020-08-02,874
2020-08-03,874
2020-08-04,875
2020-08-05,875
2020-08-06,876
2020-08-07,876
2020-08-08,876
2020-08-09,878
2020-08-10,878
2020-08-11,879
2020-08-12,879
2020-08-13,879
2020-08-14,879
2020-08-15,880
2020-08-16,880
2020-08-17,882
2020-08-18,882
2020-08-19,882
2020-08-20,883
2020-08-21,884
2020-08-22,884
2020-08-23,884
2020-08-24,885
2020-08-25,885
2020-08-26,885
2020-08-27,885
2020-08-28,886
2020-08-29,886
2020-08-30,887
2020-08-31,889
2020-09-01,890
2020-09-02,890
2020-09-03,890
2020-09-04,891
2020-09-05,891
2020-09-06,891
2020-09-07,891
2020-09-08,892
2020-09-09,893
2020-09-10,894
2020-09-11,894
2020-09-12,894
2020-09-13,894
2020-09-14,895
2020-09-15,896
2020-09-16,897
2020-09-17,897
2020-09-18,897
2020-09-19,898
2020-09-20,899
2020-09-21,902
2020-09-22,902
2020-09-23,903
2020-09-24,904
2020-09-25,906
2020-09-26,907
2020-09-27,909
2020-09-28,911
2020-09-29,913
2020-09-30,916
2020-10-01,920
2020-10-02,920
2020-10-03,922
2020-10-04,927
2020-10-05,930
2020-10-06,932
2020-10-07,936
2020-10-08,939
2020-10-09,950
2020-10-10,953
2020-10-11,960
2020-10-12,964
2020-10-13,967
2020-10-14,973
2020-10-15,975
2020-10-16,987
2020-10-17,993
2020-10-18,998
2020-10-19,1003
2020-10-20,1011
2020-10-21,1021
2020-10-22,1029
2020-10-23,1048
2020-10-24,1055
2020-10-25,1071
2020-10-26,1077
2020-10-27,1089
2020-10-28,1095
2020-10-29,1104
2020-10-30,1116
2020-10-31,1133
2020-11-01,1144
2020-11-02,1153
2020-11-03,1164
2020-11-04,1177
2020-11-05,1193
2020-11-06,1209
2020-11-07,1221
2020-11-08,1232
2020-11-09,1245
2020-11-10,1260
2020-11-11,1271
2020-11-12,1283
2020-11-13,1298
2020-11-14,1309
2020-11-15,1327
2020-11-16,1343
2020-11-17,1359
2020-11-18,1372
2020-11-19,1385
2020-11-20,1399
2020-11-21,1412
2020-11-22,1426
2020-11-23,1442
2020-11-24,1456
2020-11-25,1470
2020-11-26,1484
2020-11-27,1492
2020-11-28,1506
2020-11-29,1516
2020-11-30,1528
2020-12-01,1539
2020-12-02,1551
2020-12-03,1558
2020-12-04,1569
2020-12-05,1579
2020-12-06,1590
2020-12-07,1598
2020-12-08,1611
2020-12-09,1622
2020-12-10,1631
2020-12-11,1639
2020-12-12,1646
2020-12-13,1654
2020-12-14,1661
2020-12-15,1668
2020-12-16,1683
2020-12-17,1692
2020-12-18,1699
2020-12-19,1711
2020-12-20,1727
2020-12-21,1739
2020-12-22,1749
2020-12-23,1760
2020-12-24,1773
2020-12-25,1787
2020-12-26,1796
2020-12-27,1810
2020-12-28,1822
2020-12-29,1830
2020-12-30,1842
2020-12-31,1858
2021-01-01,1868
2021-01-02,1882
2021-01-03,1898
2021-01-04,1911
2021-01-05,1932
2021-01-06,1944
2021-01-07,1965
2021-01-08,1987
2021-01-09,2000
2021-01-10,2006
2021-01-11,2024
2021-01-12,2032
2021-01-13,2047
2021-01-14,2056
2021-01-15,2068
2021-01-16,2079
2021-01-17,2084
2021-01-18,2100
2021-01-19,2109
2021-01-20,2121
2021-01-21,2136
2021-01-22,2148
2021-01-23,2157
2021-01-24,2169
2021-01-25,2182
2021-01-26,2198
2021-01-27,2212
2021-01-28,2221
2021-01-29,2238
2021-01-30,2245
2021-01-31,2258
2021-02-01,2270
2021-02-02,2286
2021-02-03,2296
2021-02-04,2305
2021-02-05,2319
2021-02-06,2331
2021-02-07,2339
2021-02-08,2341
2021-02-09,2353
2021-02-10,2363
2021-02-11,2371
2021-02-12,2381
2021-02-13,2388
2021-02-14,2399
2021-02-15,2405
2021-02-16,2412
2021-02-17,2419
2021-02-18,2425
2021-02-19,2433
2021-02-20,2440
2021-02-21,2445
2021-02-22,2456
2021-02-23,2461
2021-02-24,2468
2021-02-25,2475
2021-02-26,2481
2021-02-27,2482
