Datum,OverleeftCumulatief
2020-02-27,0
2020-02-28,0
2020-02-29,0
2020-03-01,0
2020-03-02,0
2020-03-03,0
2020-03-04,2
2020-03-05,2
2020-03-06,2
2020-03-07,3
2020-03-08,3
2020-03-09,3
2020-03-10,3
2020-03-11,3
2020-03-12,3
2020-03-13,4
2020-03-14,6
2020-03-15,6
2020-03-16,7
2020-03-17,7
2020-03-18,10
2020-03-19,10
2020-03-20,12
2020-03-21,14
2020-03-22,17
2020-03-23,19
2020-03-24,22
2020-03-25,26
2020-03-26,35
2020-03-27,41
2020-03-28,45
2020-03-29,56
2020-03-30,65
2020-03-31,81
2020-04-01,99
2020-04-02,113
2020-04-03,135
2020-04-04,148
2020-04-05,157
2020-04-06,179
2020-04-07,200
2020-04-08,224
2020-04-09,252
2020-04-10,278
2020-04-11,297
2020-04-12,313
2020-04-13,328
2020-04-14,377
2020-04-15,428
2020-04-16,476
2020-04-17,520
2020-04-18,542
2020-04-19,548
2020-04-20,603
2020-04-21,653
2020-04-22,696
2020-04-23,741
2020-04-24,800
2020-04-25,817
2020-04-26,824
2020-04-27,834
2020-04-28,881
2020-04-29,918
2020-04-30,957
2020-05-01,997
2020-05-02,1011
2020-05-03,1018
2020-05-04,1058
2020-05-05,1070
2020-05-06,1106
2020-05-07,1142
2020-05-08,1176
2020-05-09,1185
2020-05-10,1188
2020-05-11,1225
2020-05-12,1267
2020-05-13,1299
2020-05-14,1327
2020-05-15,1362
2020-05-16,1372
2020-05-17,1376
2020-05-18,1408
2020-05-19,1439
2020-05-20,1470
2020-05-21,1476
2020-05-22,1508
2020-05-23,1511
2020-05-24,1511
2020-05-25,1534
2020-05-26,1553
2020-05-27,1577
2020-05-28,1608
2020-05-29,1627
2020-05-30,1634
2020-05-31,1634
2020-06-01,1634
2020-06-02,1659
2020-06-03,1679
2020-06-04,1698
2020-06-05,1708
2020-06-06,1710
2020-06-07,1712
2020-06-08,1728
2020-06-09,1739
2020-06-10,1752
2020-06-11,1763
2020-06-12,1771
2020-06-13,1771
2020-06-14,1772
2020-06-15,1790
2020-06-16,1796
2020-06-17,1802
2020-06-18,1809
2020-06-19,1819
2020-06-20,1819
2020-06-21,1819
2020-06-22,1824
2020-06-23,1830
2020-06-24,1837
2020-06-25,1843
2020-06-26,1847
2020-06-27,1847
2020-06-28,1847
2020-06-29,1850
2020-06-30,1856
2020-07-01,1859
2020-07-02,1863
2020-07-03,1871
2020-07-04,1871
2020-07-05,1872
2020-07-06,1877
2020-07-07,1880
2020-07-08,1883
2020-07-09,1886
2020-07-10,1886
2020-07-11,1886
2020-07-12,1888
2020-07-13,1889
2020-07-14,1890
2020-07-15,1894
2020-07-16,1898
2020-07-17,1898
2020-07-18,1898
2020-07-19,1898
2020-07-20,1903
2020-07-21,1905
2020-07-22,1908
2020-07-23,1910
2020-07-24,1913
2020-07-25,1914
2020-07-26,1914
2020-07-27,1916
2020-07-28,1918
2020-07-29,1919
2020-07-30,1922
2020-07-31,1922
2020-08-01,1923
2020-08-02,1923
2020-08-03,1923
2020-08-04,1924
2020-08-05,1927
2020-08-06,1928
2020-08-07,1929
2020-08-08,1929
2020-08-09,1930
2020-08-10,1931
2020-08-11,1932
2020-08-12,1933
2020-08-13,1934
2020-08-14,1935
2020-08-15,1935
2020-08-16,1936
2020-08-17,1940
2020-08-18,1943
2020-08-19,1947
2020-08-20,1950
2020-08-21,1953
2020-08-22,1953
2020-08-23,1954
2020-08-24,1955
2020-08-25,1956
2020-08-26,1962
2020-08-27,1962
