Gemeentecode,PositiefGetest,Gemeente,Provinciecode,Provincie,Datum
14,0,Groningen,20,Groningen,2020-05-03
34,3,Almere,24,Flevoland,2020-05-03
37,0,Stadskanaal,20,Groningen,2020-05-03
47,0,Veendam,20,Groningen,2020-05-03
50,2,Zeewolde,24,Flevoland,2020-05-03
59,0,Achtkarspelen,21,Friesland,2020-05-03
60,0,Ameland,21,Friesland,2020-05-03
72,0,Harlingen,21,Friesland,2020-05-03
74,0,Heerenveen,21,Friesland,2020-05-03
80,0,Leeuwarden,21,Friesland,2020-05-03
85,0,Ooststellingwerf,21,Friesland,2020-05-03
86,0,Opsterland,21,Friesland,2020-05-03
88,0,Schiermonnikoog,21,Friesland,2020-05-03
90,0,Smallingerland,21,Friesland,2020-05-03
93,0,Terschelling,21,Friesland,2020-05-03
96,0,Vlieland,21,Friesland,2020-05-03
98,0,Weststellingwerf,21,Friesland,2020-05-03
106,0,Assen,22,Drenthe,2020-05-03
109,0,Coevorden,22,Drenthe,2020-05-03
114,0,Emmen,22,Drenthe,2020-05-03
118,0,Hoogeveen,22,Drenthe,2020-05-03
119,0,Meppel,22,Drenthe,2020-05-03
141,0,Almelo,23,Overijssel,2020-05-03
147,0,Borne,23,Overijssel,2020-05-03
148,0,Dalfsen,23,Overijssel,2020-05-03
150,7,Deventer,23,Overijssel,2020-05-03
153,1,Enschede,23,Overijssel,2020-05-03
158,0,Haaksbergen,23,Overijssel,2020-05-03
160,1,Hardenberg,23,Overijssel,2020-05-03
163,1,Hellendoorn,23,Overijssel,2020-05-03
164,0,Hengelo,23,Overijssel,2020-05-03
166,2,Kampen,23,Overijssel,2020-05-03
168,0,Losser,23,Overijssel,2020-05-03
171,0,Noordoostpolder,24,Flevoland,2020-05-03
173,0,Oldenzaal,23,Overijssel,2020-05-03
175,0,Ommen,23,Overijssel,2020-05-03
177,1,Raalte,23,Overijssel,2020-05-03
180,0,Staphorst,23,Overijssel,2020-05-03
183,0,Tubbergen,23,Overijssel,2020-05-03
184,0,Urk,24,Flevoland,2020-05-03
189,1,Wierden,23,Overijssel,2020-05-03
193,0,Zwolle,23,Overijssel,2020-05-03
197,0,Aalten,25,Gelderland,2020-05-03
200,5,Apeldoorn,25,Gelderland,2020-05-03
202,3,Arnhem,25,Gelderland,2020-05-03
203,1,Barneveld,25,Gelderland,2020-05-03
209,0,Beuningen,25,Gelderland,2020-05-03
213,1,Brummen,25,Gelderland,2020-05-03
214,0,Buren,25,Gelderland,2020-05-03
216,2,Culemborg,25,Gelderland,2020-05-03
221,2,Doesburg,25,Gelderland,2020-05-03
222,0,Doetinchem,25,Gelderland,2020-05-03
225,1,Druten,25,Gelderland,2020-05-03
226,0,Duiven,25,Gelderland,2020-05-03
228,1,Ede,25,Gelderland,2020-05-03
230,0,Elburg,25,Gelderland,2020-05-03
232,2,Epe,25,Gelderland,2020-05-03
233,6,Ermelo,25,Gelderland,2020-05-03
243,2,Harderwijk,25,Gelderland,2020-05-03
244,0,Hattem,25,Gelderland,2020-05-03
246,0,Heerde,25,Gelderland,2020-05-03
252,0,Heumen,25,Gelderland,2020-05-03
262,2,Lochem,25,Gelderland,2020-05-03
263,1,Maasdriel,25,Gelderland,2020-05-03
267,0,Nijkerk,25,Gelderland,2020-05-03
268,3,Nijmegen,25,Gelderland,2020-05-03
269,3,Oldebroek,25,Gelderland,2020-05-03
273,2,Putten,25,Gelderland,2020-05-03
274,0,Renkum,25,Gelderland,2020-05-03
275,1,Rheden,25,Gelderland,2020-05-03
277,0,Rozendaal,25,Gelderland,2020-05-03
279,0,Scherpenzeel,25,Gelderland,2020-05-03
281,2,Tiel,25,Gelderland,2020-05-03
285,0,Voorst,25,Gelderland,2020-05-03
289,1,Wageningen,25,Gelderland,2020-05-03
293,0,Westervoort,25,Gelderland,2020-05-03
294,0,Winterswijk,25,Gelderland,2020-05-03
296,2,Wijchen,25,Gelderland,2020-05-03
297,1,Zaltbommel,25,Gelderland,2020-05-03
299,1,Zevenaar,25,Gelderland,2020-05-03
301,6,Zutphen,25,Gelderland,2020-05-03
302,2,Nunspeet,25,Gelderland,2020-05-03
