Gemeentecode,PositiefGetest,Gemeente,Provinciecode,Provincie,Datum
14,713,Groningen,20,Groningen,2022-03-08
34,520,Almere,24,Flevoland,2022-03-08
37,80,Stadskanaal,20,Groningen,2022-03-08
47,91,Veendam,20,Groningen,2022-03-08
50,58,Zeewolde,24,Flevoland,2022-03-08
59,87,Achtkarspelen,21,Friesland,2022-03-08
60,2,Ameland,21,Friesland,2022-03-08
72,94,Harlingen,21,Friesland,2022-03-08
74,220,Heerenveen,21,Friesland,2022-03-08
80,582,Leeuwarden,21,Friesland,2022-03-08
85,99,Ooststellingwerf,21,Friesland,2022-03-08
86,110,Opsterland,21,Friesland,2022-03-08
88,0,Schiermonnikoog,21,Friesland,2022-03-08
90,183,Smallingerland,21,Friesland,2022-03-08
93,2,Terschelling,21,Friesland,2022-03-08
96,0,Vlieland,21,Friesland,2022-03-08
98,87,Weststellingwerf,21,Friesland,2022-03-08
106,250,Assen,22,Drenthe,2022-03-08
109,140,Coevorden,22,Drenthe,2022-03-08
114,687,Emmen,22,Drenthe,2022-03-08
118,181,Hoogeveen,22,Drenthe,2022-03-08
119,228,Meppel,22,Drenthe,2022-03-08
141,230,Almelo,23,Overijssel,2022-03-08
147,65,Borne,23,Overijssel,2022-03-08
148,92,Dalfsen,23,Overijssel,2022-03-08
150,363,Deventer,23,Overijssel,2022-03-08
153,504,Enschede,23,Overijssel,2022-03-08
158,100,Haaksbergen,23,Overijssel,2022-03-08
160,239,Hardenberg,23,Overijssel,2022-03-08
163,63,Hellendoorn,23,Overijssel,2022-03-08
164,231,Hengelo,23,Overijssel,2022-03-08
166,144,Kampen,23,Overijssel,2022-03-08
168,69,Losser,23,Overijssel,2022-03-08
171,137,Noordoostpolder,24,Flevoland,2022-03-08
173,101,Oldenzaal,23,Overijssel,2022-03-08
175,47,Ommen,23,Overijssel,2022-03-08
177,136,Raalte,23,Overijssel,2022-03-08
180,53,Staphorst,23,Overijssel,2022-03-08
183,79,Tubbergen,23,Overijssel,2022-03-08
184,2,Urk,24,Flevoland,2022-03-08
189,72,Wierden,23,Overijssel,2022-03-08
193,487,Zwolle,23,Overijssel,2022-03-08
197,116,Aalten,25,Gelderland,2022-03-08
200,581,Apeldoorn,25,Gelderland,2022-03-08
202,694,Arnhem,25,Gelderland,2022-03-08
203,185,Barneveld,25,Gelderland,2022-03-08
209,142,Beuningen,25,Gelderland,2022-03-08
213,76,Brummen,25,Gelderland,2022-03-08
214,120,Buren,25,Gelderland,2022-03-08
216,135,Culemborg,25,Gelderland,2022-03-08
221,31,Doesburg,25,Gelderland,2022-03-08
222,300,Doetinchem,25,Gelderland,2022-03-08
225,133,Druten,25,Gelderland,2022-03-08
226,106,Duiven,25,Gelderland,2022-03-08
228,388,Ede,25,Gelderland,2022-03-08
230,40,Elburg,25,Gelderland,2022-03-08
232,112,Epe,25,Gelderland,2022-03-08
233,62,Ermelo,25,Gelderland,2022-03-08
243,97,Harderwijk,25,Gelderland,2022-03-08
244,44,Hattem,25,Gelderland,2022-03-08
246,61,Heerde,25,Gelderland,2022-03-08
252,110,Heumen,25,Gelderland,2022-03-08
262,92,Lochem,25,Gelderland,2022-03-08
263,163,Maasdriel,25,Gelderland,2022-03-08
267,132,Nijkerk,25,Gelderland,2022-03-08
268,884,Nijmegen,25,Gelderland,2022-03-08
269,81,Oldebroek,25,Gelderland,2022-03-08
273,64,Putten,25,Gelderland,2022-03-08
274,132,Renkum,25,Gelderland,2022-03-08
275,152,Rheden,25,Gelderland,2022-03-08
277,7,Rozendaal,25,Gelderland,2022-03-08
279,58,Scherpenzeel,25,Gelderland,2022-03-08
281,194,Tiel,25,Gelderland,2022-03-08
285,110,Voorst,25,Gelderland,2022-03-08
289,167,Wageningen,25,Gelderland,2022-03-08
293,92,Westervoort,25,Gelderland,2022-03-08
294,98,Winterswijk,25,Gelderland,2022-03-08
296,305,Wijchen,25,Gelderland,2022-03-08
297,139,Zaltbommel,25,Gelderland,2022-03-08
299,197,Zevenaar,25,Gelderland,2022-03-08
301,137,Zutphen,25,Gelderland,2022-03-08
302,68,Nunspeet,25,Gelderland,2022-03-08
303,132,Dronten,24,Flevoland,2022-03-08
307,617,Amersfoort,26,Utrecht,2022-03-08
