Gemeentecode,PositiefGetest,Gemeente,Provinciecode,Provincie,Datum
14,34,Groningen,20,Groningen,2021-06-02
34,14,Almere,24,Flevoland,2021-06-02
37,2,Stadskanaal,20,Groningen,2021-06-02
47,4,Veendam,20,Groningen,2021-06-02
50,4,Zeewolde,24,Flevoland,2021-06-02
59,1,Achtkarspelen,21,Friesland,2021-06-02
60,0,Ameland,21,Friesland,2021-06-02
72,3,Harlingen,21,Friesland,2021-06-02
74,4,Heerenveen,21,Friesland,2021-06-02
80,17,Leeuwarden,21,Friesland,2021-06-02
85,3,Ooststellingwerf,21,Friesland,2021-06-02
86,3,Opsterland,21,Friesland,2021-06-02
88,0,Schiermonnikoog,21,Friesland,2021-06-02
90,15,Smallingerland,21,Friesland,2021-06-02
93,0,Terschelling,21,Friesland,2021-06-02
96,0,Vlieland,21,Friesland,2021-06-02
98,3,Weststellingwerf,21,Friesland,2021-06-02
106,5,Assen,22,Drenthe,2021-06-02
109,6,Coevorden,22,Drenthe,2021-06-02
114,20,Emmen,22,Drenthe,2021-06-02
118,12,Hoogeveen,22,Drenthe,2021-06-02
119,6,Meppel,22,Drenthe,2021-06-02
141,9,Almelo,23,Overijssel,2021-06-02
147,2,Borne,23,Overijssel,2021-06-02
148,1,Dalfsen,23,Overijssel,2021-06-02
150,17,Deventer,23,Overijssel,2021-06-02
153,17,Enschede,23,Overijssel,2021-06-02
158,0,Haaksbergen,23,Overijssel,2021-06-02
160,9,Hardenberg,23,Overijssel,2021-06-02
163,4,Hellendoorn,23,Overijssel,2021-06-02
164,12,Hengelo,23,Overijssel,2021-06-02
166,8,Kampen,23,Overijssel,2021-06-02
168,1,Losser,23,Overijssel,2021-06-02
171,4,Noordoostpolder,24,Flevoland,2021-06-02
173,6,Oldenzaal,23,Overijssel,2021-06-02
175,3,Ommen,23,Overijssel,2021-06-02
177,5,Raalte,23,Overijssel,2021-06-02
180,9,Staphorst,23,Overijssel,2021-06-02
183,1,Tubbergen,23,Overijssel,2021-06-02
184,6,Urk,24,Flevoland,2021-06-02
189,1,Wierden,23,Overijssel,2021-06-02
193,22,Zwolle,23,Overijssel,2021-06-02
197,1,Aalten,25,Gelderland,2021-06-02
200,11,Apeldoorn,25,Gelderland,2021-06-02
202,19,Arnhem,25,Gelderland,2021-06-02
203,7,Barneveld,25,Gelderland,2021-06-02
209,3,Beuningen,25,Gelderland,2021-06-02
213,1,Brummen,25,Gelderland,2021-06-02
214,9,Buren,25,Gelderland,2021-06-02
216,7,Culemborg,25,Gelderland,2021-06-02
221,2,Doesburg,25,Gelderland,2021-06-02
222,5,Doetinchem,25,Gelderland,2021-06-02
225,1,Druten,25,Gelderland,2021-06-02
226,6,Duiven,25,Gelderland,2021-06-02
228,12,Ede,25,Gelderland,2021-06-02
230,5,Elburg,25,Gelderland,2021-06-02
232,1,Epe,25,Gelderland,2021-06-02
233,7,Ermelo,25,Gelderland,2021-06-02
243,0,Harderwijk,25,Gelderland,2021-06-02
244,0,Hattem,25,Gelderland,2021-06-02
246,1,Heerde,25,Gelderland,2021-06-02
252,2,Heumen,25,Gelderland,2021-06-02
262,2,Lochem,25,Gelderland,2021-06-02
263,6,Maasdriel,25,Gelderland,2021-06-02
267,12,Nijkerk,25,Gelderland,2021-06-02
