Gemeentecode,PositiefGetest,Gemeente,Provinciecode,Provincie,Datum
3,5,Appingedam,20,Groningen,2020-07-08
10,18,Delfzijl,20,Groningen,2020-07-08
14,175,Groningen,20,Groningen,2020-07-08
24,2,Loppersum,20,Groningen,2020-07-08
34,456,Almere,24,Flevoland,2020-07-08
37,9,Stadskanaal,20,Groningen,2020-07-08
47,8,Veendam,20,Groningen,2020-07-08
50,49,Zeewolde,24,Flevoland,2020-07-08
59,12,Achtkarspelen,21,Friesland,2020-07-08
60,0,Ameland,21,Friesland,2020-07-08
72,17,Harlingen,21,Friesland,2020-07-08
74,94,Heerenveen,21,Friesland,2020-07-08
80,66,Leeuwarden,21,Friesland,2020-07-08
85,7,Ooststellingwerf,21,Friesland,2020-07-08
86,23,Opsterland,21,Friesland,2020-07-08
88,0,Schiermonnikoog,21,Friesland,2020-07-08
90,58,Smallingerland,21,Friesland,2020-07-08
93,2,Terschelling,21,Friesland,2020-07-08
96,0,Vlieland,21,Friesland,2020-07-08
98,29,Weststellingwerf,21,Friesland,2020-07-08
106,46,Assen,22,Drenthe,2020-07-08
109,57,Coevorden,22,Drenthe,2020-07-08
114,103,Emmen,22,Drenthe,2020-07-08
118,92,Hoogeveen,22,Drenthe,2020-07-08
119,46,Meppel,22,Drenthe,2020-07-08
141,94,Almelo,23,Overijssel,2020-07-08
147,50,Borne,23,Overijssel,2020-07-08
148,80,Dalfsen,23,Overijssel,2020-07-08
150,334,Deventer,23,Overijssel,2020-07-08
153,244,Enschede,23,Overijssel,2020-07-08
158,56,Haaksbergen,23,Overijssel,2020-07-08
160,170,Hardenberg,23,Overijssel,2020-07-08
163,96,Hellendoorn,23,Overijssel,2020-07-08
164,129,Hengelo,23,Overijssel,2020-07-08
166,343,Kampen,23,Overijssel,2020-07-08
168,25,Losser,23,Overijssel,2020-07-08
171,81,Noordoostpolder,24,Flevoland,2020-07-08
173,50,Oldenzaal,23,Overijssel,2020-07-08
175,53,Ommen,23,Overijssel,2020-07-08
177,155,Raalte,23,Overijssel,2020-07-08
180,60,Staphorst,23,Overijssel,2020-07-08
183,81,Tubbergen,23,Overijssel,2020-07-08
184,84,Urk,24,Flevoland,2020-07-08
189,50,Wierden,23,Overijssel,2020-07-08
193,361,Zwolle,23,Overijssel,2020-07-08
197,60,Aalten,25,Gelderland,2020-07-08
200,455,Apeldoorn,25,Gelderland,2020-07-08
202,406,Arnhem,25,Gelderland,2020-07-08
203,139,Barneveld,25,Gelderland,2020-07-08
209,74,Beuningen,25,Gelderland,2020-07-08
213,36,Brummen,25,Gelderland,2020-07-08
214,63,Buren,25,Gelderland,2020-07-08
216,73,Culemborg,25,Gelderland,2020-07-08
221,32,Doesburg,25,Gelderland,2020-07-08
222,104,Doetinchem,25,Gelderland,2020-07-08
225,115,Druten,25,Gelderland,2020-07-08
226,52,Duiven,25,Gelderland,2020-07-08
228,222,Ede,25,Gelderland,2020-07-08
230,150,Elburg,25,Gelderland,2020-07-08
232,138,Epe,25,Gelderland,2020-07-08
233,150,Ermelo,25,Gelderland,2020-07-08
243,181,Harderwijk,25,Gelderland,2020-07-08
244,42,Hattem,25,Gelderland,2020-07-08
246,193,Heerde,25,Gelderland,2020-07-08
252,74,Heumen,25,Gelderland,2020-07-08
262,98,Lochem,25,Gelderland,2020-07-08
263,61,Maasdriel,25,Gelderland,2020-07-08
267,64,Nijkerk,25,Gelderland,2020-07-08
268,660,Nijmegen,25,Gelderland,2020-07-08
269,171,Oldebroek,25,Gelderland,2020-07-08
273,35,Putten,25,Gelderland,2020-07-08
274,79,Renkum,25,Gelderland,2020-07-08
275,146,Rheden,25,Gelderland,2020-07-08
277,3,Rozendaal,25,Gelderland,2020-07-08
279,33,Scherpenzeel,25,Gelderland,2020-07-08
281,149,Tiel,25,Gelderland,2020-07-08
285,82,Voorst,25,Gelderland,2020-07-08
289,52,Wageningen,25,Gelderland,2020-07-08
293,43,Westervoort,25,Gelderland,2020-07-08
294,48,Winterswijk,25,Gelderland,2020-07-08
296,149,Wijchen,25,Gelderland,2020-07-08
297,101,Zaltbommel,25,Gelderland,2020-07-08
299,119,Zevenaar,25,Gelderland,2020-07-08
301,105,Zutphen,25,Gelderland,2020-07-08
302,224,Nunspeet,25,Gelderland,2020-07-08
303,125,Dronten,24,Flevoland,2020-07-08
307,232,Amersfoort,26,Utrecht,2020-07-08
308,64,Baarn,26,Utrecht,2020-07-08
310,182,De Bilt,26,Utrecht,2020-07-08
312,46,Bunnik,26,Utrecht,2020-07-08
313,67,Bunschoten,26,Utrecht,2020-07-08
317,17,Eemnes,26,Utrecht,2020-07-08
321,142,Houten,26,Utrecht,2020-07-08
327,53,Leusden,26,Utrecht,2020-07-08
331,65,Lopik,26,Utrecht,2020-07-08
335,45,Montfoort,26,Utrecht,2020-07-08
339,19,Renswoude,26,Utrecht,2020-07-08
340,48,Rhenen,26,Utrecht,2020-07-08
342,94,Soest,26,Utrecht,2020-07-08
344,1323,Utrecht,26,Utrecht,2020-07-08
345,196,Veenendaal,26,Utrecht,2020-07-08
351,32,Woudenberg,26,Utrecht,2020-07-08
352,40,Wijk bij Duurstede,26,Utrecht,2020-07-08
353,153,IJsselstein,26,Utrecht,2020-07-08
355,216,Zeist,26,Utrecht,2020-07-08
356,157,Nieuwegein,26,Utrecht,2020-07-08
358,42,Aalsmeer,27,Noord-Holland,2020-07-08
361,247,Alkmaar,27,Noord-Holland,2020-07-08
362,331,Amstelveen,27,Noord-Holland,2020-07-08
363,2712,Amsterdam,27,Noord-Holland,2020-07-08
370,14,Beemster,27,Noord-Holland,2020-07-08
373,86,Bergen (NH.),27,Noord-Holland,2020-07-08
375,83,Beverwijk,27,Noord-Holland,2020-07-08
376,33,Blaricum,27,Noord-Holland,2020-07-08
377,52,Bloemendaal,27,Noord-Holland,2020-07-08
383,80,Castricum,27,Noord-Holland,2020-07-08
384,105,Diemen,27,Noord-Holland,2020-07-08
