Gemeentecode,PositiefGetest,Gemeente,Provinciecode,Provincie,Datum
14,49,Groningen,20,Groningen,2021-03-24
34,77,Almere,24,Flevoland,2021-03-24
37,13,Stadskanaal,20,Groningen,2021-03-24
47,14,Veendam,20,Groningen,2021-03-24
50,6,Zeewolde,24,Flevoland,2021-03-24
59,7,Achtkarspelen,21,Friesland,2021-03-24
60,0,Ameland,21,Friesland,2021-03-24
72,8,Harlingen,21,Friesland,2021-03-24
74,7,Heerenveen,21,Friesland,2021-03-24
80,50,Leeuwarden,21,Friesland,2021-03-24
85,11,Ooststellingwerf,21,Friesland,2021-03-24
86,2,Opsterland,21,Friesland,2021-03-24
88,2,Schiermonnikoog,21,Friesland,2021-03-24
90,22,Smallingerland,21,Friesland,2021-03-24
93,0,Terschelling,21,Friesland,2021-03-24
96,0,Vlieland,21,Friesland,2021-03-24
98,4,Weststellingwerf,21,Friesland,2021-03-24
106,26,Assen,22,Drenthe,2021-03-24
109,9,Coevorden,22,Drenthe,2021-03-24
114,61,Emmen,22,Drenthe,2021-03-24
118,20,Hoogeveen,22,Drenthe,2021-03-24
119,13,Meppel,22,Drenthe,2021-03-24
141,11,Almelo,23,Overijssel,2021-03-24
147,10,Borne,23,Overijssel,2021-03-24
148,16,Dalfsen,23,Overijssel,2021-03-24
150,37,Deventer,23,Overijssel,2021-03-24
153,42,Enschede,23,Overijssel,2021-03-24
158,4,Haaksbergen,23,Overijssel,2021-03-24
160,18,Hardenberg,23,Overijssel,2021-03-24
163,6,Hellendoorn,23,Overijssel,2021-03-24
164,14,Hengelo,23,Overijssel,2021-03-24
166,9,Kampen,23,Overijssel,2021-03-24
168,4,Losser,23,Overijssel,2021-03-24
171,7,Noordoostpolder,24,Flevoland,2021-03-24
173,13,Oldenzaal,23,Overijssel,2021-03-24
175,5,Ommen,23,Overijssel,2021-03-24
177,9,Raalte,23,Overijssel,2021-03-24
180,7,Staphorst,23,Overijssel,2021-03-24
183,13,Tubbergen,23,Overijssel,2021-03-24
184,5,Urk,24,Flevoland,2021-03-24
189,9,Wierden,23,Overijssel,2021-03-24
193,46,Zwolle,23,Overijssel,2021-03-24
197,26,Aalten,25,Gelderland,2021-03-24
200,40,Apeldoorn,25,Gelderland,2021-03-24
202,33,Arnhem,25,Gelderland,2021-03-24
203,24,Barneveld,25,Gelderland,2021-03-24
209,12,Beuningen,25,Gelderland,2021-03-24
213,4,Brummen,25,Gelderland,2021-03-24
214,19,Buren,25,Gelderland,2021-03-24
216,12,Culemborg,25,Gelderland,2021-03-24
221,3,Doesburg,25,Gelderland,2021-03-24
222,23,Doetinchem,25,Gelderland,2021-03-24
225,9,Druten,25,Gelderland,2021-03-24
226,8,Duiven,25,Gelderland,2021-03-24
228,32,Ede,25,Gelderland,2021-03-24
230,6,Elburg,25,Gelderland,2021-03-24
232,14,Epe,25,Gelderland,2021-03-24
233,5,Ermelo,25,Gelderland,2021-03-24
243,24,Harderwijk,25,Gelderland,2021-03-24
244,2,Hattem,25,Gelderland,2021-03-24
246,4,Heerde,25,Gelderland,2021-03-24
252,9,Heumen,25,Gelderland,2021-03-24
262,14,Lochem,25,Gelderland,2021-03-24
263,42,Maasdriel,25,Gelderland,2021-03-24
267,9,Nijkerk,25,Gelderland,2021-03-24
268,87,Nijmegen,25,Gelderland,2021-03-24
269,11,Oldebroek,25,Gelderland,2021-03-24
273,11,Putten,25,Gelderland,2021-03-24
274,8,Renkum,25,Gelderland,2021-03-24
275,17,Rheden,25,Gelderland,2021-03-24
277,0,Rozendaal,25,Gelderland,2021-03-24
279,3,Scherpenzeel,25,Gelderland,2021-03-24
281,36,Tiel,25,Gelderland,2021-03-24
285,3,Voorst,25,Gelderland,2021-03-24
289,16,Wageningen,25,Gelderland,2021-03-24
293,9,Westervoort,25,Gelderland,2021-03-24
294,8,Winterswijk,25,Gelderland,2021-03-24
296,10,Wijchen,25,Gelderland,2021-03-24
297,21,Zaltbommel,25,Gelderland,2021-03-24
299,13,Zevenaar,25,Gelderland,2021-03-24
301,10,Zutphen,25,Gelderland,2021-03-24
302,7,Nunspeet,25,Gelderland,2021-03-24
303,10,Dronten,24,Flevoland,2021-03-24
307,91,Amersfoort,26,Utrecht,2021-03-24
308,8,Baarn,26,Utrecht,2021-03-24
310,14,De Bilt,26,Utrecht,2021-03-24
312,1,Bunnik,26,Utrecht,2021-03-24
313,19,Bunschoten,26,Utrecht,2021-03-24
317,4,Eemnes,26,Utrecht,2021-03-24
321,10,Houten,26,Utrecht,2021-03-24
327,12,Leusden,26,Utrecht,2021-03-24
331,5,Lopik,26,Utrecht,2021-03-24
335,3,Montfoort,26,Utrecht,2021-03-24
339,5,Renswoude,26,Utrecht,2021-03-24
340,22,Rhenen,26,Utrecht,2021-03-24
342,19,Soest,26,Utrecht,2021-03-24
344,133,Utrecht,26,Utrecht,2021-03-24
345,59,Veenendaal,26,Utrecht,2021-03-24
351,9,Woudenberg,26,Utrecht,2021-03-24
352,13,Wijk bij Duurstede,26,Utrecht,2021-03-24
353,16,IJsselstein,26,Utrecht,2021-03-24
355,10,Zeist,26,Utrecht,2021-03-24
356,34,Nieuwegein,26,Utrecht,2021-03-24
358,17,Aalsmeer,27,Noord-Holland,2021-03-24
361,43,Alkmaar,27,Noord-Holland,2021-03-24
362,30,Amstelveen,27,Noord-Holland,2021-03-24
363,170,Amsterdam,27,Noord-Holland,2021-03-24
363,132,Amsterdam,27,Noord-Holland,2021-03-24
370,3,Beemster,27,Noord-Holland,2021-03-24
373,13,Bergen (NH.),27,Noord-Holland,2021-03-24
375,20,Beverwijk,27,Noord-Holland,2021-03-24
376,4,Blaricum,27,Noord-Holland,2021-03-24
377,13,Bloemendaal,27,Noord-Holland,2021-03-24
383,18,Castricum,27,Noord-Holland,2021-03-24
384,8,Diemen,27,Noord-Holland,2021-03-24
385,27,Edam-Volendam,27,Noord-Holland,2021-03-24
388,3,Enkhuizen,27,Noord-Holland,2021-03-24
392,76,Haarlem,27,Noord-Holland,2021-03-24
394,89,Haarlemmermeer,27,Noord-Holland,2021-03-24
396,19,Heemskerk,27,Noord-Holland,2021-03-24
397,13,Heemstede,27,Noord-Holland,2021-03-24
398,34,Heerhugowaard,27,Noord-Holland,2021-03-24
399,8,Heiloo,27,Noord-Holland,2021-03-24
400,37,Den Helder,27,Noord-Holland,2021-03-24
402,14,Hilversum,27,Noord-Holland,2021-03-24
405,39,Hoorn,27,Noord-Holland,2021-03-24
406,16,Huizen,27,Noord-Holland,2021-03-24
415,3,Landsmeer,27,Noord-Holland,2021-03-24
416,10,Langedijk,27,Noord-Holland,2021-03-24
417,3,Laren,27,Noord-Holland,2021-03-24
420,29,Medemblik,27,Noord-Holland,2021-03-24
431,1,Oostzaan,27,Noord-Holland,2021-03-24
432,6,Opmeer,27,Noord-Holland,2021-03-24
437,9,Ouder-Amstel,27,Noord-Holland,2021-03-24
439,43,Purmerend,27,Noord-Holland,2021-03-24
441,30,Schagen,27,Noord-Holland,2021-03-24
448,1,Texel,27,Noord-Holland,2021-03-24
450,4,Uitgeest,27,Noord-Holland,2021-03-24
451,11,Uithoorn,27,Noord-Holland,2021-03-24
453,54,Velsen,27,Noord-Holland,2021-03-24
457,5,Weesp,27,Noord-Holland,2021-03-24
473,12,Zandvoort,27,Noord-Holland,2021-03-24
479,61,Zaanstad,27,Noord-Holland,2021-03-24
482,24,Alblasserdam,28,Zuid-Holland,2021-03-24
484,47,Alphen aan den Rijn,28,Zuid-Holland,2021-03-24
489,40,Barendrecht,28,Zuid-Holland,2021-03-24
498,9,Drechterland,27,Noord-Holland,2021-03-24
501,8,Brielle,28,Zuid-Holland,2021-03-24
502,49,Capelle aan den IJssel,28,Zuid-Holland,2021-03-24
503,40,Delft,28,Zuid-Holland,2021-03-24
505,76,Dordrecht,28,Zuid-Holland,2021-03-24
512,23,Gorinchem,28,Zuid-Holland,2021-03-24
513,21,Gouda,28,Zuid-Holland,2021-03-24
518,204,'s-Gravenhage,28,Zuid-Holland,2021-03-24
523,17,Hardinxveld-Giessendam,28,Zuid-Holland,2021-03-24
530,15,Hellevoetsluis,28,Zuid-Holland,2021-03-24
531,32,Hendrik-Ido-Ambacht,28,Zuid-Holland,2021-03-24
532,12,Stede Broec,27,Noord-Holland,2021-03-24
534,7,Hillegom,28,Zuid-Holland,2021-03-24
537,44,Katwijk,28,Zuid-Holland,2021-03-24
542,12,Krimpen aan den IJssel,28,Zuid-Holland,2021-03-24
546,33,Leiden,28,Zuid-Holland,2021-03-24
547,12,Leiderdorp,28,Zuid-Holland,2021-03-24
553,10,Lisse,28,Zuid-Holland,2021-03-24
556,12,Maassluis,28,Zuid-Holland,2021-03-24
569,30,Nieuwkoop,28,Zuid-Holland,2021-03-24
575,14,Noordwijk,28,Zuid-Holland,2021-03-24
579,8,Oegstgeest,28,Zuid-Holland,2021-03-24
589,7,Oudewater,26,Utrecht,2021-03-24
590,28,Papendrecht,28,Zuid-Holland,2021-03-24
597,21,Ridderkerk,28,Zuid-Holland,2021-03-24
599,301,Rotterdam,28,Zuid-Holland,2021-03-24
603,27,Rijswijk,28,Zuid-Holland,2021-03-24
606,56,Schiedam,28,Zuid-Holland,2021-03-24
610,15,Sliedrecht,28,Zuid-Holland,2021-03-24
613,10,Albrandswaard,28,Zuid-Holland,2021-03-24
614,5,Westvoorne,28,Zuid-Holland,2021-03-24
622,43,Vlaardingen,28,Zuid-Holland,2021-03-24
626,8,Voorschoten,28,Zuid-Holland,2021-03-24
627,11,Waddinxveen,28,Zuid-Holland,2021-03-24
629,5,Wassenaar,28,Zuid-Holland,2021-03-24
632,21,Woerden,26,Utrecht,2021-03-24
637,36,Zoetermeer,28,Zuid-Holland,2021-03-24
638,3,Zoeterwoude,28,Zuid-Holland,2021-03-24
642,21,Zwijndrecht,28,Zuid-Holland,2021-03-24
654,6,Borsele,29,Zeeland,2021-03-24
664,11,Goes,29,Zeeland,2021-03-24
668,3,West Maas en Waal,25,Gelderland,2021-03-24
677,3,Hulst,29,Zeeland,2021-03-24
678,7,Kapelle,29,Zeeland,2021-03-24
687,21,Middelburg,29,Zeeland,2021-03-24
703,14,Reimerswaal,29,Zeeland,2021-03-24
715,20,Terneuzen,29,Zeeland,2021-03-24
716,16,Tholen,29,Zeeland,2021-03-24
717,12,Veere,29,Zeeland,2021-03-24
718,33,Vlissingen,29,Zeeland,2021-03-24
736,19,De Ronde Venen,26,Utrecht,2021-03-24
737,7,Tytsjerksteradiel,21,Friesland,2021-03-24
743,12,Asten,30,Noord-Brabant,2021-03-24
744,3,Baarle-Nassau,30,Noord-Brabant,2021-03-24
748,37,Bergen op Zoom,30,Noord-Brabant,2021-03-24
753,13,Best,30,Noord-Brabant,2021-03-24
755,2,Boekel,30,Noord-Brabant,2021-03-24
756,11,Boxmeer,30,Noord-Brabant,2021-03-24
757,12,Boxtel,30,Noord-Brabant,2021-03-24
758,54,Breda,30,Noord-Brabant,2021-03-24
762,17,Deurne,30,Noord-Brabant,2021-03-24
765,6,Pekela,20,Groningen,2021-03-24
766,19,Dongen,30,Noord-Brabant,2021-03-24
770,12,Eersel,30,Noord-Brabant,2021-03-24
772,110,Eindhoven,30,Noord-Brabant,2021-03-24
777,12,Etten-Leur,30,Noord-Brabant,2021-03-24
779,7,Geertruidenberg,30,Noord-Brabant,2021-03-24
784,9,Gilze en Rijen,30,Noord-Brabant,2021-03-24
785,9,Goirle,30,Noord-Brabant,2021-03-24
786,2,Grave,30,Noord-Brabant,2021-03-24
794,51,Helmond,30,Noord-Brabant,2021-03-24
796,100,'s-Hertogenbosch,30,Noord-Brabant,2021-03-24
797,42,Heusden,30,Noord-Brabant,2021-03-24
798,4,Hilvarenbeek,30,Noord-Brabant,2021-03-24
809,11,Loon op Zand,30,Noord-Brabant,2021-03-24
815,15,Mill en Sint Hubert,30,Noord-Brabant,2021-03-24
820,5,"Nuenen, Gerwen en Nederwetten",30,Noord-Brabant,2021-03-24
823,16,Oirschot,30,Noord-Brabant,2021-03-24
824,7,Oisterwijk,30,Noord-Brabant,2021-03-24
826,15,Oosterhout,30,Noord-Brabant,2021-03-24
828,55,Oss,30,Noord-Brabant,2021-03-24
840,5,Rucphen,30,Noord-Brabant,2021-03-24
845,12,Sint-Michielsgestel,30,Noord-Brabant,2021-03-24
847,18,Someren,30,Noord-Brabant,2021-03-24
848,6,Son en Breugel,30,Noord-Brabant,2021-03-24
851,10,Steenbergen,30,Noord-Brabant,2021-03-24
852,3,Waterland,27,Noord-Holland,2021-03-24
855,127,Tilburg,30,Noord-Brabant,2021-03-24
856,32,Uden,30,Noord-Brabant,2021-03-24
858,19,Valkenswaard,30,Noord-Brabant,2021-03-24
861,27,Veldhoven,30,Noord-Brabant,2021-03-24
865,16,Vught,30,Noord-Brabant,2021-03-24
866,13,Waalre,30,Noord-Brabant,2021-03-24
867,42,Waalwijk,30,Noord-Brabant,2021-03-24
873,14,Woensdrecht,30,Noord-Brabant,2021-03-24
879,5,Zundert,30,Noord-Brabant,2021-03-24
880,13,Wormerland,27,Noord-Holland,2021-03-24
882,6,Landgraaf,31,Limburg,2021-03-24
888,5,Beek,31,Limburg,2021-03-24
889,10,Beesel,31,Limburg,2021-03-24
893,1,Bergen (L.),31,Limburg,2021-03-24
899,17,Brunssum,31,Limburg,2021-03-24
907,7,Gennep,31,Limburg,2021-03-24
917,22,Heerlen,31,Limburg,2021-03-24
928,15,Kerkrade,31,Limburg,2021-03-24
935,41,Maastricht,31,Limburg,2021-03-24
938,5,Meerssen,31,Limburg,2021-03-24
944,2,Mook en Middelaar,31,Limburg,2021-03-24
946,1,Nederweert,31,Limburg,2021-03-24
957,27,Roermond,31,Limburg,2021-03-24
965,6,Simpelveld,31,Limburg,2021-03-24
971,7,Stein,31,Limburg,2021-03-24
981,0,Vaals,31,Limburg,2021-03-24
983,45,Venlo,31,Limburg,2021-03-24
984,11,Venray,31,Limburg,2021-03-24
986,3,Voerendaal,31,Limburg,2021-03-24
988,7,Weert,31,Limburg,2021-03-24
994,4,Valkenburg aan de Geul,31,Limburg,2021-03-24
995,44,Lelystad,24,Flevoland,2021-03-24
1507,11,Horst aan de Maas,31,Limburg,2021-03-24
1509,17,Oude IJsselstreek,25,Gelderland,2021-03-24
1525,15,Teylingen,28,Zuid-Holland,2021-03-24
1581,14,Utrechtse Heuvelrug,26,Utrecht,2021-03-24
1586,6,Oost Gelre,25,Gelderland,2021-03-24
1598,26,Koggenland,27,Noord-Holland,2021-03-24
1621,42,Lansingerland,28,Zuid-Holland,2021-03-24
1640,12,Leudal,31,Limburg,2021-03-24
1641,4,Maasgouw,31,Limburg,2021-03-24
1652,13,Gemert-Bakel,30,Noord-Brabant,2021-03-24
1655,5,Halderberge,30,Noord-Brabant,2021-03-24
1658,7,Heeze-Leende,30,Noord-Brabant,2021-03-24
1659,17,Laarbeek,30,Noord-Brabant,2021-03-24
1667,6,Reusel-De Mierden,30,Noord-Brabant,2021-03-24
1669,7,Roerdalen,31,Limburg,2021-03-24
1674,33,Roosendaal,30,Noord-Brabant,2021-03-24
1676,9,Schouwen-Duiveland,29,Zeeland,2021-03-24
1680,5,Aa en Hunze,22,Drenthe,2021-03-24
1681,5,Borger-Odoorn,22,Drenthe,2021-03-24
1684,13,Cuijk,30,Noord-Brabant,2021-03-24
1685,8,Landerd,30,Noord-Brabant,2021-03-24
1690,10,De Wolden,22,Drenthe,2021-03-24
1695,3,Noord-Beveland,29,Zeeland,2021-03-24
1696,10,Wijdemeren,27,Noord-Holland,2021-03-24
1699,17,Noordenveld,22,Drenthe,2021-03-24
1700,16,Twenterand,23,Overijssel,2021-03-24
1701,3,Westerveld,22,Drenthe,2021-03-24
1702,10,Sint Anthonis,30,Noord-Brabant,2021-03-24
1705,21,Lingewaard,25,Gelderland,2021-03-24
1706,7,Cranendonck,30,Noord-Brabant,2021-03-24
1708,29,Steenwijkerland,23,Overijssel,2021-03-24
1709,13,Moerdijk,30,Noord-Brabant,2021-03-24
1711,5,Echt-Susteren,31,Limburg,2021-03-24
1714,9,Sluis,29,Zeeland,2021-03-24
1719,16,Drimmelen,30,Noord-Brabant,2021-03-24
1721,21,Bernheze,30,Noord-Brabant,2021-03-24
1723,4,Alphen-Chaam,30,Noord-Brabant,2021-03-24
1724,3,Bergeijk,30,Noord-Brabant,2021-03-24
1728,7,Bladel,30,Noord-Brabant,2021-03-24
1729,1,Gulpen-Wittem,31,Limburg,2021-03-24
1730,4,Tynaarlo,22,Drenthe,2021-03-24
1731,17,Midden-Drenthe,22,Drenthe,2021-03-24
1734,12,Overbetuwe,25,Gelderland,2021-03-24
1735,24,Hof van Twente,23,Overijssel,2021-03-24
1740,13,Neder-Betuwe,25,Gelderland,2021-03-24
1742,14,Rijssen-Holten,23,Overijssel,2021-03-24
