Gemeentecode,PositiefGetest,Gemeente,Provinciecode,Provincie,Datum
14,533,Groningen,20,Groningen,2021-07-11
34,87,Almere,24,Flevoland,2021-07-11
37,4,Stadskanaal,20,Groningen,2021-07-11
47,12,Veendam,20,Groningen,2021-07-11
50,9,Zeewolde,24,Flevoland,2021-07-11
59,4,Achtkarspelen,21,Friesland,2021-07-11
60,9,Ameland,21,Friesland,2021-07-11
72,5,Harlingen,21,Friesland,2021-07-11
74,14,Heerenveen,21,Friesland,2021-07-11
80,26,Leeuwarden,21,Friesland,2021-07-11
85,4,Ooststellingwerf,21,Friesland,2021-07-11
86,6,Opsterland,21,Friesland,2021-07-11
88,0,Schiermonnikoog,21,Friesland,2021-07-11
90,29,Smallingerland,21,Friesland,2021-07-11
93,1,Terschelling,21,Friesland,2021-07-11
96,1,Vlieland,21,Friesland,2021-07-11
98,2,Weststellingwerf,21,Friesland,2021-07-11
106,24,Assen,22,Drenthe,2021-07-11
109,11,Coevorden,22,Drenthe,2021-07-11
114,14,Emmen,22,Drenthe,2021-07-11
118,25,Hoogeveen,22,Drenthe,2021-07-11
119,6,Meppel,22,Drenthe,2021-07-11
141,38,Almelo,23,Overijssel,2021-07-11
147,16,Borne,23,Overijssel,2021-07-11
148,4,Dalfsen,23,Overijssel,2021-07-11
150,78,Deventer,23,Overijssel,2021-07-11
153,83,Enschede,23,Overijssel,2021-07-11
158,11,Haaksbergen,23,Overijssel,2021-07-11
160,7,Hardenberg,23,Overijssel,2021-07-11
163,20,Hellendoorn,23,Overijssel,2021-07-11
164,41,Hengelo,23,Overijssel,2021-07-11
166,10,Kampen,23,Overijssel,2021-07-11
168,27,Losser,23,Overijssel,2021-07-11
171,5,Noordoostpolder,24,Flevoland,2021-07-11
173,17,Oldenzaal,23,Overijssel,2021-07-11
175,3,Ommen,23,Overijssel,2021-07-11
177,16,Raalte,23,Overijssel,2021-07-11
180,2,Staphorst,23,Overijssel,2021-07-11
183,41,Tubbergen,23,Overijssel,2021-07-11
184,0,Urk,24,Flevoland,2021-07-11
189,24,Wierden,23,Overijssel,2021-07-11
193,44,Zwolle,23,Overijssel,2021-07-11
197,5,Aalten,25,Gelderland,2021-07-11
200,58,Apeldoorn,25,Gelderland,2021-07-11
202,42,Arnhem,25,Gelderland,2021-07-11
203,19,Barneveld,25,Gelderland,2021-07-11
209,15,Beuningen,25,Gelderland,2021-07-11
213,5,Brummen,25,Gelderland,2021-07-11
214,6,Buren,25,Gelderland,2021-07-11
216,13,Culemborg,25,Gelderland,2021-07-11
221,2,Doesburg,25,Gelderland,2021-07-11
222,10,Doetinchem,25,Gelderland,2021-07-11
225,12,Druten,25,Gelderland,2021-07-11
226,7,Duiven,25,Gelderland,2021-07-11
228,58,Ede,25,Gelderland,2021-07-11
230,10,Elburg,25,Gelderland,2021-07-11
232,7,Epe,25,Gelderland,2021-07-11
233,4,Ermelo,25,Gelderland,2021-07-11
243,11,Harderwijk,25,Gelderland,2021-07-11
244,1,Hattem,25,Gelderland,2021-07-11
246,2,Heerde,25,Gelderland,2021-07-11
252,5,Heumen,25,Gelderland,2021-07-11
262,14,Lochem,25,Gelderland,2021-07-11
263,5,Maasdriel,25,Gelderland,2021-07-11
267,14,Nijkerk,25,Gelderland,2021-07-11
268,130,Nijmegen,25,Gelderland,2021-07-11
269,6,Oldebroek,25,Gelderland,2021-07-11
273,3,Putten,25,Gelderland,2021-07-11
274,4,Renkum,25,Gelderland,2021-07-11
275,8,Rheden,25,Gelderland,2021-07-11
277,0,Rozendaal,25,Gelderland,2021-07-11
279,8,Scherpenzeel,25,Gelderland,2021-07-11
281,9,Tiel,25,Gelderland,2021-07-11
285,12,Voorst,25,Gelderland,2021-07-11
289,22,Wageningen,25,Gelderland,2021-07-11
293,4,Westervoort,25,Gelderland,2021-07-11
294,3,Winterswijk,25,Gelderland,2021-07-11
296,11,Wijchen,25,Gelderland,2021-07-11
297,7,Zaltbommel,25,Gelderland,2021-07-11
299,5,Zevenaar,25,Gelderland,2021-07-11
301,12,Zutphen,25,Gelderland,2021-07-11
302,4,Nunspeet,25,Gelderland,2021-07-11
303,13,Dronten,24,Flevoland,2021-07-11
307,72,Amersfoort,26,Utrecht,2021-07-11
308,17,Baarn,26,Utrecht,2021-07-11
310,38,De Bilt,26,Utrecht,2021-07-11
