Gemeentecode,PositiefGetest,Gemeente,Provinciecode,Provincie,Datum
3,5,Appingedam,20,Groningen,2020-06-21
10,18,Delfzijl,20,Groningen,2020-06-21
14,172,Groningen,20,Groningen,2020-06-21
24,2,Loppersum,20,Groningen,2020-06-21
34,450,Almere,24,Flevoland,2020-06-21
37,9,Stadskanaal,20,Groningen,2020-06-21
47,8,Veendam,20,Groningen,2020-06-21
50,47,Zeewolde,24,Flevoland,2020-06-21
59,11,Achtkarspelen,21,Friesland,2020-06-21
60,0,Ameland,21,Friesland,2020-06-21
72,17,Harlingen,21,Friesland,2020-06-21
74,93,Heerenveen,21,Friesland,2020-06-21
80,65,Leeuwarden,21,Friesland,2020-06-21
85,7,Ooststellingwerf,21,Friesland,2020-06-21
86,23,Opsterland,21,Friesland,2020-06-21
88,0,Schiermonnikoog,21,Friesland,2020-06-21
90,56,Smallingerland,21,Friesland,2020-06-21
93,2,Terschelling,21,Friesland,2020-06-21
96,0,Vlieland,21,Friesland,2020-06-21
98,29,Weststellingwerf,21,Friesland,2020-06-21
106,46,Assen,22,Drenthe,2020-06-21
109,57,Coevorden,22,Drenthe,2020-06-21
114,104,Emmen,22,Drenthe,2020-06-21
118,93,Hoogeveen,22,Drenthe,2020-06-21
119,46,Meppel,22,Drenthe,2020-06-21
141,92,Almelo,23,Overijssel,2020-06-21
147,50,Borne,23,Overijssel,2020-06-21
148,79,Dalfsen,23,Overijssel,2020-06-21
150,307,Deventer,23,Overijssel,2020-06-21
153,235,Enschede,23,Overijssel,2020-06-21
158,55,Haaksbergen,23,Overijssel,2020-06-21
160,170,Hardenberg,23,Overijssel,2020-06-21
163,95,Hellendoorn,23,Overijssel,2020-06-21
164,128,Hengelo,23,Overijssel,2020-06-21
166,342,Kampen,23,Overijssel,2020-06-21
168,25,Losser,23,Overijssel,2020-06-21
171,81,Noordoostpolder,24,Flevoland,2020-06-21
173,50,Oldenzaal,23,Overijssel,2020-06-21
175,53,Ommen,23,Overijssel,2020-06-21
177,153,Raalte,23,Overijssel,2020-06-21
180,59,Staphorst,23,Overijssel,2020-06-21
183,81,Tubbergen,23,Overijssel,2020-06-21
184,84,Urk,24,Flevoland,2020-06-21
189,49,Wierden,23,Overijssel,2020-06-21
193,359,Zwolle,23,Overijssel,2020-06-21
197,60,Aalten,25,Gelderland,2020-06-21
200,449,Apeldoorn,25,Gelderland,2020-06-21
202,400,Arnhem,25,Gelderland,2020-06-21
203,133,Barneveld,25,Gelderland,2020-06-21
209,74,Beuningen,25,Gelderland,2020-06-21
213,36,Brummen,25,Gelderland,2020-06-21
214,64,Buren,25,Gelderland,2020-06-21
216,70,Culemborg,25,Gelderland,2020-06-21
221,32,Doesburg,25,Gelderland,2020-06-21
222,103,Doetinchem,25,Gelderland,2020-06-21
225,114,Druten,25,Gelderland,2020-06-21
226,51,Duiven,25,Gelderland,2020-06-21
228,220,Ede,25,Gelderland,2020-06-21
230,149,Elburg,25,Gelderland,2020-06-21
232,138,Epe,25,Gelderland,2020-06-21
233,148,Ermelo,25,Gelderland,2020-06-21
243,179,Harderwijk,25,Gelderland,2020-06-21
244,42,Hattem,25,Gelderland,2020-06-21
246,192,Heerde,25,Gelderland,2020-06-21
252,74,Heumen,25,Gelderland,2020-06-21
262,95,Lochem,25,Gelderland,2020-06-21
263,52,Maasdriel,25,Gelderland,2020-06-21
267,62,Nijkerk,25,Gelderland,2020-06-21
268,653,Nijmegen,25,Gelderland,2020-06-21
269,171,Oldebroek,25,Gelderland,2020-06-21
273,35,Putten,25,Gelderland,2020-06-21
274,78,Renkum,25,Gelderland,2020-06-21
275,143,Rheden,25,Gelderland,2020-06-21
277,3,Rozendaal,25,Gelderland,2020-06-21
279,33,Scherpenzeel,25,Gelderland,2020-06-21
281,149,Tiel,25,Gelderland,2020-06-21
285,64,Voorst,25,Gelderland,2020-06-21
289,52,Wageningen,25,Gelderland,2020-06-21
293,39,Westervoort,25,Gelderland,2020-06-21
294,47,Winterswijk,25,Gelderland,2020-06-21
296,145,Wijchen,25,Gelderland,2020-06-21
297,99,Zaltbommel,25,Gelderland,2020-06-21
299,118,Zevenaar,25,Gelderland,2020-06-21
301,103,Zutphen,25,Gelderland,2020-06-21
302,224,Nunspeet,25,Gelderland,2020-06-21
303,122,Dronten,24,Flevoland,2020-06-21
307,226,Amersfoort,26,Utrecht,2020-06-21
