Gemeentecode,PositiefGetest,Gemeente,Provinciecode,Provincie,Datum
3,302,Appingedam,20,Groningen,2021-01-01
10,707,Delfzijl,20,Groningen,2021-01-01
14,6371,Groningen,20,Groningen,2021-01-01
24,195,Loppersum,20,Groningen,2021-01-01
34,10719,Almere,24,Flevoland,2021-01-01
37,1225,Stadskanaal,20,Groningen,2021-01-01
47,664,Veendam,20,Groningen,2021-01-01
50,832,Zeewolde,24,Flevoland,2021-01-01
59,620,Achtkarspelen,21,Friesland,2021-01-01
60,122,Ameland,21,Friesland,2021-01-01
72,227,Harlingen,21,Friesland,2021-01-01
74,939,Heerenveen,21,Friesland,2021-01-01
80,2926,Leeuwarden,21,Friesland,2021-01-01
85,505,Ooststellingwerf,21,Friesland,2021-01-01
86,514,Opsterland,21,Friesland,2021-01-01
88,7,Schiermonnikoog,21,Friesland,2021-01-01
90,1051,Smallingerland,21,Friesland,2021-01-01
93,91,Terschelling,21,Friesland,2021-01-01
96,21,Vlieland,21,Friesland,2021-01-01
98,594,Weststellingwerf,21,Friesland,2021-01-01
106,1525,Assen,22,Drenthe,2021-01-01
109,1119,Coevorden,22,Drenthe,2021-01-01
114,3677,Emmen,22,Drenthe,2021-01-01
118,2055,Hoogeveen,22,Drenthe,2021-01-01
119,988,Meppel,22,Drenthe,2021-01-01
141,4176,Almelo,23,Overijssel,2021-01-01
147,1276,Borne,23,Overijssel,2021-01-01
148,1088,Dalfsen,23,Overijssel,2021-01-01
150,4284,Deventer,23,Overijssel,2021-01-01
153,7509,Enschede,23,Overijssel,2021-01-01
158,1573,Haaksbergen,23,Overijssel,2021-01-01
160,2365,Hardenberg,23,Overijssel,2021-01-01
163,2091,Hellendoorn,23,Overijssel,2021-01-01
164,4076,Hengelo,23,Overijssel,2021-01-01
166,1807,Kampen,23,Overijssel,2021-01-01
168,1445,Losser,23,Overijssel,2021-01-01
171,1844,Noordoostpolder,24,Flevoland,2021-01-01
173,1830,Oldenzaal,23,Overijssel,2021-01-01
175,578,Ommen,23,Overijssel,2021-01-01
177,1812,Raalte,23,Overijssel,2021-01-01
180,1012,Staphorst,23,Overijssel,2021-01-01
183,1524,Tubbergen,23,Overijssel,2021-01-01
184,1656,Urk,24,Flevoland,2021-01-01
189,1881,Wierden,23,Overijssel,2021-01-01
193,3786,Zwolle,23,Overijssel,2021-01-01
197,1044,Aalten,25,Gelderland,2021-01-01
200,5842,Apeldoorn,25,Gelderland,2021-01-01
202,6823,Arnhem,25,Gelderland,2021-01-01
203,4059,Barneveld,25,Gelderland,2021-01-01
209,1034,Beuningen,25,Gelderland,2021-01-01
213,728,Brummen,25,Gelderland,2021-01-01
214,1152,Buren,25,Gelderland,2021-01-01
216,1333,Culemborg,25,Gelderland,2021-01-01
221,386,Doesburg,25,Gelderland,2021-01-01
222,2122,Doetinchem,25,Gelderland,2021-01-01
225,827,Druten,25,Gelderland,2021-01-01
226,1125,Duiven,25,Gelderland,2021-01-01
228,6312,Ede,25,Gelderland,2021-01-01
230,976,Elburg,25,Gelderland,2021-01-01
232,1223,Epe,25,Gelderland,2021-01-01
233,1357,Ermelo,25,Gelderland,2021-01-01
243,2080,Harderwijk,25,Gelderland,2021-01-01
244,405,Hattem,25,Gelderland,2021-01-01
246,600,Heerde,25,Gelderland,2021-01-01
252,753,Heumen,25,Gelderland,2021-01-01
262,1093,Lochem,25,Gelderland,2021-01-01
263,1224,Maasdriel,25,Gelderland,2021-01-01
267,2312,Nijkerk,25,Gelderland,2021-01-01
268,7484,Nijmegen,25,Gelderland,2021-01-01
269,958,Oldebroek,25,Gelderland,2021-01-01
273,1309,Putten,25,Gelderland,2021-01-01
274,1104,Renkum,25,Gelderland,2021-01-01
275,1725,Rheden,25,Gelderland,2021-01-01
277,62,Rozendaal,25,Gelderland,2021-01-01
279,619,Scherpenzeel,25,Gelderland,2021-01-01
281,1953,Tiel,25,Gelderland,2021-01-01
285,860,Voorst,25,Gelderland,2021-01-01
289,1509,Wageningen,25,Gelderland,2021-01-01
293,616,Westervoort,25,Gelderland,2021-01-01
294,959,Winterswijk,25,Gelderland,2021-01-01
296,1968,Wijchen,25,Gelderland,2021-01-01
297,1775,Zaltbommel,25,Gelderland,2021-01-01
