Gemeentecode,PositiefGetest,Gemeente,Provinciecode,Provincie,Datum
14,4,Groningen,20,Groningen,2020-08-29
34,12,Almere,24,Flevoland,2020-08-29
37,0,Stadskanaal,20,Groningen,2020-08-29
47,1,Veendam,20,Groningen,2020-08-29
50,0,Zeewolde,24,Flevoland,2020-08-29
59,0,Achtkarspelen,21,Friesland,2020-08-29
60,0,Ameland,21,Friesland,2020-08-29
72,0,Harlingen,21,Friesland,2020-08-29
74,1,Heerenveen,21,Friesland,2020-08-29
80,1,Leeuwarden,21,Friesland,2020-08-29
85,0,Ooststellingwerf,21,Friesland,2020-08-29
86,1,Opsterland,21,Friesland,2020-08-29
88,0,Schiermonnikoog,21,Friesland,2020-08-29
90,1,Smallingerland,21,Friesland,2020-08-29
93,0,Terschelling,21,Friesland,2020-08-29
96,0,Vlieland,21,Friesland,2020-08-29
98,0,Weststellingwerf,21,Friesland,2020-08-29
106,0,Assen,22,Drenthe,2020-08-29
109,0,Coevorden,22,Drenthe,2020-08-29
114,0,Emmen,22,Drenthe,2020-08-29
118,0,Hoogeveen,22,Drenthe,2020-08-29
119,0,Meppel,22,Drenthe,2020-08-29
141,3,Almelo,23,Overijssel,2020-08-29
147,0,Borne,23,Overijssel,2020-08-29
148,0,Dalfsen,23,Overijssel,2020-08-29
150,0,Deventer,23,Overijssel,2020-08-29
153,4,Enschede,23,Overijssel,2020-08-29
158,0,Haaksbergen,23,Overijssel,2020-08-29
160,0,Hardenberg,23,Overijssel,2020-08-29
163,0,Hellendoorn,23,Overijssel,2020-08-29
164,0,Hengelo,23,Overijssel,2020-08-29
166,2,Kampen,23,Overijssel,2020-08-29
168,0,Losser,23,Overijssel,2020-08-29
171,1,Noordoostpolder,24,Flevoland,2020-08-29
173,0,Oldenzaal,23,Overijssel,2020-08-29
175,1,Ommen,23,Overijssel,2020-08-29
177,2,Raalte,23,Overijssel,2020-08-29
180,0,Staphorst,23,Overijssel,2020-08-29
183,0,Tubbergen,23,Overijssel,2020-08-29
184,0,Urk,24,Flevoland,2020-08-29
189,0,Wierden,23,Overijssel,2020-08-29
193,0,Zwolle,23,Overijssel,2020-08-29
197,0,Aalten,25,Gelderland,2020-08-29
200,0,Apeldoorn,25,Gelderland,2020-08-29
202,7,Arnhem,25,Gelderland,2020-08-29
203,2,Barneveld,25,Gelderland,2020-08-29
209,0,Beuningen,25,Gelderland,2020-08-29
213,0,Brummen,25,Gelderland,2020-08-29
214,0,Buren,25,Gelderland,2020-08-29
216,2,Culemborg,25,Gelderland,2020-08-29
221,0,Doesburg,25,Gelderland,2020-08-29
222,0,Doetinchem,25,Gelderland,2020-08-29
225,1,Druten,25,Gelderland,2020-08-29
226,0,Duiven,25,Gelderland,2020-08-29
228,5,Ede,25,Gelderland,2020-08-29
230,1,Elburg,25,Gelderland,2020-08-29
232,0,Epe,25,Gelderland,2020-08-29
233,0,Ermelo,25,Gelderland,2020-08-29
243,0,Harderwijk,25,Gelderland,2020-08-29
244,0,Hattem,25,Gelderland,2020-08-29
246,0,Heerde,25,Gelderland,2020-08-29
252,0,Heumen,25,Gelderland,2020-08-29
262,0,Lochem,25,Gelderland,2020-08-29
263,0,Maasdriel,25,Gelderland,2020-08-29
267,3,Nijkerk,25,Gelderland,2020-08-29
268,3,Nijmegen,25,Gelderland,2020-08-29
269,1,Oldebroek,25,Gelderland,2020-08-29
273,0,Putten,25,Gelderland,2020-08-29
274,0,Renkum,25,Gelderland,2020-08-29
275,0,Rheden,25,Gelderland,2020-08-29
277,0,Rozendaal,25,Gelderland,2020-08-29
279,0,Scherpenzeel,25,Gelderland,2020-08-29
281,0,Tiel,25,Gelderland,2020-08-29
285,0,Voorst,25,Gelderland,2020-08-29
289,3,Wageningen,25,Gelderland,2020-08-29
293,0,Westervoort,25,Gelderland,2020-08-29
294,0,Winterswijk,25,Gelderland,2020-08-29
296,0,Wijchen,25,Gelderland,2020-08-29
297,0,Zaltbommel,25,Gelderland,2020-08-29
299,1,Zevenaar,25,Gelderland,2020-08-29
301,1,Zutphen,25,Gelderland,2020-08-29
302,0,Nunspeet,25,Gelderland,2020-08-29
303,0,Dronten,24,Flevoland,2020-08-29
307,3,Amersfoort,26,Utrecht,2020-08-29
308,0,Baarn,26,Utrecht,2020-08-29
310,0,De Bilt,26,Utrecht,2020-08-29
312,0,Bunnik,26,Utrecht,2020-08-29
313,1,Bunschoten,26,Utrecht,2020-08-29
317,0,Eemnes,26,Utrecht,2020-08-29
321,0,Houten,26,Utrecht,2020-08-29
327,0,Leusden,26,Utrecht,2020-08-29
331,0,Lopik,26,Utrecht,2020-08-29
335,5,Montfoort,26,Utrecht,2020-08-29
339,0,Renswoude,26,Utrecht,2020-08-29
340,0,Rhenen,26,Utrecht,2020-08-29
342,0,Soest,26,Utrecht,2020-08-29
344,20,Utrecht,26,Utrecht,2020-08-29
345,1,Veenendaal,26,Utrecht,2020-08-29
351,0,Woudenberg,26,Utrecht,2020-08-29
352,0,Wijk bij Duurstede,26,Utrecht,2020-08-29
353,1,IJsselstein,26,Utrecht,2020-08-29
355,2,Zeist,26,Utrecht,2020-08-29
356,2,Nieuwegein,26,Utrecht,2020-08-29
358,0,Aalsmeer,27,Noord-Holland,2020-08-29
361,5,Alkmaar,27,Noord-Holland,2020-08-29
362,3,Amstelveen,27,Noord-Holland,2020-08-29
363,39,Amsterdam,27,Noord-Holland,2020-08-29
363,25,Amsterdam,27,Noord-Holland,2020-08-29
370,0,Beemster,27,Noord-Holland,2020-08-29
373,1,Bergen (NH.),27,Noord-Holland,2020-08-29
375,2,Beverwijk,27,Noord-Holland,2020-08-29
376,0,Blaricum,27,Noord-Holland,2020-08-29
377,1,Bloemendaal,27,Noord-Holland,2020-08-29
383,0,Castricum,27,Noord-Holland,2020-08-29
384,6,Diemen,27,Noord-Holland,2020-08-29
385,0,Edam-Volendam,27,Noord-Holland,2020-08-29
388,0,Enkhuizen,27,Noord-Holland,2020-08-29
392,8,Haarlem,27,Noord-Holland,2020-08-29
394,5,Haarlemmermeer,27,Noord-Holland,2020-08-29
396,0,Heemskerk,27,Noord-Holland,2020-08-29
397,2,Heemstede,27,Noord-Holland,2020-08-29
398,2,Heerhugowaard,27,Noord-Holland,2020-08-29
399,0,Heiloo,27,Noord-Holland,2020-08-29
400,1,Den Helder,27,Noord-Holland,2020-08-29
402,2,Hilversum,27,Noord-Holland,2020-08-29
405,2,Hoorn,27,Noord-Holland,2020-08-29
406,2,Huizen,27,Noord-Holland,2020-08-29
415,1,Landsmeer,27,Noord-Holland,2020-08-29
416,2,Langedijk,27,Noord-Holland,2020-08-29
417,1,Laren,27,Noord-Holland,2020-08-29
420,2,Medemblik,27,Noord-Holland,2020-08-29
431,0,Oostzaan,27,Noord-Holland,2020-08-29
432,0,Opmeer,27,Noord-Holland,2020-08-29
437,0,Ouder-Amstel,27,Noord-Holland,2020-08-29
439,1,Purmerend,27,Noord-Holland,2020-08-29
441,1,Schagen,27,Noord-Holland,2020-08-29
448,0,Texel,27,Noord-Holland,2020-08-29
450,0,Uitgeest,27,Noord-Holland,2020-08-29
