Gemeentecode,PositiefGetest,Gemeente,Provinciecode,Provincie,Datum
14,40,Groningen,20,Groningen,2021-05-21
34,42,Almere,24,Flevoland,2021-05-21
37,2,Stadskanaal,20,Groningen,2021-05-21
47,6,Veendam,20,Groningen,2021-05-21
50,2,Zeewolde,24,Flevoland,2021-05-21
59,3,Achtkarspelen,21,Friesland,2021-05-21
60,1,Ameland,21,Friesland,2021-05-21
72,1,Harlingen,21,Friesland,2021-05-21
74,5,Heerenveen,21,Friesland,2021-05-21
80,27,Leeuwarden,21,Friesland,2021-05-21
85,1,Ooststellingwerf,21,Friesland,2021-05-21
86,8,Opsterland,21,Friesland,2021-05-21
88,0,Schiermonnikoog,21,Friesland,2021-05-21
90,9,Smallingerland,21,Friesland,2021-05-21
93,0,Terschelling,21,Friesland,2021-05-21
96,0,Vlieland,21,Friesland,2021-05-21
98,9,Weststellingwerf,21,Friesland,2021-05-21
106,6,Assen,22,Drenthe,2021-05-21
109,7,Coevorden,22,Drenthe,2021-05-21
114,20,Emmen,22,Drenthe,2021-05-21
118,10,Hoogeveen,22,Drenthe,2021-05-21
119,3,Meppel,22,Drenthe,2021-05-21
141,32,Almelo,23,Overijssel,2021-05-21
147,8,Borne,23,Overijssel,2021-05-21
148,2,Dalfsen,23,Overijssel,2021-05-21
150,12,Deventer,23,Overijssel,2021-05-21
153,48,Enschede,23,Overijssel,2021-05-21
158,6,Haaksbergen,23,Overijssel,2021-05-21
160,13,Hardenberg,23,Overijssel,2021-05-21
163,12,Hellendoorn,23,Overijssel,2021-05-21
164,26,Hengelo,23,Overijssel,2021-05-21
166,8,Kampen,23,Overijssel,2021-05-21
168,13,Losser,23,Overijssel,2021-05-21
171,12,Noordoostpolder,24,Flevoland,2021-05-21
173,12,Oldenzaal,23,Overijssel,2021-05-21
175,6,Ommen,23,Overijssel,2021-05-21
177,4,Raalte,23,Overijssel,2021-05-21
180,6,Staphorst,23,Overijssel,2021-05-21
183,3,Tubbergen,23,Overijssel,2021-05-21
184,8,Urk,24,Flevoland,2021-05-21
189,10,Wierden,23,Overijssel,2021-05-21
193,27,Zwolle,23,Overijssel,2021-05-21
197,7,Aalten,25,Gelderland,2021-05-21
200,37,Apeldoorn,25,Gelderland,2021-05-21
202,43,Arnhem,25,Gelderland,2021-05-21
203,15,Barneveld,25,Gelderland,2021-05-21
209,5,Beuningen,25,Gelderland,2021-05-21
213,12,Brummen,25,Gelderland,2021-05-21
214,8,Buren,25,Gelderland,2021-05-21
216,6,Culemborg,25,Gelderland,2021-05-21
221,5,Doesburg,25,Gelderland,2021-05-21
222,14,Doetinchem,25,Gelderland,2021-05-21
225,3,Druten,25,Gelderland,2021-05-21
226,10,Duiven,25,Gelderland,2021-05-21
228,17,Ede,25,Gelderland,2021-05-21
230,7,Elburg,25,Gelderland,2021-05-21
232,8,Epe,25,Gelderland,2021-05-21
233,1,Ermelo,25,Gelderland,2021-05-21
243,8,Harderwijk,25,Gelderland,2021-05-21
244,3,Hattem,25,Gelderland,2021-05-21
246,4,Heerde,25,Gelderland,2021-05-21
252,4,Heumen,25,Gelderland,2021-05-21
262,5,Lochem,25,Gelderland,2021-05-21
263,3,Maasdriel,25,Gelderland,2021-05-21
267,12,Nijkerk,25,Gelderland,2021-05-21
268,26,Nijmegen,25,Gelderland,2021-05-21
269,4,Oldebroek,25,Gelderland,2021-05-21
273,5,Putten,25,Gelderland,2021-05-21
274,12,Renkum,25,Gelderland,2021-05-21
275,12,Rheden,25,Gelderland,2021-05-21
277,0,Rozendaal,25,Gelderland,2021-05-21
279,4,Scherpenzeel,25,Gelderland,2021-05-21
281,4,Tiel,25,Gelderland,2021-05-21
285,7,Voorst,25,Gelderland,2021-05-21
289,12,Wageningen,25,Gelderland,2021-05-21
293,5,Westervoort,25,Gelderland,2021-05-21
294,7,Winterswijk,25,Gelderland,2021-05-21
296,18,Wijchen,25,Gelderland,2021-05-21
297,4,Zaltbommel,25,Gelderland,2021-05-21
299,12,Zevenaar,25,Gelderland,2021-05-21
301,3,Zutphen,25,Gelderland,2021-05-21
302,4,Nunspeet,25,Gelderland,2021-05-21
303,9,Dronten,24,Flevoland,2021-05-21
307,23,Amersfoort,26,Utrecht,2021-05-21
308,2,Baarn,26,Utrecht,2021-05-21
310,5,De Bilt,26,Utrecht,2021-05-21
312,0,Bunnik,26,Utrecht,2021-05-21
313,5,Bunschoten,26,Utrecht,2021-05-21
317,3,Eemnes,26,Utrecht,2021-05-21
321,4,Houten,26,Utrecht,2021-05-21
327,2,Leusden,26,Utrecht,2021-05-21
331,8,Lopik,26,Utrecht,2021-05-21
335,3,Montfoort,26,Utrecht,2021-05-21
339,1,Renswoude,26,Utrecht,2021-05-21
340,5,Rhenen,26,Utrecht,2021-05-21
342,19,Soest,26,Utrecht,2021-05-21
344,64,Utrecht,26,Utrecht,2021-05-21
345,15,Veenendaal,26,Utrecht,2021-05-21
351,0,Woudenberg,26,Utrecht,2021-05-21
352,2,Wijk bij Duurstede,26,Utrecht,2021-05-21
