Gemeentecode,PositiefGetest,Gemeente,Provinciecode,Provincie,Datum
14,61,Groningen,20,Groningen,2021-10-21
34,49,Almere,24,Flevoland,2021-10-21
37,3,Stadskanaal,20,Groningen,2021-10-21
47,1,Veendam,20,Groningen,2021-10-21
50,5,Zeewolde,24,Flevoland,2021-10-21
59,13,Achtkarspelen,21,Friesland,2021-10-21
60,0,Ameland,21,Friesland,2021-10-21
72,3,Harlingen,21,Friesland,2021-10-21
74,21,Heerenveen,21,Friesland,2021-10-21
80,20,Leeuwarden,21,Friesland,2021-10-21
85,10,Ooststellingwerf,21,Friesland,2021-10-21
86,11,Opsterland,21,Friesland,2021-10-21
88,0,Schiermonnikoog,21,Friesland,2021-10-21
90,16,Smallingerland,21,Friesland,2021-10-21
93,2,Terschelling,21,Friesland,2021-10-21
96,0,Vlieland,21,Friesland,2021-10-21
98,5,Weststellingwerf,21,Friesland,2021-10-21
106,8,Assen,22,Drenthe,2021-10-21
109,8,Coevorden,22,Drenthe,2021-10-21
114,27,Emmen,22,Drenthe,2021-10-21
118,13,Hoogeveen,22,Drenthe,2021-10-21
119,12,Meppel,22,Drenthe,2021-10-21
141,12,Almelo,23,Overijssel,2021-10-21
147,8,Borne,23,Overijssel,2021-10-21
148,10,Dalfsen,23,Overijssel,2021-10-21
150,24,Deventer,23,Overijssel,2021-10-21
153,43,Enschede,23,Overijssel,2021-10-21
158,9,Haaksbergen,23,Overijssel,2021-10-21
160,23,Hardenberg,23,Overijssel,2021-10-21
163,9,Hellendoorn,23,Overijssel,2021-10-21
164,20,Hengelo,23,Overijssel,2021-10-21
166,40,Kampen,23,Overijssel,2021-10-21
168,0,Losser,23,Overijssel,2021-10-21
171,21,Noordoostpolder,24,Flevoland,2021-10-21
173,3,Oldenzaal,23,Overijssel,2021-10-21
175,2,Ommen,23,Overijssel,2021-10-21
177,23,Raalte,23,Overijssel,2021-10-21
180,31,Staphorst,23,Overijssel,2021-10-21
183,1,Tubbergen,23,Overijssel,2021-10-21
184,15,Urk,24,Flevoland,2021-10-21
189,13,Wierden,23,Overijssel,2021-10-21
193,49,Zwolle,23,Overijssel,2021-10-21
197,0,Aalten,25,Gelderland,2021-10-21
200,71,Apeldoorn,25,Gelderland,2021-10-21
202,31,Arnhem,25,Gelderland,2021-10-21
203,15,Barneveld,25,Gelderland,2021-10-21
209,12,Beuningen,25,Gelderland,2021-10-21
213,3,Brummen,25,Gelderland,2021-10-21
214,13,Buren,25,Gelderland,2021-10-21
216,11,Culemborg,25,Gelderland,2021-10-21
221,2,Doesburg,25,Gelderland,2021-10-21
222,12,Doetinchem,25,Gelderland,2021-10-21
225,17,Druten,25,Gelderland,2021-10-21
226,8,Duiven,25,Gelderland,2021-10-21
228,33,Ede,25,Gelderland,2021-10-21
230,13,Elburg,25,Gelderland,2021-10-21
232,4,Epe,25,Gelderland,2021-10-21
233,3,Ermelo,25,Gelderland,2021-10-21
243,6,Harderwijk,25,Gelderland,2021-10-21
244,1,Hattem,25,Gelderland,2021-10-21
246,1,Heerde,25,Gelderland,2021-10-21
252,5,Heumen,25,Gelderland,2021-10-21
262,1,Lochem,25,Gelderland,2021-10-21
263,8,Maasdriel,25,Gelderland,2021-10-21
267,13,Nijkerk,25,Gelderland,2021-10-21
268,47,Nijmegen,25,Gelderland,2021-10-21
269,7,Oldebroek,25,Gelderland,2021-10-21
273,10,Putten,25,Gelderland,2021-10-21
274,5,Renkum,25,Gelderland,2021-10-21
275,5,Rheden,25,Gelderland,2021-10-21
277,0,Rozendaal,25,Gelderland,2021-10-21
279,18,Scherpenzeel,25,Gelderland,2021-10-21
281,31,Tiel,25,Gelderland,2021-10-21
285,6,Voorst,25,Gelderland,2021-10-21
289,12,Wageningen,25,Gelderland,2021-10-21
293,3,Westervoort,25,Gelderland,2021-10-21
294,1,Winterswijk,25,Gelderland,2021-10-21
296,25,Wijchen,25,Gelderland,2021-10-21
297,16,Zaltbommel,25,Gelderland,2021-10-21
299,20,Zevenaar,25,Gelderland,2021-10-21
301,16,Zutphen,25,Gelderland,2021-10-21
302,8,Nunspeet,25,Gelderland,2021-10-21
303,9,Dronten,24,Flevoland,2021-10-21
307,35,Amersfoort,26,Utrecht,2021-10-21
308,8,Baarn,26,Utrecht,2021-10-21
310,9,De Bilt,26,Utrecht,2021-10-21
312,0,Bunnik,26,Utrecht,2021-10-21
313,1,Bunschoten,26,Utrecht,2021-10-21
317,2,Eemnes,26,Utrecht,2021-10-21
321,23,Houten,26,Utrecht,2021-10-21
327,6,Leusden,26,Utrecht,2021-10-21
331,4,Lopik,26,Utrecht,2021-10-21
335,11,Montfoort,26,Utrecht,2021-10-21
339,4,Renswoude,26,Utrecht,2021-10-21
340,15,Rhenen,26,Utrecht,2021-10-21
342,11,Soest,26,Utrecht,2021-10-21
344,66,Utrecht,26,Utrecht,2021-10-21
345,21,Veenendaal,26,Utrecht,2021-10-21
351,27,Woudenberg,26,Utrecht,2021-10-21
352,2,Wijk bij Duurstede,26,Utrecht,2021-10-21
353,6,IJsselstein,26,Utrecht,2021-10-21
355,9,Zeist,26,Utrecht,2021-10-21
356,18,Nieuwegein,26,Utrecht,2021-10-21
358,14,Aalsmeer,27,Noord-Holland,2021-10-21
361,15,Alkmaar,27,Noord-Holland,2021-10-21
362,12,Amstelveen,27,Noord-Holland,2021-10-21
363,111,Amsterdam,27,Noord-Holland,2021-10-21
363,82,Amsterdam,27,Noord-Holland,2021-10-21
370,1,Beemster,27,Noord-Holland,2021-10-21
373,5,Bergen (NH.),27,Noord-Holland,2021-10-21
375,17,Beverwijk,27,Noord-Holland,2021-10-21
376,5,Blaricum,27,Noord-Holland,2021-10-21
377,3,Bloemendaal,27,Noord-Holland,2021-10-21
383,8,Castricum,27,Noord-Holland,2021-10-21
384,5,Diemen,27,Noord-Holland,2021-10-21
385,8,Edam-Volendam,27,Noord-Holland,2021-10-21
388,4,Enkhuizen,27,Noord-Holland,2021-10-21
392,19,Haarlem,27,Noord-Holland,2021-10-21
394,45,Haarlemmermeer,27,Noord-Holland,2021-10-21
396,4,Heemskerk,27,Noord-Holland,2021-10-21
397,6,Heemstede,27,Noord-Holland,2021-10-21
398,9,Heerhugowaard,27,Noord-Holland,2021-10-21
399,2,Heiloo,27,Noord-Holland,2021-10-21
400,7,Den Helder,27,Noord-Holland,2021-10-21
402,23,Hilversum,27,Noord-Holland,2021-10-21
405,21,Hoorn,27,Noord-Holland,2021-10-21
406,11,Huizen,27,Noord-Holland,2021-10-21
415,3,Landsmeer,27,Noord-Holland,2021-10-21
416,3,Langedijk,27,Noord-Holland,2021-10-21
417,2,Laren,27,Noord-Holland,2021-10-21
420,7,Medemblik,27,Noord-Holland,2021-10-21
431,4,Oostzaan,27,Noord-Holland,2021-10-21
432,6,Opmeer,27,Noord-Holland,2021-10-21
437,0,Ouder-Amstel,27,Noord-Holland,2021-10-21
439,24,Purmerend,27,Noord-Holland,2021-10-21
441,16,Schagen,27,Noord-Holland,2021-10-21
448,0,Texel,27,Noord-Holland,2021-10-21
450,2,Uitgeest,27,Noord-Holland,2021-10-21
451,17,Uithoorn,27,Noord-Holland,2021-10-21
453,18,Velsen,27,Noord-Holland,2021-10-21
457,1,Weesp,27,Noord-Holland,2021-10-21
473,4,Zandvoort,27,Noord-Holland,2021-10-21
479,43,Zaanstad,27,Noord-Holland,2021-10-21
482,20,Alblasserdam,28,Zuid-Holland,2021-10-21
484,55,Alphen aan den Rijn,28,Zuid-Holland,2021-10-21
489,12,Barendrecht,28,Zuid-Holland,2021-10-21
498,3,Drechterland,27,Noord-Holland,2021-10-21
501,3,Brielle,28,Zuid-Holland,2021-10-21
502,15,Capelle aan den IJssel,28,Zuid-Holland,2021-10-21
503,22,Delft,28,Zuid-Holland,2021-10-21
505,27,Dordrecht,28,Zuid-Holland,2021-10-21
512,9,Gorinchem,28,Zuid-Holland,2021-10-21
513,39,Gouda,28,Zuid-Holland,2021-10-21
518,102,'s-Gravenhage,28,Zuid-Holland,2021-10-21
523,10,Hardinxveld-Giessendam,28,Zuid-Holland,2021-10-21
530,8,Hellevoetsluis,28,Zuid-Holland,2021-10-21
531,16,Hendrik-Ido-Ambacht,28,Zuid-Holland,2021-10-21
532,4,Stede Broec,27,Noord-Holland,2021-10-21
534,2,Hillegom,28,Zuid-Holland,2021-10-21
537,29,Katwijk,28,Zuid-Holland,2021-10-21
542,3,Krimpen aan den IJssel,28,Zuid-Holland,2021-10-21
546,69,Leiden,28,Zuid-Holland,2021-10-21
547,6,Leiderdorp,28,Zuid-Holland,2021-10-21
553,23,Lisse,28,Zuid-Holland,2021-10-21
556,7,Maassluis,28,Zuid-Holland,2021-10-21
569,34,Nieuwkoop,28,Zuid-Holland,2021-10-21
575,13,Noordwijk,28,Zuid-Holland,2021-10-21
579,6,Oegstgeest,28,Zuid-Holland,2021-10-21
589,3,Oudewater,26,Utrecht,2021-10-21
590,4,Papendrecht,28,Zuid-Holland,2021-10-21
597,12,Ridderkerk,28,Zuid-Holland,2021-10-21
599,170,Rotterdam,28,Zuid-Holland,2021-10-21
603,15,Rijswijk,28,Zuid-Holland,2021-10-21
606,12,Schiedam,28,Zuid-Holland,2021-10-21
610,35,Sliedrecht,28,Zuid-Holland,2021-10-21
613,4,Albrandswaard,28,Zuid-Holland,2021-10-21
614,4,Westvoorne,28,Zuid-Holland,2021-10-21
622,12,Vlaardingen,28,Zuid-Holland,2021-10-21
626,9,Voorschoten,28,Zuid-Holland,2021-10-21
627,9,Waddinxveen,28,Zuid-Holland,2021-10-21
629,4,Wassenaar,28,Zuid-Holland,2021-10-21
632,16,Woerden,26,Utrecht,2021-10-21
637,42,Zoetermeer,28,Zuid-Holland,2021-10-21
638,0,Zoeterwoude,28,Zuid-Holland,2021-10-21
642,10,Zwijndrecht,28,Zuid-Holland,2021-10-21
654,4,Borsele,29,Zeeland,2021-10-21
664,13,Goes,29,Zeeland,2021-10-21
668,5,West Maas en Waal,25,Gelderland,2021-10-21
677,7,Hulst,29,Zeeland,2021-10-21
678,6,Kapelle,29,Zeeland,2021-10-21
687,19,Middelburg,29,Zeeland,2021-10-21
703,12,Reimerswaal,29,Zeeland,2021-10-21
715,17,Terneuzen,29,Zeeland,2021-10-21
716,7,Tholen,29,Zeeland,2021-10-21
717,16,Veere,29,Zeeland,2021-10-21
718,10,Vlissingen,29,Zeeland,2021-10-21
736,16,De Ronde Venen,26,Utrecht,2021-10-21
737,16,Tytsjerksteradiel,21,Friesland,2021-10-21
743,4,Asten,30,Noord-Brabant,2021-10-21
744,6,Baarle-Nassau,30,Noord-Brabant,2021-10-21
748,13,Bergen op Zoom,30,Noord-Brabant,2021-10-21
753,4,Best,30,Noord-Brabant,2021-10-21
755,2,Boekel,30,Noord-Brabant,2021-10-21
756,27,Boxmeer,30,Noord-Brabant,2021-10-21
757,10,Boxtel,30,Noord-Brabant,2021-10-21
758,62,Breda,30,Noord-Brabant,2021-10-21
762,8,Deurne,30,Noord-Brabant,2021-10-21
765,1,Pekela,20,Groningen,2021-10-21
766,7,Dongen,30,Noord-Brabant,2021-10-21
770,8,Eersel,30,Noord-Brabant,2021-10-21
772,51,Eindhoven,30,Noord-Brabant,2021-10-21
777,16,Etten-Leur,30,Noord-Brabant,2021-10-21
779,5,Geertruidenberg,30,Noord-Brabant,2021-10-21
784,3,Gilze en Rijen,30,Noord-Brabant,2021-10-21
785,8,Goirle,30,Noord-Brabant,2021-10-21
786,1,Grave,30,Noord-Brabant,2021-10-21
794,21,Helmond,30,Noord-Brabant,2021-10-21
796,37,'s-Hertogenbosch,30,Noord-Brabant,2021-10-21
797,15,Heusden,30,Noord-Brabant,2021-10-21
798,5,Hilvarenbeek,30,Noord-Brabant,2021-10-21
809,6,Loon op Zand,30,Noord-Brabant,2021-10-21
815,1,Mill en Sint Hubert,30,Noord-Brabant,2021-10-21
820,4,"Nuenen, Gerwen en Nederwetten",30,Noord-Brabant,2021-10-21
823,4,Oirschot,30,Noord-Brabant,2021-10-21
824,9,Oisterwijk,30,Noord-Brabant,2021-10-21
826,14,Oosterhout,30,Noord-Brabant,2021-10-21
828,25,Oss,30,Noord-Brabant,2021-10-21
840,7,Rucphen,30,Noord-Brabant,2021-10-21
845,14,Sint-Michielsgestel,30,Noord-Brabant,2021-10-21
847,8,Someren,30,Noord-Brabant,2021-10-21
848,2,Son en Breugel,30,Noord-Brabant,2021-10-21
851,1,Steenbergen,30,Noord-Brabant,2021-10-21
852,5,Waterland,27,Noord-Holland,2021-10-21
