Gemeentecode,PositiefGetest,Gemeente,Provinciecode,Provincie,Datum
14,34,Groningen,20,Groningen,2020-11-22
34,49,Almere,24,Flevoland,2020-11-22
37,6,Stadskanaal,20,Groningen,2020-11-22
47,5,Veendam,20,Groningen,2020-11-22
50,2,Zeewolde,24,Flevoland,2020-11-22
59,0,Achtkarspelen,21,Friesland,2020-11-22
60,0,Ameland,21,Friesland,2020-11-22
72,1,Harlingen,21,Friesland,2020-11-22
74,11,Heerenveen,21,Friesland,2020-11-22
80,20,Leeuwarden,21,Friesland,2020-11-22
85,1,Ooststellingwerf,21,Friesland,2020-11-22
86,2,Opsterland,21,Friesland,2020-11-22
88,0,Schiermonnikoog,21,Friesland,2020-11-22
90,4,Smallingerland,21,Friesland,2020-11-22
93,1,Terschelling,21,Friesland,2020-11-22
96,0,Vlieland,21,Friesland,2020-11-22
98,1,Weststellingwerf,21,Friesland,2020-11-22
106,21,Assen,22,Drenthe,2020-11-22
109,7,Coevorden,22,Drenthe,2020-11-22
114,22,Emmen,22,Drenthe,2020-11-22
118,8,Hoogeveen,22,Drenthe,2020-11-22
119,5,Meppel,22,Drenthe,2020-11-22
141,15,Almelo,23,Overijssel,2020-11-22
147,2,Borne,23,Overijssel,2020-11-22
148,4,Dalfsen,23,Overijssel,2020-11-22
150,22,Deventer,23,Overijssel,2020-11-22
153,32,Enschede,23,Overijssel,2020-11-22
158,14,Haaksbergen,23,Overijssel,2020-11-22
160,10,Hardenberg,23,Overijssel,2020-11-22
163,8,Hellendoorn,23,Overijssel,2020-11-22
164,15,Hengelo,23,Overijssel,2020-11-22
166,16,Kampen,23,Overijssel,2020-11-22
168,9,Losser,23,Overijssel,2020-11-22
171,16,Noordoostpolder,24,Flevoland,2020-11-22
173,10,Oldenzaal,23,Overijssel,2020-11-22
175,4,Ommen,23,Overijssel,2020-11-22
177,4,Raalte,23,Overijssel,2020-11-22
180,5,Staphorst,23,Overijssel,2020-11-22
183,5,Tubbergen,23,Overijssel,2020-11-22
184,45,Urk,24,Flevoland,2020-11-22
189,7,Wierden,23,Overijssel,2020-11-22
193,24,Zwolle,23,Overijssel,2020-11-22
197,6,Aalten,25,Gelderland,2020-11-22
200,21,Apeldoorn,25,Gelderland,2020-11-22
202,60,Arnhem,25,Gelderland,2020-11-22
203,27,Barneveld,25,Gelderland,2020-11-22
209,1,Beuningen,25,Gelderland,2020-11-22
213,2,Brummen,25,Gelderland,2020-11-22
214,7,Buren,25,Gelderland,2020-11-22
216,5,Culemborg,25,Gelderland,2020-11-22
221,1,Doesburg,25,Gelderland,2020-11-22
222,10,Doetinchem,25,Gelderland,2020-11-22
225,4,Druten,25,Gelderland,2020-11-22
226,20,Duiven,25,Gelderland,2020-11-22
228,34,Ede,25,Gelderland,2020-11-22
230,11,Elburg,25,Gelderland,2020-11-22
232,4,Epe,25,Gelderland,2020-11-22
233,6,Ermelo,25,Gelderland,2020-11-22
243,14,Harderwijk,25,Gelderland,2020-11-22
244,2,Hattem,25,Gelderland,2020-11-22
246,1,Heerde,25,Gelderland,2020-11-22
252,6,Heumen,25,Gelderland,2020-11-22
262,9,Lochem,25,Gelderland,2020-11-22
263,9,Maasdriel,25,Gelderland,2020-11-22
