Gemeentecode,PositiefGetest,Gemeente,Provinciecode,Provincie,Datum
3,209,Appingedam,20,Groningen,2020-12-16
10,424,Delfzijl,20,Groningen,2020-12-16
14,5191,Groningen,20,Groningen,2020-12-16
24,141,Loppersum,20,Groningen,2020-12-16
34,8117,Almere,24,Flevoland,2020-12-16
37,900,Stadskanaal,20,Groningen,2020-12-16
47,416,Veendam,20,Groningen,2020-12-16
50,521,Zeewolde,24,Flevoland,2020-12-16
59,392,Achtkarspelen,21,Friesland,2020-12-16
60,70,Ameland,21,Friesland,2020-12-16
72,174,Harlingen,21,Friesland,2020-12-16
74,706,Heerenveen,21,Friesland,2020-12-16
80,2211,Leeuwarden,21,Friesland,2020-12-16
85,406,Ooststellingwerf,21,Friesland,2020-12-16
86,385,Opsterland,21,Friesland,2020-12-16
88,6,Schiermonnikoog,21,Friesland,2020-12-16
90,746,Smallingerland,21,Friesland,2020-12-16
93,77,Terschelling,21,Friesland,2020-12-16
96,19,Vlieland,21,Friesland,2020-12-16
98,446,Weststellingwerf,21,Friesland,2020-12-16
106,1200,Assen,22,Drenthe,2020-12-16
109,751,Coevorden,22,Drenthe,2020-12-16
114,2762,Emmen,22,Drenthe,2020-12-16
118,1253,Hoogeveen,22,Drenthe,2020-12-16
119,626,Meppel,22,Drenthe,2020-12-16
141,3181,Almelo,23,Overijssel,2020-12-16
147,834,Borne,23,Overijssel,2020-12-16
148,832,Dalfsen,23,Overijssel,2020-12-16
150,3259,Deventer,23,Overijssel,2020-12-16
153,5744,Enschede,23,Overijssel,2020-12-16
158,1100,Haaksbergen,23,Overijssel,2020-12-16
160,1461,Hardenberg,23,Overijssel,2020-12-16
163,1373,Hellendoorn,23,Overijssel,2020-12-16
164,2938,Hengelo,23,Overijssel,2020-12-16
166,1350,Kampen,23,Overijssel,2020-12-16
168,998,Losser,23,Overijssel,2020-12-16
171,1413,Noordoostpolder,24,Flevoland,2020-12-16
173,1361,Oldenzaal,23,Overijssel,2020-12-16
175,377,Ommen,23,Overijssel,2020-12-16
177,1348,Raalte,23,Overijssel,2020-12-16
180,640,Staphorst,23,Overijssel,2020-12-16
183,1230,Tubbergen,23,Overijssel,2020-12-16
184,1390,Urk,24,Flevoland,2020-12-16
189,1345,Wierden,23,Overijssel,2020-12-16
193,2907,Zwolle,23,Overijssel,2020-12-16
197,726,Aalten,25,Gelderland,2020-12-16
200,4279,Apeldoorn,25,Gelderland,2020-12-16
202,5296,Arnhem,25,Gelderland,2020-12-16
203,2557,Barneveld,25,Gelderland,2020-12-16
209,817,Beuningen,25,Gelderland,2020-12-16
213,493,Brummen,25,Gelderland,2020-12-16
214,843,Buren,25,Gelderland,2020-12-16
216,1097,Culemborg,25,Gelderland,2020-12-16
221,303,Doesburg,25,Gelderland,2020-12-16
222,1560,Doetinchem,25,Gelderland,2020-12-16
225,597,Druten,25,Gelderland,2020-12-16
226,855,Duiven,25,Gelderland,2020-12-16
228,4345,Ede,25,Gelderland,2020-12-16
230,711,Elburg,25,Gelderland,2020-12-16
232,855,Epe,25,Gelderland,2020-12-16
233,843,Ermelo,25,Gelderland,2020-12-16
243,1420,Harderwijk,25,Gelderland,2020-12-16
244,284,Hattem,25,Gelderland,2020-12-16
246,458,Heerde,25,Gelderland,2020-12-16
252,587,Heumen,25,Gelderland,2020-12-16
262,857,Lochem,25,Gelderland,2020-12-16
263,984,Maasdriel,25,Gelderland,2020-12-16
267,1616,Nijkerk,25,Gelderland,2020-12-16
268,5978,Nijmegen,25,Gelderland,2020-12-16
269,618,Oldebroek,25,Gelderland,2020-12-16
273,797,Putten,25,Gelderland,2020-12-16
274,885,Renkum,25,Gelderland,2020-12-16
275,1317,Rheden,25,Gelderland,2020-12-16
277,42,Rozendaal,25,Gelderland,2020-12-16
279,433,Scherpenzeel,25,Gelderland,2020-12-16
281,1646,Tiel,25,Gelderland,2020-12-16
285,622,Voorst,25,Gelderland,2020-12-16
