Gemeentecode,PositiefGetest,Gemeente,Provinciecode,Provincie,Datum
14,0,Groningen,20,Groningen,2020-04-18
34,21,Almere,24,Flevoland,2020-04-18
37,0,Stadskanaal,20,Groningen,2020-04-18
47,0,Veendam,20,Groningen,2020-04-18
50,2,Zeewolde,24,Flevoland,2020-04-18
59,0,Achtkarspelen,21,Friesland,2020-04-18
60,0,Ameland,21,Friesland,2020-04-18
72,1,Harlingen,21,Friesland,2020-04-18
74,3,Heerenveen,21,Friesland,2020-04-18
80,0,Leeuwarden,21,Friesland,2020-04-18
85,0,Ooststellingwerf,21,Friesland,2020-04-18
86,1,Opsterland,21,Friesland,2020-04-18
88,0,Schiermonnikoog,21,Friesland,2020-04-18
90,3,Smallingerland,21,Friesland,2020-04-18
93,0,Terschelling,21,Friesland,2020-04-18
96,0,Vlieland,21,Friesland,2020-04-18
98,0,Weststellingwerf,21,Friesland,2020-04-18
106,0,Assen,22,Drenthe,2020-04-18
109,1,Coevorden,22,Drenthe,2020-04-18
114,4,Emmen,22,Drenthe,2020-04-18
118,4,Hoogeveen,22,Drenthe,2020-04-18
119,0,Meppel,22,Drenthe,2020-04-18
141,3,Almelo,23,Overijssel,2020-04-18
147,0,Borne,23,Overijssel,2020-04-18
148,1,Dalfsen,23,Overijssel,2020-04-18
150,15,Deventer,23,Overijssel,2020-04-18
153,4,Enschede,23,Overijssel,2020-04-18
158,1,Haaksbergen,23,Overijssel,2020-04-18
160,0,Hardenberg,23,Overijssel,2020-04-18
163,3,Hellendoorn,23,Overijssel,2020-04-18
164,0,Hengelo,23,Overijssel,2020-04-18
166,1,Kampen,23,Overijssel,2020-04-18
168,0,Losser,23,Overijssel,2020-04-18
171,8,Noordoostpolder,24,Flevoland,2020-04-18
173,1,Oldenzaal,23,Overijssel,2020-04-18
175,0,Ommen,23,Overijssel,2020-04-18
177,5,Raalte,23,Overijssel,2020-04-18
180,1,Staphorst,23,Overijssel,2020-04-18
183,0,Tubbergen,23,Overijssel,2020-04-18
184,3,Urk,24,Flevoland,2020-04-18
189,1,Wierden,23,Overijssel,2020-04-18
193,2,Zwolle,23,Overijssel,2020-04-18
197,6,Aalten,25,Gelderland,2020-04-18
200,6,Apeldoorn,25,Gelderland,2020-04-18
202,4,Arnhem,25,Gelderland,2020-04-18
203,4,Barneveld,25,Gelderland,2020-04-18
209,1,Beuningen,25,Gelderland,2020-04-18
213,2,Brummen,25,Gelderland,2020-04-18
214,3,Buren,25,Gelderland,2020-04-18
216,3,Culemborg,25,Gelderland,2020-04-18
221,1,Doesburg,25,Gelderland,2020-04-18
222,1,Doetinchem,25,Gelderland,2020-04-18
225,6,Druten,25,Gelderland,2020-04-18
226,1,Duiven,25,Gelderland,2020-04-18
228,9,Ede,25,Gelderland,2020-04-18
230,9,Elburg,25,Gelderland,2020-04-18
232,9,Epe,25,Gelderland,2020-04-18
233,1,Ermelo,25,Gelderland,2020-04-18
243,6,Harderwijk,25,Gelderland,2020-04-18
244,0,Hattem,25,Gelderland,2020-04-18
246,15,Heerde,25,Gelderland,2020-04-18
252,1,Heumen,25,Gelderland,2020-04-18
262,3,Lochem,25,Gelderland,2020-04-18
263,0,Maasdriel,25,Gelderland,2020-04-18
267,0,Nijkerk,25,Gelderland,2020-04-18
268,12,Nijmegen,25,Gelderland,2020-04-18
269,4,Oldebroek,25,Gelderland,2020-04-18
273,0,Putten,25,Gelderland,2020-04-18
274,3,Renkum,25,Gelderland,2020-04-18
275,1,Rheden,25,Gelderland,2020-04-18
277,0,Rozendaal,25,Gelderland,2020-04-18
279,0,Scherpenzeel,25,Gelderland,2020-04-18
281,6,Tiel,25,Gelderland,2020-04-18
285,0,Voorst,25,Gelderland,2020-04-18
289,2,Wageningen,25,Gelderland,2020-04-18
293,2,Westervoort,25,Gelderland,2020-04-18
294,0,Winterswijk,25,Gelderland,2020-04-18
296,3,Wijchen,25,Gelderland,2020-04-18
297,1,Zaltbommel,25,Gelderland,2020-04-18
299,5,Zevenaar,25,Gelderland,2020-04-18
301,0,Zutphen,25,Gelderland,2020-04-18
302,13,Nunspeet,25,Gelderland,2020-04-18
303,7,Dronten,24,Flevoland,2020-04-18
307,2,Amersfoort,26,Utrecht,2020-04-18
308,1,Baarn,26,Utrecht,2020-04-18
310,2,De Bilt,26,Utrecht,2020-04-18
312,0,Bunnik,26,Utrecht,2020-04-18
313,5,Bunschoten,26,Utrecht,2020-04-18
317,0,Eemnes,26,Utrecht,2020-04-18
321,1,Houten,26,Utrecht,2020-04-18
327,1,Leusden,26,Utrecht,2020-04-18
331,0,Lopik,26,Utrecht,2020-04-18
335,0,Montfoort,26,Utrecht,2020-04-18
339,2,Renswoude,26,Utrecht,2020-04-18
340,2,Rhenen,26,Utrecht,2020-04-18
342,1,Soest,26,Utrecht,2020-04-18
344,15,Utrecht,26,Utrecht,2020-04-18
345,12,Veenendaal,26,Utrecht,2020-04-18
351,0,Woudenberg,26,Utrecht,2020-04-18
352,1,Wijk bij Duurstede,26,Utrecht,2020-04-18
353,4,IJsselstein,26,Utrecht,2020-04-18
355,3,Zeist,26,Utrecht,2020-04-18
356,2,Nieuwegein,26,Utrecht,2020-04-18
358,2,Aalsmeer,27,Noord-Holland,2020-04-18
361,4,Alkmaar,27,Noord-Holland,2020-04-18
362,14,Amstelveen,27,Noord-Holland,2020-04-18
363,43,Amsterdam,27,Noord-Holland,2020-04-18
363,35,Amsterdam,27,Noord-Holland,2020-04-18
370,0,Beemster,27,Noord-Holland,2020-04-18
373,1,Bergen (NH.),27,Noord-Holland,2020-04-18
375,4,Beverwijk,27,Noord-Holland,2020-04-18
376,0,Blaricum,27,Noord-Holland,2020-04-18
377,2,Bloemendaal,27,Noord-Holland,2020-04-18
383,4,Castricum,27,Noord-Holland,2020-04-18
384,3,Diemen,27,Noord-Holland,2020-04-18
385,5,Edam-Volendam,27,Noord-Holland,2020-04-18
388,0,Enkhuizen,27,Noord-Holland,2020-04-18
392,2,Haarlem,27,Noord-Holland,2020-04-18
394,5,Haarlemmermeer,27,Noord-Holland,2020-04-18
396,2,Heemskerk,27,Noord-Holland,2020-04-18
397,1,Heemstede,27,Noord-Holland,2020-04-18
398,2,Heerhugowaard,27,Noord-Holland,2020-04-18
399,1,Heiloo,27,Noord-Holland,2020-04-18
400,0,Den Helder,27,Noord-Holland,2020-04-18
402,7,Hilversum,27,Noord-Holland,2020-04-18
405,1,Hoorn,27,Noord-Holland,2020-04-18
406,3,Huizen,27,Noord-Holland,2020-04-18
415,2,Landsmeer,27,Noord-Holland,2020-04-18
416,0,Langedijk,27,Noord-Holland,2020-04-18
417,0,Laren,27,Noord-Holland,2020-04-18
420,0,Medemblik,27,Noord-Holland,2020-04-18
431,0,Oostzaan,27,Noord-Holland,2020-04-18
432,1,Opmeer,27,Noord-Holland,2020-04-18
437,0,Ouder-Amstel,27,Noord-Holland,2020-04-18
439,2,Purmerend,27,Noord-Holland,2020-04-18
441,2,Schagen,27,Noord-Holland,2020-04-18
